Value,Area,2005,2015,2038,2050
Age0to14,RVMPO,15000,20000,25000,30000
Age15to19,RVMPO,15000,20000,25000,30000
Age20to29,RVMPO,15000,20000,25000,30000
Age30to54,RVMPO,15000,20000,25000,30000
Age55to64,RVMPO,15000,20000,25000,30000
Age65Plus,RVMPO,15000,20000,25000,30000
