District,Type,2005,2015,2038,2050
1,Metropolitan,2.269430109,2.269430109,2.269430109,2.269430109
1,Rural,2.269430109,2.269430109,2.269430109,2.269430109
1,Town,2.269430109,2.269430109,2.269430109,2.269430109
2,Metropolitan,2.975508271,2.975508271,2.975508271,2.975508271
2,Rural,2.975508271,2.975508271,2.975508271,2.975508271
2,Town,2.975508271,2.975508271,2.975508271,2.975508271
3,Metropolitan,2.8232192,2.8232192,2.8232192,2.8232192
3,Rural,2.8232192,2.8232192,2.8232192,2.8232192
3,Town,2.8232192,2.8232192,2.8232192,2.8232192
4,Metropolitan,5.708597183,5.708597183,5.708597183,5.708597183
4,Rural,5.708597183,5.708597183,5.708597183,5.708597183
4,Town,5.708597183,5.708597183,5.708597183,5.708597183
5,Metropolitan,10.24464171,10.24464171,10.24464171,10.24464171
5,Rural,10.24464171,10.24464171,10.24464171,10.24464171
5,Town,10.24464171,10.24464171,10.24464171,10.24464171
6,Metropolitan,7.20E-29,7.20E-29,7.20E-29,7.20E-29
6,Rural,7.20E-29,7.20E-29,7.20E-29,7.20E-29
6,Town,7.20E-29,7.20E-29,7.20E-29,7.20E-29
7,Metropolitan,1.085965862,1.085965862,1.085965862,1.085965862
7,Rural,1.085965862,1.085965862,1.085965862,1.085965862
7,Town,1.085965862,1.085965862,1.085965862,1.085965862
8,Metropolitan,0.582960432,0.582960432,0.582960432,0.582960432
8,Rural,0.582960432,0.582960432,0.582960432,0.582960432
8,Town,0.582960432,0.582960432,0.582960432,0.582960432
9,Metropolitan,0.087589636,0.087589636,0.087589636,0.087589636
9,Rural,0.087589636,0.087589636,0.087589636,0.087589636
9,Town,0.087589636,0.087589636,0.087589636,0.087589636
10,Metropolitan,1.078500433,1.078500433,1.078500433,1.078500433
10,Rural,1.078500433,1.078500433,1.078500433,1.078500433
10,Town,1.078500433,1.078500433,1.078500433,1.078500433
11,Metropolitan,2.89318438,2.89318438,2.89318438,2.89318438
11,Rural,2.89318438,2.89318438,2.89318438,2.89318438
11,Town,2.89318438,2.89318438,2.89318438,2.89318438
12,Metropolitan,2.346843948,2.346843948,2.346843948,2.346843948
12,Rural,2.346843948,2.346843948,2.346843948,2.346843948
12,Town,2.346843948,2.346843948,2.346843948,2.346843948
13,Metropolitan,3.921832029,3.921832029,3.921832029,3.921832029
13,Rural,3.921832029,3.921832029,3.921832029,3.921832029
13,Town,3.921832029,3.921832029,3.921832029,3.921832029
14,Metropolitan,0.091379496,0.091379496,0.091379496,0.091379496
14,Rural,0.091379496,0.091379496,0.091379496,0.091379496
14,Town,0.091379496,0.091379496,0.091379496,0.091379496
15,Metropolitan,0.202079709,0.202079709,0.202079709,0.202079709
15,Rural,0.202079709,0.202079709,0.202079709,0.202079709
15,Town,0.202079709,0.202079709,0.202079709,0.202079709
16,Metropolitan,0.087499369,0.087499369,0.087499369,0.087499369
16,Rural,0.087499369,0.087499369,0.087499369,0.087499369
16,Town,0.087499369,0.087499369,0.087499369,0.087499369
17,Metropolitan,6.169725356,6.169725356,6.169725356,6.169725356
17,Rural,6.169725356,6.169725356,6.169725356,6.169725356
17,Town,6.169725356,6.169725356,6.169725356,6.169725356
18,Metropolitan,4.370321765,4.370321765,4.370321765,4.370321765
18,Rural,4.370321765,4.370321765,4.370321765,4.370321765
18,Town,4.370321765,4.370321765,4.370321765,4.370321765
19,Metropolitan,1.114250397,1.114250397,1.114250397,1.114250397
19,Rural,1.114250397,1.114250397,1.114250397,1.114250397
19,Town,1.114250397,1.114250397,1.114250397,1.114250397
20,Metropolitan,0.142931073,0.142931073,0.142931073,0.142931073
20,Rural,0.142931073,0.142931073,0.142931073,0.142931073
20,Town,0.142931073,0.142931073,0.142931073,0.142931073
21,Metropolitan,1.890630755,1.890630755,1.890630755,1.890630755
21,Rural,1.890630755,1.890630755,1.890630755,1.890630755
21,Town,1.890630755,1.890630755,1.890630755,1.890630755
22,Metropolitan,2.378010458,2.378010458,2.378010458,2.378010458
22,Rural,2.378010458,2.378010458,2.378010458,2.378010458
22,Town,2.378010458,2.378010458,2.378010458,2.378010458
23,Metropolitan,0.094160315,0.094160315,0.094160315,0.094160315
23,Rural,0.094160315,0.094160315,0.094160315,0.094160315
23,Town,0.094160315,0.094160315,0.094160315,0.094160315
24,Metropolitan,1.035871711,1.035871711,1.035871711,1.035871711
24,Rural,1.035871711,1.035871711,1.035871711,1.035871711
24,Town,1.035871711,1.035871711,1.035871711,1.035871711
25,Metropolitan,0.044669626,0.044669626,0.044669626,0.044669626
25,Rural,0.044669626,0.044669626,0.044669626,0.044669626
25,Town,0.044669626,0.044669626,0.044669626,0.044669626
26,Metropolitan,4.884610329,4.884610329,4.884610329,4.884610329
26,Rural,4.884610329,4.884610329,4.884610329,4.884610329
26,Town,4.884610329,4.884610329,4.884610329,4.884610329
27,Metropolitan,5.622998996,5.622998996,5.622998996,5.622998996
27,Rural,5.622998996,5.622998996,5.622998996,5.622998996
27,Town,5.622998996,5.622998996,5.622998996,5.622998996
28,Metropolitan,6.617363202,6.617363202,6.617363202,6.617363202
28,Rural,6.617363202,6.617363202,6.617363202,6.617363202
28,Town,6.617363202,6.617363202,6.617363202,6.617363202
29,Metropolitan,0.268587437,0.268587437,0.268587437,0.268587437
29,Rural,0.268587437,0.268587437,0.268587437,0.268587437
29,Town,0.268587437,0.268587437,0.268587437,0.268587437
30,Metropolitan,2.81310561,2.81310561,2.81310561,2.81310561
30,Rural,2.81310561,2.81310561,2.81310561,2.81310561
30,Town,2.81310561,2.81310561,2.81310561,2.81310561
31,Metropolitan,0.370240691,0.370240691,0.370240691,0.370240691
31,Rural,0.370240691,0.370240691,0.370240691,0.370240691
31,Town,0.370240691,0.370240691,0.370240691,0.370240691
32,Metropolitan,1.946243554,1.946243554,1.946243554,1.946243554
32,Rural,1.946243554,1.946243554,1.946243554,1.946243554
32,Town,1.946243554,1.946243554,1.946243554,1.946243554
33,Metropolitan,0.103186022,0.103186022,0.103186022,0.103186022
33,Rural,0.103186022,0.103186022,0.103186022,0.103186022
33,Town,0.103186022,0.103186022,0.103186022,0.103186022
34,Metropolitan,4.355050479,4.355050479,4.355050479,4.355050479
34,Rural,4.355050479,4.355050479,4.355050479,4.355050479
34,Town,4.355050479,4.355050479,4.355050479,4.355050479
35,Metropolitan,5.421724542,5.421724542,5.421724542,5.421724542
35,Rural,5.421724542,5.421724542,5.421724542,5.421724542
35,Town,5.421724542,5.421724542,5.421724542,5.421724542
36,Metropolitan,2.806408484,2.806408484,2.806408484,2.806408484
36,Rural,2.806408484,2.806408484,2.806408484,2.806408484
36,Town,2.806408484,2.806408484,2.806408484,2.806408484
37,Metropolitan,3.50644323,3.50644323,3.50644323,3.50644323
37,Rural,3.50644323,3.50644323,3.50644323,3.50644323
37,Town,3.50644323,3.50644323,3.50644323,3.50644323
38,Metropolitan,8.026455379,8.026455379,8.026455379,8.026455379
38,Rural,8.026455379,8.026455379,8.026455379,8.026455379
38,Town,8.026455379,8.026455379,8.026455379,8.026455379
39,Metropolitan,6.603401201,6.603401201,6.603401201,6.603401201
39,Rural,6.603401201,6.603401201,6.603401201,6.603401201
39,Town,6.603401201,6.603401201,6.603401201,6.603401201
40,Metropolitan,1.059140654,1.059140654,1.059140654,1.059140654
40,Rural,1.059140654,1.059140654,1.059140654,1.059140654
40,Town,1.059140654,1.059140654,1.059140654,1.059140654
41,Metropolitan,0.028540848,0.028540848,0.028540848,0.028540848
41,Rural,0.028540848,0.028540848,0.028540848,0.028540848
41,Town,0.028540848,0.028540848,0.028540848,0.028540848
42,Metropolitan,4.03E-25,4.03E-25,4.03E-25,4.03E-25
42,Rural,4.03E-25,4.03E-25,4.03E-25,4.03E-25
42,Town,4.03E-25,4.03E-25,4.03E-25,4.03E-25
43,Metropolitan,9.05E-22,9.05E-22,9.05E-22,9.05E-22
43,Rural,9.05E-22,9.05E-22,9.05E-22,9.05E-22
43,Town,9.05E-22,9.05E-22,9.05E-22,9.05E-22
44,Metropolitan,0.216377548,0.216377548,0.216377548,0.216377548
44,Rural,0.216377548,0.216377548,0.216377548,0.216377548
44,Town,0.216377548,0.216377548,0.216377548,0.216377548
45,Metropolitan,1.516936957,1.516936957,1.516936957,1.516936957
45,Rural,1.516936957,1.516936957,1.516936957,1.516936957
45,Town,1.516936957,1.516936957,1.516936957,1.516936957
46,Metropolitan,0.571479992,0.571479992,0.571479992,0.571479992
46,Rural,0.571479992,0.571479992,0.571479992,0.571479992
46,Town,0.571479992,0.571479992,0.571479992,0.571479992
47,Metropolitan,1.30055313,1.30055313,1.30055313,1.30055313
47,Rural,1.30055313,1.30055313,1.30055313,1.30055313
47,Town,1.30055313,1.30055313,1.30055313,1.30055313
48,Metropolitan,1.360802408,1.360802408,1.360802408,1.360802408
48,Rural,1.360802408,1.360802408,1.360802408,1.360802408
48,Town,1.360802408,1.360802408,1.360802408,1.360802408
49,Metropolitan,0.535127184,0.535127184,0.535127184,0.535127184
49,Rural,0.535127184,0.535127184,0.535127184,0.535127184
49,Town,0.535127184,0.535127184,0.535127184,0.535127184
50,Metropolitan,2.221439885,2.221439885,2.221439885,2.221439885
50,Rural,2.221439885,2.221439885,2.221439885,2.221439885
50,Town,2.221439885,2.221439885,2.221439885,2.221439885
51,Metropolitan,0.552167425,0.552167425,0.552167425,0.552167425
51,Rural,0.552167425,0.552167425,0.552167425,0.552167425
51,Town,0.552167425,0.552167425,0.552167425,0.552167425
52,Metropolitan,2.143904983,2.143904983,2.143904983,2.143904983
52,Rural,2.143904983,2.143904983,2.143904983,2.143904983
52,Town,2.143904983,2.143904983,2.143904983,2.143904983
53,Metropolitan,0.142058677,0.142058677,0.142058677,0.142058677
53,Rural,0.142058677,0.142058677,0.142058677,0.142058677
53,Town,0.142058677,0.142058677,0.142058677,0.142058677
54,Metropolitan,2.48E-29,2.48E-29,2.48E-29,2.48E-29
54,Rural,2.48E-29,2.48E-29,2.48E-29,2.48E-29
54,Town,2.48E-29,2.48E-29,2.48E-29,2.48E-29
55,Metropolitan,0.061189896,0.061189896,0.061189896,0.061189896
55,Rural,0.061189896,0.061189896,0.061189896,0.061189896
55,Town,0.061189896,0.061189896,0.061189896,0.061189896
56,Metropolitan,0.062779166,0.062779166,0.062779166,0.062779166
56,Rural,0.062779166,0.062779166,0.062779166,0.062779166
56,Town,0.062779166,0.062779166,0.062779166,0.062779166
57,Metropolitan,0.051807713,0.051807713,0.051807713,0.051807713
57,Rural,0.051807713,0.051807713,0.051807713,0.051807713
57,Town,0.051807713,0.051807713,0.051807713,0.051807713
58,Metropolitan,0.019187842,0.019187842,0.019187842,0.019187842
58,Rural,0.019187842,0.019187842,0.019187842,0.019187842
58,Town,0.019187842,0.019187842,0.019187842,0.019187842
59,Metropolitan,0.006929562,0.006929562,0.006929562,0.006929562
59,Rural,0.006929562,0.006929562,0.006929562,0.006929562
59,Town,0.006929562,0.006929562,0.006929562,0.006929562
60,Metropolitan,0.011254158,0.011254158,0.011254158,0.011254158
60,Rural,0.011254158,0.011254158,0.011254158,0.011254158
60,Town,0.011254158,0.011254158,0.011254158,0.011254158
61,Metropolitan,0.018546883,0.018546883,0.018546883,0.018546883
61,Rural,0.018546883,0.018546883,0.018546883,0.018546883
61,Town,0.018546883,0.018546883,0.018546883,0.018546883
62,Metropolitan,0.020106714,0.020106714,0.020106714,0.020106714
62,Rural,0.020106714,0.020106714,0.020106714,0.020106714
62,Town,0.020106714,0.020106714,0.020106714,0.020106714
63,Metropolitan,0.016416878,0.016416878,0.016416878,0.016416878
63,Rural,0.016416878,0.016416878,0.016416878,0.016416878
63,Town,0.016416878,0.016416878,0.016416878,0.016416878
64,Metropolitan,1.28E-121,1.28E-121,1.28E-121,1.28E-121
64,Rural,1.28E-121,1.28E-121,1.28E-121,1.28E-121
64,Town,1.28E-121,1.28E-121,1.28E-121,1.28E-121
65,Metropolitan,4.96E-80,4.96E-80,4.96E-80,4.96E-80
65,Rural,4.96E-80,4.96E-80,4.96E-80,4.96E-80
65,Town,4.96E-80,4.96E-80,4.96E-80,4.96E-80
66,Metropolitan,7.73E-80,7.73E-80,7.73E-80,7.73E-80
66,Rural,7.73E-80,7.73E-80,7.73E-80,7.73E-80
66,Town,7.73E-80,7.73E-80,7.73E-80,7.73E-80
67,Metropolitan,1.99E-84,1.99E-84,1.99E-84,1.99E-84
67,Rural,1.99E-84,1.99E-84,1.99E-84,1.99E-84
67,Town,1.99E-84,1.99E-84,1.99E-84,1.99E-84
68,Metropolitan,0.052531452,0.052531452,0.052531452,0.052531452
68,Rural,0.052531452,0.052531452,0.052531452,0.052531452
68,Town,0.052531452,0.052531452,0.052531452,0.052531452
69,Metropolitan,0.011199348,0.011199348,0.011199348,0.011199348
69,Rural,0.011199348,0.011199348,0.011199348,0.011199348
69,Town,0.011199348,0.011199348,0.011199348,0.011199348
70,Metropolitan,0.047906703,0.047906703,0.047906703,0.047906703
70,Rural,0.047906703,0.047906703,0.047906703,0.047906703
70,Town,0.047906703,0.047906703,0.047906703,0.047906703
71,Metropolitan,0.06673023,0.06673023,0.06673023,0.06673023
71,Rural,0.06673023,0.06673023,0.06673023,0.06673023
71,Town,0.06673023,0.06673023,0.06673023,0.06673023
72,Metropolitan,0.12695456,0.12695456,0.12695456,0.12695456
72,Rural,0.12695456,0.12695456,0.12695456,0.12695456
72,Town,0.12695456,0.12695456,0.12695456,0.12695456
73,Metropolitan,0.014383648,0.014383648,0.014383648,0.014383648
73,Rural,0.014383648,0.014383648,0.014383648,0.014383648
73,Town,0.014383648,0.014383648,0.014383648,0.014383648
74,Metropolitan,0.008664687,0.008664687,0.008664687,0.008664687
74,Rural,0.008664687,0.008664687,0.008664687,0.008664687
74,Town,0.008664687,0.008664687,0.008664687,0.008664687
75,Metropolitan,0.033659221,0.033659221,0.033659221,0.033659221
75,Rural,0.033659221,0.033659221,0.033659221,0.033659221
75,Town,0.033659221,0.033659221,0.033659221,0.033659221
76,Metropolitan,0.010816903,0.010816903,0.010816903,0.010816903
76,Rural,0.010816903,0.010816903,0.010816903,0.010816903
76,Town,0.010816903,0.010816903,0.010816903,0.010816903
77,Metropolitan,0.050580524,0.050580524,0.050580524,0.050580524
77,Rural,0.050580524,0.050580524,0.050580524,0.050580524
77,Town,0.050580524,0.050580524,0.050580524,0.050580524
78,Metropolitan,0.005981398,0.005981398,0.005981398,0.005981398
78,Rural,0.005981398,0.005981398,0.005981398,0.005981398
78,Town,0.005981398,0.005981398,0.005981398,0.005981398
79,Metropolitan,0.090217915,0.090217915,0.090217915,0.090217915
79,Rural,0.090217915,0.090217915,0.090217915,0.090217915
79,Town,0.090217915,0.090217915,0.090217915,0.090217915
80,Metropolitan,0.004842343,0.004842343,0.004842343,0.004842343
80,Rural,0.004842343,0.004842343,0.004842343,0.004842343
80,Town,0.004842343,0.004842343,0.004842343,0.004842343
81,Metropolitan,0.080875747,0.080875747,0.080875747,0.080875747
81,Rural,0.080875747,0.080875747,0.080875747,0.080875747
81,Town,0.080875747,0.080875747,0.080875747,0.080875747
82,Metropolitan,0.109499671,0.109499671,0.109499671,0.109499671
82,Rural,0.109499671,0.109499671,0.109499671,0.109499671
82,Town,0.109499671,0.109499671,0.109499671,0.109499671
83,Metropolitan,0.92203096,0.92203096,0.92203096,0.92203096
83,Rural,0.92203096,0.92203096,0.92203096,0.92203096
83,Town,0.92203096,0.92203096,0.92203096,0.92203096
84,Metropolitan,0.326309613,0.326309613,0.326309613,0.326309613
84,Rural,0.326309613,0.326309613,0.326309613,0.326309613
84,Town,0.326309613,0.326309613,0.326309613,0.326309613
85,Metropolitan,0.160673537,0.160673537,0.160673537,0.160673537
85,Rural,0.160673537,0.160673537,0.160673537,0.160673537
85,Town,0.160673537,0.160673537,0.160673537,0.160673537
86,Metropolitan,0.004788942,0.004788942,0.004788942,0.004788942
86,Rural,0.004788942,0.004788942,0.004788942,0.004788942
86,Town,0.004788942,0.004788942,0.004788942,0.004788942
87,Metropolitan,0.318734363,0.318734363,0.318734363,0.318734363
87,Rural,0.318734363,0.318734363,0.318734363,0.318734363
87,Town,0.318734363,0.318734363,0.318734363,0.318734363
88,Metropolitan,2.2384031,2.2384031,2.2384031,2.2384031
88,Rural,2.2384031,2.2384031,2.2384031,2.2384031
88,Town,2.2384031,2.2384031,2.2384031,2.2384031
89,Metropolitan,3.532172698,3.532172698,3.532172698,3.532172698
89,Rural,3.532172698,3.532172698,3.532172698,3.532172698
89,Town,3.532172698,3.532172698,3.532172698,3.532172698
90,Metropolitan,2.203282734,2.203282734,2.203282734,2.203282734
90,Rural,2.203282734,2.203282734,2.203282734,2.203282734
90,Town,2.203282734,2.203282734,2.203282734,2.203282734
91,Metropolitan,0.756008577,0.756008577,0.756008577,0.756008577
91,Rural,0.756008577,0.756008577,0.756008577,0.756008577
91,Town,0.756008577,0.756008577,0.756008577,0.756008577
92,Metropolitan,2.439640559,2.439640559,2.439640559,2.439640559
92,Rural,2.439640559,2.439640559,2.439640559,2.439640559
92,Town,2.439640559,2.439640559,2.439640559,2.439640559
93,Metropolitan,7.309747743,7.309747743,7.309747743,7.309747743
93,Rural,7.309747743,7.309747743,7.309747743,7.309747743
93,Town,7.309747743,7.309747743,7.309747743,7.309747743
94,Metropolitan,3.138875166,3.138875166,3.138875166,3.138875166
94,Rural,3.138875166,3.138875166,3.138875166,3.138875166
94,Town,3.138875166,3.138875166,3.138875166,3.138875166
95,Metropolitan,0.934791893,0.934791893,0.934791893,0.934791893
95,Rural,0.934791893,0.934791893,0.934791893,0.934791893
95,Town,0.934791893,0.934791893,0.934791893,0.934791893
96,Metropolitan,0.024455269,0.024455269,0.024455269,0.024455269
96,Rural,0.024455269,0.024455269,0.024455269,0.024455269
96,Town,0.024455269,0.024455269,0.024455269,0.024455269
97,Metropolitan,4.888671788,4.888671788,4.888671788,4.888671788
97,Rural,4.888671788,4.888671788,4.888671788,4.888671788
97,Town,4.888671788,4.888671788,4.888671788,4.888671788
98,Metropolitan,5.657125421,5.657125421,5.657125421,5.657125421
98,Rural,5.657125421,5.657125421,5.657125421,5.657125421
98,Town,5.657125421,5.657125421,5.657125421,5.657125421
99,Metropolitan,15.89342026,15.89342026,15.89342026,15.89342026
99,Rural,15.89342026,15.89342026,15.89342026,15.89342026
99,Town,15.89342026,15.89342026,15.89342026,15.89342026
100,Metropolitan,4.627186277,4.627186277,4.627186277,4.627186277
100,Rural,4.627186277,4.627186277,4.627186277,4.627186277
100,Town,4.627186277,4.627186277,4.627186277,4.627186277
101,Metropolitan,6.685030596,6.685030596,6.685030596,6.685030596
101,Rural,6.685030596,6.685030596,6.685030596,6.685030596
101,Town,6.685030596,6.685030596,6.685030596,6.685030596
102,Metropolitan,2.030343632,2.030343632,2.030343632,2.030343632
102,Rural,2.030343632,2.030343632,2.030343632,2.030343632
102,Town,2.030343632,2.030343632,2.030343632,2.030343632
103,Metropolitan,0.937511877,0.937511877,0.937511877,0.937511877
103,Rural,0.937511877,0.937511877,0.937511877,0.937511877
103,Town,0.937511877,0.937511877,0.937511877,0.937511877
104,Metropolitan,1.63720885,1.63720885,1.63720885,1.63720885
104,Rural,1.63720885,1.63720885,1.63720885,1.63720885
104,Town,1.63720885,1.63720885,1.63720885,1.63720885
105,Metropolitan,3.469175048,3.469175048,3.469175048,3.469175048
105,Rural,3.469175048,3.469175048,3.469175048,3.469175048
105,Town,3.469175048,3.469175048,3.469175048,3.469175048
106,Metropolitan,6.36865934,6.36865934,6.36865934,6.36865934
106,Rural,6.36865934,6.36865934,6.36865934,6.36865934
106,Town,6.36865934,6.36865934,6.36865934,6.36865934
107,Metropolitan,2.221992691,2.221992691,2.221992691,2.221992691
107,Rural,2.221992691,2.221992691,2.221992691,2.221992691
107,Town,2.221992691,2.221992691,2.221992691,2.221992691
108,Metropolitan,0.103446053,0.103446053,0.103446053,0.103446053
108,Rural,0.103446053,0.103446053,0.103446053,0.103446053
108,Town,0.103446053,0.103446053,0.103446053,0.103446053
109,Metropolitan,2.321383979,2.321383979,2.321383979,2.321383979
109,Rural,2.321383979,2.321383979,2.321383979,2.321383979
109,Town,2.321383979,2.321383979,2.321383979,2.321383979
110,Metropolitan,3.473869358,3.473869358,3.473869358,3.473869358
110,Rural,3.473869358,3.473869358,3.473869358,3.473869358
110,Town,3.473869358,3.473869358,3.473869358,3.473869358
111,Metropolitan,1.479211817,1.479211817,1.479211817,1.479211817
111,Rural,1.479211817,1.479211817,1.479211817,1.479211817
111,Town,1.479211817,1.479211817,1.479211817,1.479211817
112,Metropolitan,1.504783369,1.504783369,1.504783369,1.504783369
112,Rural,1.504783369,1.504783369,1.504783369,1.504783369
112,Town,1.504783369,1.504783369,1.504783369,1.504783369
113,Metropolitan,1.444044372,1.444044372,1.444044372,1.444044372
113,Rural,1.444044372,1.444044372,1.444044372,1.444044372
113,Town,1.444044372,1.444044372,1.444044372,1.444044372
114,Metropolitan,0.818398649,0.818398649,0.818398649,0.818398649
114,Rural,0.818398649,0.818398649,0.818398649,0.818398649
114,Town,0.818398649,0.818398649,0.818398649,0.818398649
115,Metropolitan,4.186396712,4.186396712,4.186396712,4.186396712
115,Rural,4.186396712,4.186396712,4.186396712,4.186396712
115,Town,4.186396712,4.186396712,4.186396712,4.186396712
116,Metropolitan,13.55348895,13.55348895,13.55348895,13.55348895
116,Rural,13.55348895,13.55348895,13.55348895,13.55348895
116,Town,13.55348895,13.55348895,13.55348895,13.55348895
117,Metropolitan,4.029621495,4.029621495,4.029621495,4.029621495
117,Rural,4.029621495,4.029621495,4.029621495,4.029621495
117,Town,4.029621495,4.029621495,4.029621495,4.029621495
118,Metropolitan,1.73E-251,1.73E-251,1.73E-251,1.73E-251
118,Rural,1.73E-251,1.73E-251,1.73E-251,1.73E-251
118,Town,1.73E-251,1.73E-251,1.73E-251,1.73E-251
119,Metropolitan,0.219155561,0.219155561,0.219155561,0.219155561
119,Rural,0.219155561,0.219155561,0.219155561,0.219155561
119,Town,0.219155561,0.219155561,0.219155561,0.219155561
120,Metropolitan,0.14491039,0.14491039,0.14491039,0.14491039
120,Rural,0.14491039,0.14491039,0.14491039,0.14491039
120,Town,0.14491039,0.14491039,0.14491039,0.14491039
121,Metropolitan,2.032407531,2.032407531,2.032407531,2.032407531
121,Rural,2.032407531,2.032407531,2.032407531,2.032407531
121,Town,2.032407531,2.032407531,2.032407531,2.032407531
122,Metropolitan,4.285928043,4.285928043,4.285928043,4.285928043
122,Rural,4.285928043,4.285928043,4.285928043,4.285928043
122,Town,4.285928043,4.285928043,4.285928043,4.285928043
123,Metropolitan,0.510351695,0.510351695,0.510351695,0.510351695
123,Rural,0.510351695,0.510351695,0.510351695,0.510351695
123,Town,0.510351695,0.510351695,0.510351695,0.510351695
124,Metropolitan,0.164892692,0.164892692,0.164892692,0.164892692
124,Rural,0.164892692,0.164892692,0.164892692,0.164892692
124,Town,0.164892692,0.164892692,0.164892692,0.164892692
125,Metropolitan,0.112792029,0.112792029,0.112792029,0.112792029
125,Rural,0.112792029,0.112792029,0.112792029,0.112792029
125,Town,0.112792029,0.112792029,0.112792029,0.112792029
126,Metropolitan,0.006106842,0.006106842,0.006106842,0.006106842
126,Rural,0.006106842,0.006106842,0.006106842,0.006106842
126,Town,0.006106842,0.006106842,0.006106842,0.006106842
127,Metropolitan,0.002278853,0.002278853,0.002278853,0.002278853
127,Rural,0.002278853,0.002278853,0.002278853,0.002278853
127,Town,0.002278853,0.002278853,0.002278853,0.002278853
128,Metropolitan,0.003378853,0.003378853,0.003378853,0.003378853
128,Rural,0.003378853,0.003378853,0.003378853,0.003378853
128,Town,0.003378853,0.003378853,0.003378853,0.003378853
129,Metropolitan,0.007719992,0.007719992,0.007719992,0.007719992
129,Rural,0.007719992,0.007719992,0.007719992,0.007719992
129,Town,0.007719992,0.007719992,0.007719992,0.007719992
130,Metropolitan,0.039953266,0.039953266,0.039953266,0.039953266
130,Rural,0.039953266,0.039953266,0.039953266,0.039953266
130,Town,0.039953266,0.039953266,0.039953266,0.039953266
131,Metropolitan,0.005004735,0.005004735,0.005004735,0.005004735
131,Rural,0.005004735,0.005004735,0.005004735,0.005004735
131,Town,0.005004735,0.005004735,0.005004735,0.005004735
132,Metropolitan,0.008404695,0.008404695,0.008404695,0.008404695
132,Rural,0.008404695,0.008404695,0.008404695,0.008404695
132,Town,0.008404695,0.008404695,0.008404695,0.008404695
133,Metropolitan,2.32E-93,2.32E-93,2.32E-93,2.32E-93
133,Rural,2.32E-93,2.32E-93,2.32E-93,2.32E-93
133,Town,2.32E-93,2.32E-93,2.32E-93,2.32E-93
134,Metropolitan,0.006232115,0.006232115,0.006232115,0.006232115
134,Rural,0.006232115,0.006232115,0.006232115,0.006232115
134,Town,0.006232115,0.006232115,0.006232115,0.006232115
135,Metropolitan,3.698601514,3.698601514,3.698601514,3.698601514
135,Rural,3.698601514,3.698601514,3.698601514,3.698601514
135,Town,3.698601514,3.698601514,3.698601514,3.698601514
136,Metropolitan,2.042676484,2.042676484,2.042676484,2.042676484
136,Rural,2.042676484,2.042676484,2.042676484,2.042676484
136,Town,2.042676484,2.042676484,2.042676484,2.042676484
137,Metropolitan,3.396251218,3.396251218,3.396251218,3.396251218
137,Rural,3.396251218,3.396251218,3.396251218,3.396251218
137,Town,3.396251218,3.396251218,3.396251218,3.396251218
138,Metropolitan,2.098107125,2.098107125,2.098107125,2.098107125
138,Rural,2.098107125,2.098107125,2.098107125,2.098107125
138,Town,2.098107125,2.098107125,2.098107125,2.098107125
139,Metropolitan,4.018218874,4.018218874,4.018218874,4.018218874
139,Rural,4.018218874,4.018218874,4.018218874,4.018218874
139,Town,4.018218874,4.018218874,4.018218874,4.018218874
140,Metropolitan,2.5162037,2.5162037,2.5162037,2.5162037
140,Rural,2.5162037,2.5162037,2.5162037,2.5162037
140,Town,2.5162037,2.5162037,2.5162037,2.5162037
141,Metropolitan,4.004847716,4.004847716,4.004847716,4.004847716
141,Rural,4.004847716,4.004847716,4.004847716,4.004847716
141,Town,4.004847716,4.004847716,4.004847716,4.004847716
142,Metropolitan,4.27927811,4.27927811,4.27927811,4.27927811
142,Rural,4.27927811,4.27927811,4.27927811,4.27927811
142,Town,4.27927811,4.27927811,4.27927811,4.27927811
143,Metropolitan,2.420912967,2.420912967,2.420912967,2.420912967
143,Rural,2.420912967,2.420912967,2.420912967,2.420912967
143,Town,2.420912967,2.420912967,2.420912967,2.420912967
144,Metropolitan,1.570706285,1.570706285,1.570706285,1.570706285
144,Rural,1.570706285,1.570706285,1.570706285,1.570706285
144,Town,1.570706285,1.570706285,1.570706285,1.570706285
145,Metropolitan,0.722570741,0.722570741,0.722570741,0.722570741
145,Rural,0.722570741,0.722570741,0.722570741,0.722570741
145,Town,0.722570741,0.722570741,0.722570741,0.722570741
146,Metropolitan,2.118433801,2.118433801,2.118433801,2.118433801
146,Rural,2.118433801,2.118433801,2.118433801,2.118433801
146,Town,2.118433801,2.118433801,2.118433801,2.118433801
147,Metropolitan,5.853486331,5.853486331,5.853486331,5.853486331
147,Rural,5.853486331,5.853486331,5.853486331,5.853486331
147,Town,5.853486331,5.853486331,5.853486331,5.853486331
148,Metropolitan,1.850183986,1.850183986,1.850183986,1.850183986
148,Rural,1.850183986,1.850183986,1.850183986,1.850183986
148,Town,1.850183986,1.850183986,1.850183986,1.850183986
149,Metropolitan,4.120813851,4.120813851,4.120813851,4.120813851
149,Rural,4.120813851,4.120813851,4.120813851,4.120813851
149,Town,4.120813851,4.120813851,4.120813851,4.120813851
150,Metropolitan,5.669805294,5.669805294,5.669805294,5.669805294
150,Rural,5.669805294,5.669805294,5.669805294,5.669805294
150,Town,5.669805294,5.669805294,5.669805294,5.669805294
151,Metropolitan,12.87418854,12.87418854,12.87418854,12.87418854
151,Rural,12.87418854,12.87418854,12.87418854,12.87418854
