District,Type,2005,2015,2038,2050
1614,Rural,0,0,0,0
1614,Town,0,0,0,0
1615,Metropolitan,38.60304959,38.60304959,38.60304959,38.60304959
1615,Rural,0,0,0,0
1615,Town,0,0,0,0
1616,Metropolitan,23.18674447,23.18674447,23.18674447,23.18674447
1616,Rural,0,0,0,0
1616,Town,0,0,0,0
1617,Metropolitan,56.4539969,56.4539969,56.4539969,56.4539969
1617,Rural,0,0,0,0
1617,Town,0,0,0,0
1618,Metropolitan,132.474624,132.474624,132.474624,132.474624
1618,Rural,0,0,0,0
1618,Town,0,0,0,0
1619,Metropolitan,17.22195322,17.22195322,17.22195322,17.22195322
1619,Rural,0,0,0,0
1619,Town,0,0,0,0
1620,Metropolitan,9.63824935,9.63824935,9.63824935,9.63824935
1620,Rural,0,0,0,0
1620,Town,0,0,0,0
1621,Metropolitan,11.03336331,11.03336331,11.03336331,11.03336331
1621,Rural,0,0,0,0
1621,Town,0,0,0,0
1622,Metropolitan,19.53434352,19.53434352,19.53434352,19.53434352
1622,Rural,0,0,0,0
1622,Town,0,0,0,0
1623,Metropolitan,42.61561271,42.61561271,42.61561271,42.61561271
1623,Rural,0,0,0,0
1623,Town,0,0,0,0
1624,Metropolitan,46.99532027,46.99532027,46.99532027,46.99532027
1624,Rural,0,0,0,0
1624,Town,0,0,0,0
1625,Metropolitan,321.8650677,321.8650677,321.8650677,321.8650677
1625,Rural,0,0,0,0
1625,Town,0,0,0,0
1626,Metropolitan,76.12484522,76.12484522,76.12484522,76.12484522
1626,Rural,0,0,0,0
1626,Town,0,0,0,0
1627,Metropolitan,109.4223328,109.4223328,109.4223328,109.4223328
1627,Rural,0,0,0,0
1627,Town,0,0,0,0
1628,Metropolitan,69.29532438,69.29532438,69.29532438,69.29532438
1628,Rural,0,0,0,0
1628,Town,0,0,0,0
1629,Metropolitan,363.0586314,363.0586314,363.0586314,363.0586314
1629,Rural,0,0,0,0
1629,Town,0,0,0,0
1630,Metropolitan,113.9692247,113.9692247,113.9692247,113.9692247
1630,Rural,0,0,0,0
1630,Town,0,0,0,0
1631,Metropolitan,79.54450548,79.54450548,79.54450548,79.54450548
1631,Rural,0,0,0,0
1631,Town,0,0,0,0
1632,Metropolitan,38.84584215,38.84584215,38.84584215,38.84584215
1632,Rural,0,0,0,0
1632,Town,0,0,0,0
1633,Metropolitan,40.97351968,40.97351968,40.97351968,40.97351968
1633,Rural,0,0,0,0
1633,Town,0,0,0,0
1634,Metropolitan,19.18296204,19.18296204,19.18296204,19.18296204
1634,Rural,0,0,0,0
1634,Town,0,0,0,0
1635,Metropolitan,24.57560631,24.57560631,24.57560631,24.57560631
1635,Rural,0,0,0,0
1635,Town,0,0,0,0
1636,Metropolitan,43.47287916,43.47287916,43.47287916,43.47287916
1636,Rural,0,0,0,0
1636,Town,0,0,0,0
1637,Metropolitan,58.56665614,58.56665614,58.56665614,58.56665614
1637,Rural,0,0,0,0
1637,Town,0,0,0,0
1638,Metropolitan,80.65443726,80.65443726,80.65443726,80.65443726
1638,Rural,0,0,0,0
1638,Town,0,0,0,0
1639,Metropolitan,47.91247636,47.91247636,47.91247636,47.91247636
1639,Rural,0,0,0,0
1639,Town,0,0,0,0
1640,Metropolitan,71.90257215,71.90257215,71.90257215,71.90257215
1640,Rural,0,0,0,0
1640,Town,0,0,0,0
1641,Metropolitan,110.6748488,110.6748488,110.6748488,110.6748488
1641,Rural,0,0,0,0
1641,Town,0,0,0,0
1642,Metropolitan,22.13175857,22.13175857,22.13175857,22.13175857
1642,Rural,0,0,0,0
1642,Town,0,0,0,0
1643,Metropolitan,19.76983368,19.76983368,19.76983368,19.76983368
1643,Rural,0,0,0,0
1643,Town,0,0,0,0
1644,Metropolitan,21.97226043,21.97226043,21.97226043,21.97226043
1644,Rural,0,0,0,0
1644,Town,0,0,0,0
1645,Metropolitan,90.31209909,90.31209909,90.31209909,90.31209909
1645,Rural,0,0,0,0
1645,Town,0,0,0,0
1646,Metropolitan,68.91150206,68.91150206,68.91150206,68.91150206
1646,Rural,0,0,0,0
1646,Town,0,0,0,0
1647,Metropolitan,40.96356437,40.96356437,40.96356437,40.96356437
1647,Rural,0,0,0,0
1647,Town,0,0,0,0
1648,Metropolitan,201.9461591,201.9461591,201.9461591,201.9461591
1648,Rural,0,0,0,0
1648,Town,0,0,0,0
1649,Metropolitan,31.52428868,31.52428868,31.52428868,31.52428868
1649,Rural,0,0,0,0
1649,Town,0,0,0,0
1650,Metropolitan,186.3680732,186.3680732,186.3680732,186.3680732
1650,Rural,0,0,0,0
1650,Town,0,0,0,0
1651,Metropolitan,126.1348925,126.1348925,126.1348925,126.1348925
1651,Rural,0,0,0,0
1651,Town,0,0,0,0
1652,Metropolitan,183.4316888,183.4316888,183.4316888,183.4316888
1652,Rural,0,0,0,0
1652,Town,0,0,0,0
1653,Metropolitan,61.75630774,61.75630774,61.75630774,61.75630774
1653,Rural,0,0,0,0
1653,Town,0,0,0,0
1654,Metropolitan,10.4605811,10.4605811,10.4605811,10.4605811
1654,Rural,0,0,0,0
1654,Town,0,0,0,0
1655,Metropolitan,17.91417721,17.91417721,17.91417721,17.91417721
1655,Rural,0,0,0,0
1655,Town,0,0,0,0
1656,Metropolitan,42.96125258,42.96125258,42.96125258,42.96125258
1656,Rural,0,0,0,0
1656,Town,0,0,0,0
1657,Metropolitan,109.2175856,109.2175856,109.2175856,109.2175856
1657,Rural,0,0,0,0
1657,Town,0,0,0,0
1658,Metropolitan,124.4095692,124.4095692,124.4095692,124.4095692
1658,Rural,0,0,0,0
1658,Town,0,0,0,0
1659,Metropolitan,23.78110169,23.78110169,23.78110169,23.78110169
1659,Rural,0,0,0,0
1659,Town,0,0,0,0
1660,Metropolitan,79.88481931,79.88481931,79.88481931,79.88481931
1660,Rural,0,0,0,0
1660,Town,0,0,0,0
1661,Metropolitan,88.4729927,88.4729927,88.4729927,88.4729927
1661,Rural,0,0,0,0
1661,Town,0,0,0,0
1662,Metropolitan,67.38758267,67.38758267,67.38758267,67.38758267
1662,Rural,0,0,0,0
1662,Town,0,0,0,0
1663,Metropolitan,71.59453488,71.59453488,71.59453488,71.59453488
1663,Rural,0,0,0,0
1663,Town,0,0,0,0
1664,Metropolitan,138.5560929,138.5560929,138.5560929,138.5560929
1664,Rural,0,0,0,0
1664,Town,0,0,0,0
1665,Metropolitan,28.14379518,28.14379518,28.14379518,28.14379518
1665,Rural,0,0,0,0
1665,Town,0,0,0,0
1666,Metropolitan,63.12135517,63.12135517,63.12135517,63.12135517
1666,Rural,0,0,0,0
1666,Town,0,0,0,0
1667,Metropolitan,54.0098696,54.0098696,54.0098696,54.0098696
1667,Rural,0,0,0,0
1667,Town,0,0,0,0
1668,Metropolitan,62.44405606,62.44405606,62.44405606,62.44405606
1668,Rural,0,0,0,0
1668,Town,0,0,0,0
1669,Metropolitan,37.05475378,37.05475378,37.05475378,37.05475378
1669,Rural,0,0,0,0
1669,Town,0,0,0,0
1670,Metropolitan,20.49330218,20.49330218,20.49330218,20.49330218
1670,Rural,0,0,0,0
1670,Town,0,0,0,0
1671,Metropolitan,76.0966219,76.0966219,76.0966219,76.0966219
1671,Rural,0,0,0,0
1671,Town,0,0,0,0
1672,Metropolitan,28.68581715,28.68581715,28.68581715,28.68581715
1672,Rural,0,0,0,0
1672,Town,0,0,0,0
1673,Metropolitan,107.1031868,107.1031868,107.1031868,107.1031868
1673,Rural,0,0,0,0
1673,Town,0,0,0,0
1674,Metropolitan,103.8826016,103.8826016,103.8826016,103.8826016
1674,Rural,0,0,0,0
1674,Town,0,0,0,0
1675,Metropolitan,135.0228627,135.0228627,135.0228627,135.0228627
1675,Rural,0,0,0,0
1675,Town,0,0,0,0
1676,Metropolitan,41.9037598,41.9037598,41.9037598,41.9037598
1676,Rural,0,0,0,0
1676,Town,0,0,0,0
1677,Metropolitan,69.45879189,69.45879189,69.45879189,69.45879189
1677,Rural,0,0,0,0
1677,Town,0,0,0,0
1678,Metropolitan,48.60504252,48.60504252,48.60504252,48.60504252
1678,Rural,0,0,0,0
1678,Town,0,0,0,0
1679,Metropolitan,83.39322701,83.39322701,83.39322701,83.39322701
1679,Rural,0,0,0,0
1679,Town,0,0,0,0
1680,Metropolitan,179.506127,179.506127,179.506127,179.506127
1680,Rural,0,0,0,0
1680,Town,0,0,0,0
1681,Metropolitan,17.61707298,17.61707298,17.61707298,17.61707298
1681,Rural,0,0,0,0
1681,Town,0,0,0,0
1682,Metropolitan,70.02835153,70.02835153,70.02835153,70.02835153
1682,Rural,0,0,0,0
1682,Town,0,0,0,0
1683,Metropolitan,35.09971183,35.09971183,35.09971183,35.09971183
1683,Rural,0,0,0,0
1683,Town,0,0,0,0
1684,Metropolitan,279.9741344,279.9741344,279.9741344,279.9741344
1684,Rural,0,0,0,0
1684,Town,0,0,0,0
1685,Metropolitan,26.7233992,26.7233992,26.7233992,26.7233992
1685,Rural,0,0,0,0
1685,Town,0,0,0,0
1686,Metropolitan,30.85692954,30.85692954,30.85692954,30.85692954
1686,Rural,0,0,0,0
1686,Town,0,0,0,0
1687,Metropolitan,18.88255668,18.88255668,18.88255668,18.88255668
1687,Rural,0,0,0,0
1687,Town,0,0,0,0
1688,Metropolitan,240.5505687,240.5505687,240.5505687,240.5505687
1688,Rural,0,0,0,0
1688,Town,0,0,0,0
1689,Metropolitan,533.5583007,533.5583007,533.5583007,533.5583007
1689,Rural,0,0,0,0
1689,Town,0,0,0,0
1690,Metropolitan,527.3362242,527.3362242,527.3362242,527.3362242
1690,Rural,0,0,0,0
1690,Town,0,0,0,0
1691,Metropolitan,353.0491477,353.0491477,353.0491477,353.0491477
1691,Rural,0,0,0,0
1691,Town,0,0,0,0
1692,Metropolitan,233.5560314,233.5560314,233.5560314,233.5560314
1692,Rural,0,0,0,0
1692,Town,0,0,0,0
1693,Metropolitan,71.26950913,71.26950913,71.26950913,71.26950913
1693,Rural,0,0,0,0
1693,Town,0,0,0,0
1694,Metropolitan,123.5797112,123.5797112,123.5797112,123.5797112
1694,Rural,0,0,0,0
1694,Town,0,0,0,0
1695,Metropolitan,467.7094548,467.7094548,467.7094548,467.7094548
1695,Rural,0,0,0,0
1695,Town,0,0,0,0
1696,Metropolitan,582.2375393,582.2375393,582.2375393,582.2375393
1696,Rural,0,0,0,0
1696,Town,0,0,0,0
1697,Metropolitan,324.4508218,324.4508218,324.4508218,324.4508218
1697,Rural,0,0,0,0
1697,Town,0,0,0,0
1698,Metropolitan,225.6284908,225.6284908,225.6284908,225.6284908
1698,Rural,0,0,0,0
1698,Town,0,0,0,0
1699,Metropolitan,221.9997228,221.9997228,221.9997228,221.9997228
1699,Rural,0,0,0,0
1699,Town,0,0,0,0
1700,Metropolitan,410.487408,410.487408,410.487408,410.487408
1700,Rural,0,0,0,0
1700,Town,0,0,0,0
1701,Metropolitan,303.1105809,303.1105809,303.1105809,303.1105809
1701,Rural,0,0,0,0
1701,Town,0,0,0,0
1702,Metropolitan,286.0666303,286.0666303,286.0666303,286.0666303
1702,Rural,0,0,0,0
1702,Town,0,0,0,0
1703,Metropolitan,25.67209109,25.67209109,25.67209109,25.67209109
1703,Rural,0,0,0,0
1703,Town,0,0,0,0
1704,Metropolitan,116.7954283,116.7954283,116.7954283,116.7954283
1704,Rural,0,0,0,0
1704,Town,0,0,0,0
1705,Metropolitan,339.4736073,339.4736073,339.4736073,339.4736073
1705,Rural,0,0,0,0
1705,Town,0,0,0,0
1706,Metropolitan,47.1642806,47.1642806,47.1642806,47.1642806
1706,Rural,0,0,0,0
1706,Town,0,0,0,0
1707,Metropolitan,81.32674397,81.32674397,81.32674397,81.32674397
1707,Rural,0,0,0,0
1707,Town,0,0,0,0
1708,Metropolitan,175.633793,175.633793,175.633793,175.633793
1708,Rural,0,0,0,0
1708,Town,0,0,0,0
1709,Metropolitan,128.976191,128.976191,128.976191,128.976191
1709,Rural,0,0,0,0
1709,Town,0,0,0,0
1710,Metropolitan,80.19507753,80.19507753,80.19507753,80.19507753
1710,Rural,0,0,0,0
1710,Town,0,0,0,0
1711,Metropolitan,173.7090128,173.7090128,173.7090128,173.7090128
1711,Rural,0,0,0,0
1711,Town,0,0,0,0
1712,Metropolitan,182.3502984,182.3502984,182.3502984,182.3502984
1712,Rural,0,0,0,0
1712,Town,0,0,0,0
1713,Metropolitan,443.7719614,443.7719614,443.7719614,443.7719614
1713,Rural,0,0,0,0
1713,Town,0,0,0,0
1714,Metropolitan,433.0965482,433.0965482,433.0965482,433.0965482
1714,Rural,0,0,0,0
1714,Town,0,0,0,0
1715,Metropolitan,93.29409323,93.29409323,93.29409323,93.29409323
1715,Rural,0,0,0,0
1715,Town,0,0,0,0
1716,Metropolitan,152.971264,152.971264,152.971264,152.971264
1716,Rural,0,0,0,0
1716,Town,0,0,0,0
1717,Metropolitan,256.8629247,256.8629247,256.8629247,256.8629247
1717,Rural,0,0,0,0
1717,Town,0,0,0,0
1718,Metropolitan,165.9262604,165.9262604,165.9262604,165.9262604
1718,Rural,0,0,0,0
1718,Town,0,0,0,0
1719,Metropolitan,57.85877603,57.85877603,57.85877603,57.85877603
1719,Rural,0,0,0,0
1719,Town,0,0,0,0
1720,Metropolitan,123.3296552,123.3296552,123.3296552,123.3296552
1720,Rural,0,0,0,0
1720,Town,0,0,0,0
1721,Metropolitan,75.05158447,75.05158447,75.05158447,75.05158447
1721,Rural,0,0,0,0
1721,Town,0,0,0,0
1722,Metropolitan,49.11396766,49.11396766,49.11396766,49.11396766
1722,Rural,0,0,0,0
1722,Town,0,0,0,0
1723,Metropolitan,149.0755626,149.0755626,149.0755626,149.0755626
1723,Rural,0,0,0,0
1723,Town,0,0,0,0
1724,Metropolitan,393.3348069,393.3348069,393.3348069,393.3348069
1724,Rural,0,0,0,0
1724,Town,0,0,0,0
1725,Metropolitan,224.9958424,224.9958424,224.9958424,224.9958424
1725,Rural,0,0,0,0
1725,Town,0,0,0,0
1726,Metropolitan,141.957505,141.957505,141.957505,141.957505
1726,Rural,0,0,0,0
1726,Town,0,0,0,0
1727,Metropolitan,171.3275791,171.3275791,171.3275791,171.3275791
1727,Rural,0,0,0,0
1727,Town,0,0,0,0
1728,Metropolitan,96.49563683,96.49563683,96.49563683,96.49563683
1728,Rural,0,0,0,0
1728,Town,0,0,0,0
1729,Metropolitan,215.7321905,215.7321905,215.7321905,215.7321905
1729,Rural,0,0,0,0
1729,Town,0,0,0,0
1730,Metropolitan,255.5806277,255.5806277,255.5806277,255.5806277
1730,Rural,0,0,0,0
1730,Town,0,0,0,0
1731,Metropolitan,219.9886167,219.9886167,219.9886167,219.9886167
1731,Rural,0,0,0,0
1731,Town,0,0,0,0
1732,Metropolitan,168.8206944,168.8206944,168.8206944,168.8206944
1732,Rural,0,0,0,0
1732,Town,0,0,0,0
1733,Metropolitan,487.540718,487.540718,487.540718,487.540718
1733,Rural,0,0,0,0
1733,Town,0,0,0,0
1734,Metropolitan,68.42382288,68.42382288,68.42382288,68.42382288
1734,Rural,0,0,0,0
1734,Town,0,0,0,0
1735,Metropolitan,68.13690482,68.13690482,68.13690482,68.13690482
1735,Rural,0,0,0,0
1735,Town,0,0,0,0
1736,Metropolitan,289.4428266,289.4428266,289.4428266,289.4428266
1736,Rural,0,0,0,0
1736,Town,0,0,0,0
1737,Metropolitan,143.321744,143.321744,143.321744,143.321744
1737,Rural,0,0,0,0
1737,Town,0,0,0,0
1738,Metropolitan,209.6045749,209.6045749,209.6045749,209.6045749
1738,Rural,0,0,0,0
1738,Town,0,0,0,0
1739,Metropolitan,145.7948154,145.7948154,145.7948154,145.7948154
1739,Rural,0,0,0,0
1739,Town,0,0,0,0
1740,Metropolitan,15.69514543,15.69514543,15.69514543,15.69514543
1740,Rural,0,0,0,0
1740,Town,0,0,0,0
1741,Metropolitan,64.88345641,64.88345641,64.88345641,64.88345641
1741,Rural,0,0,0,0
1741,Town,0,0,0,0
1742,Metropolitan,152.7514089,152.7514089,152.7514089,152.7514089
1742,Rural,0,0,0,0
1742,Town,0,0,0,0
1743,Metropolitan,148.6282507,148.6282507,148.6282507,148.6282507
1743,Rural,0,0,0,0
1743,Town,0,0,0,0
1744,Metropolitan,74.67478575,74.67478575,74.67478575,74.67478575
1744,Rural,0,0,0,0
1744,Town,0,0,0,0
1745,Metropolitan,364.0558069,364.0558069,364.0558069,364.0558069
1745,Rural,0,0,0,0
1745,Town,0,0,0,0
1746,Metropolitan,62.33276072,62.33276072,62.33276072,62.33276072
1746,Rural,0,0,0,0
1746,Town,0,0,0,0
1747,Metropolitan,194.9296173,194.9296173,194.9296173,194.9296173
1747,Rural,0,0,0,0
1747,Town,0,0,0,0
1748,Metropolitan,380.4120989,380.4120989,380.4120989,380.4120989
1748,Rural,0,0,0,0
1748,Town,0,0,0,0
1749,Metropolitan,546.717357,546.717357,546.717357,546.717357
1749,Rural,0,0,0,0
1749,Town,0,0,0,0
1750,Metropolitan,466.0252446,466.0252446,466.0252446,466.0252446
1750,Rural,0,0,0,0
1750,Town,0,0,0,0
1751,Metropolitan,113.5907351,113.5907351,113.5907351,113.5907351
1751,Rural,0,0,0,0
1751,Town,0,0,0,0
1752,Metropolitan,33.21633975,33.21633975,33.21633975,33.21633975
1752,Rural,0,0,0,0
1752,Town,0,0,0,0
1753,Metropolitan,167.479396,167.479396,167.479396,167.479396
1753,Rural,0,0,0,0
1753,Town,0,0,0,0
1754,Metropolitan,49.98484356,49.98484356,49.98484356,49.98484356
1754,Rural,0,0,0,0
1754,Town,0,0,0,0
1755,Metropolitan,351.4598521,351.4598521,351.4598521,351.4598521
1755,Rural,0,0,0,0
1755,Town,0,0,0,0
1756,Metropolitan,30.69863263,30.69863263,30.69863263,30.69863263
1756,Rural,0,0,0,0
1756,Town,0,0,0,0
1757,Metropolitan,70.64094725,70.64094725,70.64094725,70.64094725
1757,Rural,0,0,0,0
1757,Town,0,0,0,0
1758,Metropolitan,352.326826,352.326826,352.326826,352.326826
1758,Rural,0,0,0,0
1758,Town,0,0,0,0
1759,Metropolitan,241.0102013,241.0102013,241.0102013,241.0102013
1759,Rural,0,0,0,0
1759,Town,0,0,0,0
1760,Metropolitan,37.30374607,37.30374607,37.30374607,37.30374607
1760,Rural,0,0,0,0
1760,Town,0,0,0,0
1761,Metropolitan,74.33478188,74.33478188,74.33478188,74.33478188
1761,Rural,0,0,0,0
1761,Town,0,0,0,0
1762,Metropolitan,83.92228017,83.92228017,83.92228017,83.92228017
1762,Rural,0,0,0,0
1762,Town,0,0,0,0
1763,Metropolitan,384.4527706,384.4527706,384.4527706,384.4527706
1763,Rural,0,0,0,0
1763,Town,0,0,0,0
1764,Metropolitan,374.8182997,374.8182997,374.8182997,374.8182997
1764,Rural,0,0,0,0
1764,Town,0,0,0,0
1765,Metropolitan,109.7065115,109.7065115,109.7065115,109.7065115
1765,Rural,0,0,0,0
1765,Town,0,0,0,0
1766,Metropolitan,139.8855889,139.8855889,139.8855889,139.8855889
1766,Rural,0,0,0,0
1766,Town,0,0,0,0
1767,Metropolitan,291.6545667,291.6545667,291.6545667,291.6545667
1767,Rural,0,0,0,0
1767,Town,0,0,0,0
1768,Metropolitan,292.7449177,292.7449177,292.7449177,292.7449177
1768,Rural,0,0,0,0
1768,Town,0,0,0,0
1769,Metropolitan,84.68883746,84.68883746,84.68883746,84.68883746
1769,Rural,0,0,0,0
1769,Town,0,0,0,0
1770,Metropolitan,170.9134588,170.9134588,170.9134588,170.9134588
1770,Rural,0,0,0,0
1770,Town,0,0,0,0
1771,Metropolitan,618.1052504,618.1052504,618.1052504,618.1052504
1771,Rural,0,0,0,0
1771,Town,0,0,0,0
1772,Metropolitan,161.6347181,161.6347181,161.6347181,161.6347181
1772,Rural,0,0,0,0
1772,Town,0,0,0,0
1773,Metropolitan,748.5325984,748.5325984,748.5325984,748.5325984
1773,Rural,0,0,0,0
1773,Town,0,0,0,0
1774,Metropolitan,136.6710778,136.6710778,136.6710778,136.6710778
1774,Rural,0,0,0,0
1774,Town,0,0,0,0
1775,Metropolitan,50.39209645,50.39209645,50.39209645,50.39209645
1775,Rural,0,0,0,0
1775,Town,0,0,0,0
1776,Metropolitan,103.2341668,103.2341668,103.2341668,103.2341668
1776,Rural,0,0,0,0
1776,Town,0,0,0,0
1777,Metropolitan,393.4959767,393.4959767,393.4959767,393.4959767
1777,Rural,0,0,0,0
1777,Town,0,0,0,0
1778,Metropolitan,204.6311873,204.6311873,204.6311873,204.6311873
1778,Rural,0,0,0,0
1778,Town,0,0,0,0
1779,Metropolitan,496.2555059,496.2555059,496.2555059,496.2555059
1779,Rural,0,0,0,0
1779,Town,0,0,0,0
1780,Metropolitan,968.535698,968.535698,968.535698,968.535698
1780,Rural,0,0,0,0
1780,Town,0,0,0,0
1781,Metropolitan,826.370694,826.370694,826.370694,826.370694
1781,Rural,0,0,0,0
1781,Town,0,0,0,0
1782,Metropolitan,714.0340374,714.0340374,714.0340374,714.0340374
1782,Rural,0,0,0,0
1782,Town,0,0,0,0
1783,Metropolitan,956.4670001,956.4670001,956.4670001,956.4670001
1783,Rural,0,0,0,0
1783,Town,0,0,0,0
1784,Metropolitan,427.2889918,427.2889918,427.2889918,427.2889918
1784,Rural,0,0,0,0
1784,Town,0,0,0,0
1785,Metropolitan,154.6439427,154.6439427,154.6439427,154.6439427
1785,Rural,0,0,0,0
1785,Town,0,0,0,0
1786,Metropolitan,236.821786,236.821786,236.821786,236.821786
1786,Rural,0,0,0,0
1786,Town,0,0,0,0
1787,Metropolitan,347.5369688,347.5369688,347.5369688,347.5369688
1787,Rural,0,0,0,0
1787,Town,0,0,0,0
1788,Metropolitan,681.0713728,681.0713728,681.0713728,681.0713728
1788,Rural,0,0,0,0
1788,Town,0,0,0,0
1789,Metropolitan,457.2109735,457.2109735,457.2109735,457.2109735
1789,Rural,0,0,0,0
1789,Town,0,0,0,0
1790,Metropolitan,779.6445569,779.6445569,779.6445569,779.6445569
1790,Rural,0,0,0,0
1790,Town,0,0,0,0
1791,Metropolitan,254.2215856,254.2215856,254.2215856,254.2215856
1791,Rural,0,0,0,0
1791,Town,0,0,0,0
1792,Metropolitan,615.5836278,615.5836278,615.5836278,615.5836278
1792,Rural,0,0,0,0
1792,Town,0,0,0,0
1793,Metropolitan,432.7619863,432.7619863,432.7619863,432.7619863
1793,Rural,0,0,0,0
1793,Town,0,0,0,0
1794,Metropolitan,443.7870939,443.7870939,443.7870939,443.7870939
1794,Rural,0,0,0,0
1794,Town,0,0,0,0
1795,Metropolitan,493.7250404,493.7250404,493.7250404,493.7250404
1795,Rural,0,0,0,0
1795,Town,0,0,0,0
1796,Metropolitan,157.2983734,157.2983734,157.2983734,157.2983734
1796,Rural,0,0,0,0
1796,Town,0,0,0,0
1797,Metropolitan,168.8993522,168.8993522,168.8993522,168.8993522
1797,Rural,0,0,0,0
1797,Town,0,0,0,0
1798,Metropolitan,90.65271852,90.65271852,90.65271852,90.65271852
1798,Rural,0,0,0,0
1798,Town,0,0,0,0
1799,Metropolitan,106.013133,106.013133,106.013133,106.013133
1799,Rural,0,0,0,0
1799,Town,0,0,0,0
1800,Metropolitan,618.9588598,618.9588598,618.9588598,618.9588598
1800,Rural,0,0,0,0
1800,Town,0,0,0,0
1801,Metropolitan,887.1434317,887.1434317,887.1434317,887.1434317
1801,Rural,0,0,0,0
1801,Town,0,0,0,0
1802,Metropolitan,607.0689529,607.0689529,607.0689529,607.0689529
1802,Rural,0,0,0,0
1802,Town,0,0,0,0
1803,Metropolitan,141.384898,141.384898,141.384898,141.384898
1803,Rural,0,0,0,0
1803,Town,0,0,0,0
1804,Metropolitan,71.98453032,71.98453032,71.98453032,71.98453032
1804,Rural,0,0,0,0
1804,Town,0,0,0,0
1805,Metropolitan,187.973935,187.973935,187.973935,187.973935
1805,Rural,0,0,0,0
1805,Town,0,0,0,0
1806,Metropolitan,325.3637243,325.3637243,325.3637243,325.3637243
1806,Rural,0,0,0,0
1806,Town,0,0,0,0
1807,Metropolitan,489.0864431,489.0864431,489.0864431,489.0864431
1807,Rural,0,0,0,0
1807,Town,0,0,0,0
1808,Metropolitan,467.6682224,467.6682224,467.6682224,467.6682224
1808,Rural,0,0,0,0
1808,Town,0,0,0,0
1809,Metropolitan,341.6479934,341.6479934,341.6479934,341.6479934
1809,Rural,0,0,0,0
1809,Town,0,0,0,0
1810,Metropolitan,536.8304375,536.8304375,536.8304375,536.8304375
1810,Rural,0,0,0,0
1810,Town,0,0,0,0
1811,Metropolitan,416.2157362,416.2157362,416.2157362,416.2157362
1811,Rural,0,0,0,0
1811,Town,0,0,0,0
1812,Metropolitan,120.7083513,120.7083513,120.7083513,120.7083513
1812,Rural,0,0,0,0
1812,Town,0,0,0,0
1813,Metropolitan,423.9795282,423.9795282,423.9795282,423.9795282
1813,Rural,0,0,0,0
1813,Town,0,0,0,0
1814,Metropolitan,580.1651659,580.1651659,580.1651659,580.1651659
1814,Rural,0,0,0,0
1814,Town,0,0,0,0
1815,Metropolitan,90.65717207,90.65717207,90.65717207,90.65717207
1815,Rural,0,0,0,0
1815,Town,0,0,0,0
1816,Metropolitan,0,0,0,0
1816,Rural,535.8050493,535.8050493,535.8050493,535.8050493
1816,Town,0,0,0,0
1817,Metropolitan,886.6597782,886.6597782,886.6597782,886.6597782
1817,Rural,0,0,0,0
1817,Town,0,0,0,0
1818,Metropolitan,35.7043909,35.7043909,35.7043909,35.7043909
1818,Rural,0,0,0,0
1818,Town,0,0,0,0
1819,Metropolitan,850.5220463,850.5220463,850.5220463,850.5220463
1819,Rural,0,0,0,0
1819,Town,0,0,0,0
1820,Metropolitan,743.1114097,743.1114097,743.1114097,743.1114097
1820,Rural,0,0,0,0
1820,Town,0,0,0,0
1821,Metropolitan,1228.768112,1228.768112,1228.768112,1228.768112
1821,Rural,0,0,0,0
1821,Town,0,0,0,0
1822,Metropolitan,956.1351839,956.1351839,956.1351839,956.1351839
1822,Rural,0,0,0,0
1822,Town,0,0,0,0
1823,Metropolitan,788.4521093,788.4521093,788.4521093,788.4521093
1823,Rural,0,0,0,0
1823,Town,0,0,0,0
1824,Metropolitan,437.2981565,437.2981565,437.2981565,437.2981565
1824,Rural,0,0,0,0
1824,Town,0,0,0,0
1825,Metropolitan,228.2841845,228.2841845,228.2841845,228.2841845
1825,Rural,0,0,0,0
1825,Town,0,0,0,0
1826,Metropolitan,472.0397762,472.0397762,472.0397762,472.0397762
1826,Rural,0,0,0,0
1826,Town,0,0,0,0
1827,Metropolitan,35.34337521,35.34337521,35.34337521,35.34337521
1827,Rural,0,0,0,0
1827,Town,0,0,0,0
1828,Metropolitan,308.315019,308.315019,308.315019,308.315019
1828,Rural,0,0,0,0
1828,Town,0,0,0,0
1829,Metropolitan,435.7273682,435.7273682,435.7273682,435.7273682
1829,Rural,0,0,0,0
1829,Town,0,0,0,0
1830,Metropolitan,146.6281732,146.6281732,146.6281732,146.6281732
1830,Rural,0,0,0,0
1830,Town,0,0,0,0
1831,Metropolitan,1580.873288,1580.873288,1580.873288,1580.873288
1831,Rural,0,0,0,0
1831,Town,0,0,0,0
1832,Metropolitan,0,0,0,0
1832,Rural,604.4617201,604.4617201,604.4617201,604.4617201
1832,Town,0,0,0,0
1833,Metropolitan,0,0,0,0
1833,Rural,2223.491763,2223.491763,2223.491763,2223.491763
1833,Town,0,0,0,0
1834,Metropolitan,236.2442839,236.2442839,236.2442839,236.2442839
1834,Rural,0,0,0,0
1834,Town,0,0,0,0
1835,Metropolitan,0,0,0,0
1835,Rural,261.3260973,261.3260973,261.3260973,261.3260973
1835,Town,0,0,0,0
1836,Metropolitan,0,0,0,0
1836,Rural,792.3121163,792.3121163,792.3121163,792.3121163
1836,Town,0,0,0,0
1837,Metropolitan,0,0,0,0
