District,Type,2005,2015,2038,2050
2875,Town,0,0,0,0
2876,Metropolitan,1126.922732,1126.922732,1126.922732,1126.922732
2876,Rural,0,0,0,0
2876,Town,0,0,0,0
2877,Metropolitan,1446.928618,1446.928618,1446.928618,1446.928618
2877,Rural,0,0,0,0
2877,Town,0,0,0,0
2878,Metropolitan,0,0,0,0
2878,Rural,1729.263547,1729.263547,1729.263547,1729.263547
2878,Town,0,0,0,0
2879,Metropolitan,0,0,0,0
2879,Rural,1186.738896,1186.738896,1186.738896,1186.738896
2879,Town,0,0,0,0
2880,Metropolitan,798.7178238,798.7178238,798.7178238,798.7178238
2880,Rural,0,0,0,0
2880,Town,0,0,0,0
2881,Metropolitan,860.6723554,860.6723554,860.6723554,860.6723554
2881,Rural,0,0,0,0
2881,Town,0,0,0,0
2882,Metropolitan,1282.570428,1282.570428,1282.570428,1282.570428
2882,Rural,0,0,0,0
2882,Town,0,0,0,0
2883,Metropolitan,0,0,0,0
2883,Rural,1456.008838,1456.008838,1456.008838,1456.008838
2883,Town,0,0,0,0
2884,Metropolitan,973.1756816,973.1756816,973.1756816,973.1756816
2884,Rural,0,0,0,0
2884,Town,0,0,0,0
2885,Metropolitan,863.2115759,863.2115759,863.2115759,863.2115759
2885,Rural,0,0,0,0
2885,Town,0,0,0,0
2886,Metropolitan,833.8777128,833.8777128,833.8777128,833.8777128
2886,Rural,0,0,0,0
2886,Town,0,0,0,0
2887,Metropolitan,692.3603558,692.3603558,692.3603558,692.3603558
2887,Rural,0,0,0,0
2887,Town,0,0,0,0
2888,Metropolitan,310.0022265,310.0022265,310.0022265,310.0022265
2888,Rural,0,0,0,0
2888,Town,0,0,0,0
2889,Metropolitan,962.7938304,962.7938304,962.7938304,962.7938304
2889,Rural,0,0,0,0
2889,Town,0,0,0,0
2890,Metropolitan,607.447285,607.447285,607.447285,607.447285
2890,Rural,0,0,0,0
2890,Town,0,0,0,0
2891,Metropolitan,513.718732,513.718732,513.718732,513.718732
2891,Rural,0,0,0,0
2891,Town,0,0,0,0
2892,Metropolitan,285.1860928,285.1860928,285.1860928,285.1860928
2892,Rural,0,0,0,0
2892,Town,0,0,0,0
2893,Metropolitan,222.7253161,222.7253161,222.7253161,222.7253161
2893,Rural,0,0,0,0
2893,Town,0,0,0,0
2894,Metropolitan,907.5840232,907.5840232,907.5840232,907.5840232
2894,Rural,0,0,0,0
2894,Town,0,0,0,0
2895,Metropolitan,0,0,0,0
2895,Rural,537.8329174,537.8329174,537.8329174,537.8329174
2895,Town,0,0,0,0
2896,Metropolitan,1286.827665,1286.827665,1286.827665,1286.827665
2896,Rural,0,0,0,0
2896,Town,0,0,0,0
2897,Metropolitan,915.8167719,915.8167719,915.8167719,915.8167719
2897,Rural,0,0,0,0
2897,Town,0,0,0,0
2898,Metropolitan,433.1146686,433.1146686,433.1146686,433.1146686
2898,Rural,0,0,0,0
2898,Town,0,0,0,0
2899,Metropolitan,1189.90118,1189.90118,1189.90118,1189.90118
2899,Rural,0,0,0,0
2899,Town,0,0,0,0
2900,Metropolitan,363.2335393,363.2335393,363.2335393,363.2335393
2900,Rural,0,0,0,0
2900,Town,0,0,0,0
2901,Metropolitan,860.8759348,860.8759348,860.8759348,860.8759348
2901,Rural,0,0,0,0
2901,Town,0,0,0,0
2902,Metropolitan,1424.780693,1424.780693,1424.780693,1424.780693
2902,Rural,0,0,0,0
2902,Town,0,0,0,0
2903,Metropolitan,1686.878848,1686.878848,1686.878848,1686.878848
2903,Rural,0,0,0,0
2903,Town,0,0,0,0
2904,Metropolitan,459.1065695,459.1065695,459.1065695,459.1065695
2904,Rural,0,0,0,0
2904,Town,0,0,0,0
2905,Metropolitan,812.762727,812.762727,812.762727,812.762727
2905,Rural,0,0,0,0
2905,Town,0,0,0,0
2906,Metropolitan,1605.352134,1605.352134,1605.352134,1605.352134
2906,Rural,0,0,0,0
2906,Town,0,0,0,0
2907,Metropolitan,0,0,0,0
2907,Rural,2377.64751,2377.64751,2377.64751,2377.64751
2907,Town,0,0,0,0
2908,Metropolitan,114.6955018,114.6955018,114.6955018,114.6955018
2908,Rural,0,0,0,0
2908,Town,0,0,0,0
2909,Metropolitan,0,0,0,0
2909,Rural,1019.736796,1019.736796,1019.736796,1019.736796
2909,Town,0,0,0,0
2910,Metropolitan,366.7703372,366.7703372,366.7703372,366.7703372
2910,Rural,0,0,0,0
2910,Town,0,0,0,0
2911,Metropolitan,221.6672227,221.6672227,221.6672227,221.6672227
2911,Rural,0,0,0,0
2911,Town,0,0,0,0
2912,Metropolitan,402.8313379,402.8313379,402.8313379,402.8313379
2912,Rural,0,0,0,0
2912,Town,0,0,0,0
2913,Metropolitan,1041.100521,1041.100521,1041.100521,1041.100521
2913,Rural,0,0,0,0
2913,Town,0,0,0,0
2914,Metropolitan,510.7646901,510.7646901,510.7646901,510.7646901
2914,Rural,0,0,0,0
2914,Town,0,0,0,0
2915,Metropolitan,984.5866828,984.5866828,984.5866828,984.5866828
2915,Rural,0,0,0,0
2915,Town,0,0,0,0
2916,Metropolitan,0,0,0,0
2916,Rural,1936.29418,1936.29418,1936.29418,1936.29418
2916,Town,0,0,0,0
2917,Metropolitan,0,0,0,0
2917,Rural,1153.391726,1153.391726,1153.391726,1153.391726
2917,Town,0,0,0,0
2918,Metropolitan,1782.503718,1782.503718,1782.503718,1782.503718
2918,Rural,0,0,0,0
2918,Town,0,0,0,0
2919,Metropolitan,760.3009871,760.3009871,760.3009871,760.3009871
2919,Rural,0,0,0,0
2919,Town,0,0,0,0
2920,Metropolitan,1530.794214,1530.794214,1530.794214,1530.794214
2920,Rural,0,0,0,0
2920,Town,0,0,0,0
2921,Metropolitan,746.1318683,746.1318683,746.1318683,746.1318683
2921,Rural,0,0,0,0
2921,Town,0,0,0,0
2922,Metropolitan,989.0595792,989.0595792,989.0595792,989.0595792
2922,Rural,0,0,0,0
2922,Town,0,0,0,0
2923,Metropolitan,1053.504077,1053.504077,1053.504077,1053.504077
2923,Rural,0,0,0,0
2923,Town,0,0,0,0
2924,Metropolitan,822.5219271,822.5219271,822.5219271,822.5219271
2924,Rural,0,0,0,0
2924,Town,0,0,0,0
2925,Metropolitan,588.3891864,588.3891864,588.3891864,588.3891864
2925,Rural,0,0,0,0
2925,Town,0,0,0,0
2926,Metropolitan,491.0537674,491.0537674,491.0537674,491.0537674
2926,Rural,0,0,0,0
2926,Town,0,0,0,0
2927,Metropolitan,692.3560671,692.3560671,692.3560671,692.3560671
2927,Rural,0,0,0,0
2927,Town,0,0,0,0
2928,Metropolitan,750.1934334,750.1934334,750.1934334,750.1934334
2928,Rural,0,0,0,0
2928,Town,0,0,0,0
2929,Metropolitan,613.1434793,613.1434793,613.1434793,613.1434793
2929,Rural,0,0,0,0
2929,Town,0,0,0,0
2930,Metropolitan,122.132683,122.132683,122.132683,122.132683
2930,Rural,0,0,0,0
2930,Town,0,0,0,0
2931,Metropolitan,1184.65126,1184.65126,1184.65126,1184.65126
2931,Rural,0,0,0,0
2931,Town,0,0,0,0
2932,Metropolitan,638.1790417,638.1790417,638.1790417,638.1790417
2932,Rural,0,0,0,0
2932,Town,0,0,0,0
2933,Metropolitan,258.3683124,258.3683124,258.3683124,258.3683124
2933,Rural,0,0,0,0
2933,Town,0,0,0,0
2934,Metropolitan,891.9677228,891.9677228,891.9677228,891.9677228
2934,Rural,0,0,0,0
2934,Town,0,0,0,0
2935,Metropolitan,591.1389561,591.1389561,591.1389561,591.1389561
2935,Rural,0,0,0,0
2935,Town,0,0,0,0
2936,Metropolitan,607.5522269,607.5522269,607.5522269,607.5522269
2936,Rural,0,0,0,0
2936,Town,0,0,0,0
2937,Metropolitan,354.2207291,354.2207291,354.2207291,354.2207291
2937,Rural,0,0,0,0
2937,Town,0,0,0,0
2938,Metropolitan,119.0387862,119.0387862,119.0387862,119.0387862
2938,Rural,0,0,0,0
2938,Town,0,0,0,0
2939,Metropolitan,827.8046142,827.8046142,827.8046142,827.8046142
2939,Rural,0,0,0,0
2939,Town,0,0,0,0
2940,Metropolitan,1050.31163,1050.31163,1050.31163,1050.31163
2940,Rural,0,0,0,0
2940,Town,0,0,0,0
2941,Metropolitan,865.1991246,865.1991246,865.1991246,865.1991246
2941,Rural,0,0,0,0
2941,Town,0,0,0,0
2942,Metropolitan,132.6351988,132.6351988,132.6351988,132.6351988
2942,Rural,0,0,0,0
2942,Town,0,0,0,0
2943,Metropolitan,536.9931916,536.9931916,536.9931916,536.9931916
2943,Rural,0,0,0,0
2943,Town,0,0,0,0
2944,Metropolitan,1411.347884,1411.347884,1411.347884,1411.347884
2944,Rural,0,0,0,0
2944,Town,0,0,0,0
2945,Metropolitan,850.2116896,850.2116896,850.2116896,850.2116896
2945,Rural,0,0,0,0
2945,Town,0,0,0,0
2946,Metropolitan,1451.440187,1451.440187,1451.440187,1451.440187
2946,Rural,0,0,0,0
2946,Town,0,0,0,0
2947,Metropolitan,152.7176672,152.7176672,152.7176672,152.7176672
2947,Rural,0,0,0,0
2947,Town,0,0,0,0
2948,Metropolitan,530.2985684,530.2985684,530.2985684,530.2985684
2948,Rural,0,0,0,0
2948,Town,0,0,0,0
2949,Metropolitan,571.1476081,571.1476081,571.1476081,571.1476081
2949,Rural,0,0,0,0
2949,Town,0,0,0,0
2950,Metropolitan,826.764941,826.764941,826.764941,826.764941
2950,Rural,0,0,0,0
2950,Town,0,0,0,0
2951,Metropolitan,1069.90326,1069.90326,1069.90326,1069.90326
2951,Rural,0,0,0,0
2951,Town,0,0,0,0
2952,Metropolitan,1145.527536,1145.527536,1145.527536,1145.527536
2952,Rural,0,0,0,0
2952,Town,0,0,0,0
2953,Metropolitan,224.9795857,224.9795857,224.9795857,224.9795857
2953,Rural,0,0,0,0
2953,Town,0,0,0,0
2954,Metropolitan,1550.026814,1550.026814,1550.026814,1550.026814
2954,Rural,0,0,0,0
2954,Town,0,0,0,0
2955,Metropolitan,2088.683677,2088.683677,2088.683677,2088.683677
2955,Rural,0,0,0,0
2955,Town,0,0,0,0
2956,Metropolitan,0,0,0,0
2956,Rural,1219.370094,1219.370094,1219.370094,1219.370094
2956,Town,0,0,0,0
2957,Metropolitan,1368.836497,1368.836497,1368.836497,1368.836497
2957,Rural,0,0,0,0
2957,Town,0,0,0,0
2958,Metropolitan,540.8906191,540.8906191,540.8906191,540.8906191
2958,Rural,0,0,0,0
2958,Town,0,0,0,0
2959,Metropolitan,1210.260285,1210.260285,1210.260285,1210.260285
2959,Rural,0,0,0,0
2959,Town,0,0,0,0
2960,Metropolitan,0,0,0,0
2960,Rural,313.1878111,313.1878111,313.1878111,313.1878111
2960,Town,0,0,0,0
2961,Metropolitan,0,0,0,0
2961,Rural,306.5720499,306.5720499,306.5720499,306.5720499
2961,Town,0,0,0,0
2962,Metropolitan,561.8177852,561.8177852,561.8177852,561.8177852
2962,Rural,0,0,0,0
2962,Town,0,0,0,0
2963,Metropolitan,0,0,0,0
2963,Rural,913.378124,913.378124,913.378124,913.378124
2963,Town,0,0,0,0
2964,Metropolitan,627.461479,627.461479,627.461479,627.461479
2964,Rural,0,0,0,0
2964,Town,0,0,0,0
2965,Metropolitan,0,0,0,0
2965,Rural,1980.200096,1980.200096,1980.200096,1980.200096
2965,Town,0,0,0,0
2966,Metropolitan,0,0,0,0
2966,Rural,1098.615841,1098.615841,1098.615841,1098.615841
2966,Town,0,0,0,0
2967,Metropolitan,0,0,0,0
2967,Rural,893.9848977,893.9848977,893.9848977,893.9848977
2967,Town,0,0,0,0
2968,Metropolitan,0,0,0,0
2968,Rural,1441.185003,1441.185003,1441.185003,1441.185003
2968,Town,0,0,0,0
2969,Metropolitan,0,0,0,0
2969,Rural,927.811389,927.811389,927.811389,927.811389
2969,Town,0,0,0,0
2970,Metropolitan,0,0,0,0
2970,Rural,1421.599505,1421.599505,1421.599505,1421.599505
2970,Town,0,0,0,0
2971,Metropolitan,0,0,0,0
2971,Rural,1909.844491,1909.844491,1909.844491,1909.844491
2971,Town,0,0,0,0
2972,Metropolitan,0,0,0,0
2972,Rural,1071.77025,1071.77025,1071.77025,1071.77025
2972,Town,0,0,0,0
2973,Metropolitan,0,0,0,0
2973,Rural,2149.471209,2149.471209,2149.471209,2149.471209
2973,Town,0,0,0,0
2974,Metropolitan,1353.721426,1353.721426,1353.721426,1353.721426
2974,Rural,0,0,0,0
2974,Town,0,0,0,0
2975,Metropolitan,490.9418717,490.9418717,490.9418717,490.9418717
2975,Rural,0,0,0,0
2975,Town,0,0,0,0
2976,Metropolitan,974.3192761,974.3192761,974.3192761,974.3192761
2976,Rural,0,0,0,0
2976,Town,0,0,0,0
2977,Metropolitan,604.2753372,604.2753372,604.2753372,604.2753372
2977,Rural,0,0,0,0
2977,Town,0,0,0,0
2978,Metropolitan,609.559783,609.559783,609.559783,609.559783
2978,Rural,0,0,0,0
2978,Town,0,0,0,0
2979,Metropolitan,361.7102833,361.7102833,361.7102833,361.7102833
2979,Rural,0,0,0,0
2979,Town,0,0,0,0
2980,Metropolitan,276.406488,276.406488,276.406488,276.406488
2980,Rural,0,0,0,0
2980,Town,0,0,0,0
2981,Metropolitan,11.20375789,11.20375789,11.20375789,11.20375789
2981,Rural,0,0,0,0
2981,Town,0,0,0,0
2982,Metropolitan,55.08931961,55.08931961,55.08931961,55.08931961
2982,Rural,0,0,0,0
2982,Town,0,0,0,0
2983,Metropolitan,390.1332804,390.1332804,390.1332804,390.1332804
2983,Rural,0,0,0,0
2983,Town,0,0,0,0
2984,Metropolitan,639.118394,639.118394,639.118394,639.118394
2984,Rural,0,0,0,0
2984,Town,0,0,0,0
2985,Metropolitan,728.5400117,728.5400117,728.5400117,728.5400117
2985,Rural,0,0,0,0
2985,Town,0,0,0,0
2986,Metropolitan,981.9491004,981.9491004,981.9491004,981.9491004
2986,Rural,0,0,0,0
2986,Town,0,0,0,0
2987,Metropolitan,1050.536031,1050.536031,1050.536031,1050.536031
2987,Rural,0,0,0,0
2987,Town,0,0,0,0
2988,Metropolitan,0,0,0,0
2988,Rural,90.90795644,90.90795644,90.90795644,90.90795644
2988,Town,0,0,0,0
2989,Metropolitan,0,0,0,0
2989,Rural,410.927042,410.927042,410.927042,410.927042
2989,Town,0,0,0,0
2990,Metropolitan,0,0,0,0
2990,Rural,788.9516015,788.9516015,788.9516015,788.9516015
2990,Town,0,0,0,0
2991,Metropolitan,791.7426947,791.7426947,791.7426947,791.7426947
2991,Rural,0,0,0,0
2991,Town,0,0,0,0
2992,Metropolitan,1509.659227,1509.659227,1509.659227,1509.659227
2992,Rural,0,0,0,0
2992,Town,0,0,0,0
2993,Metropolitan,1861.44605,1861.44605,1861.44605,1861.44605
2993,Rural,0,0,0,0
2993,Town,0,0,0,0
2994,Metropolitan,564.7768079,564.7768079,564.7768079,564.7768079
2994,Rural,0,0,0,0
2994,Town,0,0,0,0
2995,Metropolitan,1006.153531,1006.153531,1006.153531,1006.153531
2995,Rural,0,0,0,0
2995,Town,0,0,0,0
2996,Metropolitan,217.5277835,217.5277835,217.5277835,217.5277835
2996,Rural,0,0,0,0
2996,Town,0,0,0,0
2997,Metropolitan,110.4101057,110.4101057,110.4101057,110.4101057
2997,Rural,0,0,0,0
2997,Town,0,0,0,0
2998,Metropolitan,1094.671445,1094.671445,1094.671445,1094.671445
2998,Rural,0,0,0,0
2998,Town,0,0,0,0
2999,Metropolitan,615.0087914,615.0087914,615.0087914,615.0087914
2999,Rural,0,0,0,0
2999,Town,0,0,0,0
3000,Metropolitan,120.5352879,120.5352879,120.5352879,120.5352879
3000,Rural,0,0,0,0
3000,Town,0,0,0,0
3001,Metropolitan,1999.086813,1999.086813,1999.086813,1999.086813
3001,Rural,0,0,0,0
3001,Town,0,0,0,0
3002,Metropolitan,749.8817796,749.8817796,749.8817796,749.8817796
3002,Rural,0,0,0,0
3002,Town,0,0,0,0
3003,Metropolitan,0,0,0,0
3003,Rural,1110.52104,1110.52104,1110.52104,1110.52104
3003,Town,0,0,0,0
3004,Metropolitan,0,0,0,0
3004,Rural,1397.127313,1397.127313,1397.127313,1397.127313
3004,Town,0,0,0,0
3005,Metropolitan,0,0,0,0
3005,Rural,2029.534598,2029.534598,2029.534598,2029.534598
3005,Town,0,0,0,0
3006,Metropolitan,3318.102868,3318.102868,3318.102868,3318.102868
3006,Rural,0,0,0,0
3006,Town,0,0,0,0
3007,Metropolitan,0,0,0,0
3007,Rural,294.2256545,294.2256545,294.2256545,294.2256545
3007,Town,0,0,0,0
3008,Metropolitan,0,0,0,0
3008,Rural,264.0643181,264.0643181,264.0643181,264.0643181
3008,Town,0,0,0,0
3009,Metropolitan,0,0,0,0
3009,Rural,1732.375716,1732.375716,1732.375716,1732.375716
3009,Town,0,0,0,0
3010,Metropolitan,0,0,0,0
3010,Rural,1359.536344,1359.536344,1359.536344,1359.536344
3010,Town,0,0,0,0
3011,Metropolitan,0,0,0,0
3011,Rural,324.180896,324.180896,324.180896,324.180896
3011,Town,0,0,0,0
3012,Metropolitan,0,0,0,0
3012,Rural,449.8833901,449.8833901,449.8833901,449.8833901
3012,Town,0,0,0,0
3013,Metropolitan,0,0,0,0
3013,Rural,696.7086414,696.7086414,696.7086414,696.7086414
3013,Town,0,0,0,0
3014,Metropolitan,0,0,0,0
3014,Rural,3321.623475,3321.623475,3321.623475,3321.623475
3014,Town,0,0,0,0
3015,Metropolitan,0,0,0,0
3015,Rural,842.273772,842.273772,842.273772,842.273772
3015,Town,0,0,0,0
3016,Metropolitan,0,0,0,0
3016,Rural,139.4551198,139.4551198,139.4551198,139.4551198
3016,Town,0,0,0,0
3017,Metropolitan,0,0,0,0
3017,Rural,294.9878771,294.9878771,294.9878771,294.9878771
3017,Town,0,0,0,0
3018,Metropolitan,0,0,0,0
3018,Rural,844.8204485,844.8204485,844.8204485,844.8204485
3018,Town,0,0,0,0
3019,Metropolitan,0,0,0,0
3019,Rural,324.0466408,324.0466408,324.0466408,324.0466408
3019,Town,0,0,0,0
3020,Metropolitan,0,0,0,0
3020,Rural,371.9300063,371.9300063,371.9300063,371.9300063
3020,Town,0,0,0,0
3021,Metropolitan,0,0,0,0
3021,Rural,598.2671821,598.2671821,598.2671821,598.2671821
3021,Town,0,0,0,0
3022,Metropolitan,0,0,0,0
3022,Rural,1295.49115,1295.49115,1295.49115,1295.49115
3022,Town,0,0,0,0
3023,Metropolitan,0,0,0,0
3023,Rural,1431.540356,1431.540356,1431.540356,1431.540356
3023,Town,0,0,0,0
3024,Metropolitan,0,0,0,0
3024,Rural,1735.003301,1735.003301,1735.003301,1735.003301
3024,Town,0,0,0,0
3025,Metropolitan,473.7280595,473.7280595,473.7280595,473.7280595
3025,Rural,0,0,0,0
3025,Town,0,0,0,0
3026,Metropolitan,0,0,0,0
3026,Rural,595.5236136,595.5236136,595.5236136,595.5236136
3026,Town,0,0,0,0
3027,Metropolitan,0,0,0,0
3027,Rural,1115.159245,1115.159245,1115.159245,1115.159245
3027,Town,0,0,0,0
3028,Metropolitan,0,0,0,0
3028,Rural,493.6766482,493.6766482,493.6766482,493.6766482
3028,Town,0,0,0,0
3029,Metropolitan,598.3215624,598.3215624,598.3215624,598.3215624
3029,Rural,0,0,0,0
3029,Town,0,0,0,0
3030,Metropolitan,0,0,0,0
3030,Rural,661.8330182,661.8330182,661.8330182,661.8330182
3030,Town,0,0,0,0
3031,Metropolitan,0,0,0,0
3031,Rural,341.6016816,341.6016816,341.6016816,341.6016816
3031,Town,0,0,0,0
3032,Metropolitan,0,0,0,0
3032,Rural,706.4245109,706.4245109,706.4245109,706.4245109
3032,Town,0,0,0,0
3033,Metropolitan,0,0,0,0
3033,Rural,1641.590645,1641.590645,1641.590645,1641.590645
3033,Town,0,0,0,0
3034,Metropolitan,0,0,0,0
3034,Rural,1060.405126,1060.405126,1060.405126,1060.405126
3034,Town,0,0,0,0
3035,Metropolitan,0,0,0,0
3035,Rural,432.0702091,432.0702091,432.0702091,432.0702091
3035,Town,0,0,0,0
3036,Metropolitan,563.0942019,563.0942019,563.0942019,563.0942019
3036,Rural,0,0,0,0
3036,Town,0,0,0,0
3037,Metropolitan,556.8630236,556.8630236,556.8630236,556.8630236
3037,Rural,0,0,0,0
3037,Town,0,0,0,0
3038,Metropolitan,211.5521491,211.5521491,211.5521491,211.5521491
3038,Rural,0,0,0,0
3038,Town,0,0,0,0
3039,Metropolitan,686.2437084,686.2437084,686.2437084,686.2437084
3039,Rural,0,0,0,0
3039,Town,0,0,0,0
3040,Metropolitan,59.72308294,59.72308294,59.72308294,59.72308294
3040,Rural,0,0,0,0
3040,Town,0,0,0,0
3041,Metropolitan,490.0724033,490.0724033,490.0724033,490.0724033
3041,Rural,0,0,0,0
3041,Town,0,0,0,0
3042,Metropolitan,1026.615001,1026.615001,1026.615001,1026.615001
3042,Rural,0,0,0,0
3042,Town,0,0,0,0
3043,Metropolitan,485.8105518,485.8105518,485.8105518,485.8105518
3043,Rural,0,0,0,0
3043,Town,0,0,0,0
3044,Metropolitan,31.51915273,31.51915273,31.51915273,31.51915273
3044,Rural,0,0,0,0
3044,Town,0,0,0,0
3045,Metropolitan,259.8633145,259.8633145,259.8633145,259.8633145
3045,Rural,0,0,0,0
3045,Town,0,0,0,0
3046,Metropolitan,103.934918,103.934918,103.934918,103.934918
3046,Rural,0,0,0,0
3046,Town,0,0,0,0
3047,Metropolitan,123.2021586,123.2021586,123.2021586,123.2021586
3047,Rural,0,0,0,0
3047,Town,0,0,0,0
3048,Metropolitan,164.0728059,164.0728059,164.0728059,164.0728059
3048,Rural,0,0,0,0
3048,Town,0,0,0,0
3049,Metropolitan,36.20152092,36.20152092,36.20152092,36.20152092
3049,Rural,0,0,0,0
3049,Town,0,0,0,0
3050,Metropolitan,65.86912632,65.86912632,65.86912632,65.86912632
3050,Rural,0,0,0,0
3050,Town,0,0,0,0
3051,Metropolitan,306.9087643,306.9087643,306.9087643,306.9087643
3051,Rural,0,0,0,0
3051,Town,0,0,0,0
3052,Metropolitan,210.4114233,210.4114233,210.4114233,210.4114233
3052,Rural,0,0,0,0
3052,Town,0,0,0,0
3053,Metropolitan,371.6139576,371.6139576,371.6139576,371.6139576
3053,Rural,0,0,0,0
3053,Town,0,0,0,0
3054,Metropolitan,127.5666198,127.5666198,127.5666198,127.5666198
3054,Rural,0,0,0,0
3054,Town,0,0,0,0
3055,Metropolitan,262.9236288,262.9236288,262.9236288,262.9236288
3055,Rural,0,0,0,0
3055,Town,0,0,0,0
3056,Metropolitan,375.3952914,375.3952914,375.3952914,375.3952914
3056,Rural,0,0,0,0
3056,Town,0,0,0,0
3057,Metropolitan,411.5926124,411.5926124,411.5926124,411.5926124
3057,Rural,0,0,0,0
3057,Town,0,0,0,0
3058,Metropolitan,347.0441309,347.0441309,347.0441309,347.0441309
3058,Rural,0,0,0,0
3058,Town,0,0,0,0
3059,Metropolitan,415.0583061,415.0583061,415.0583061,415.0583061
3059,Rural,0,0,0,0
3059,Town,0,0,0,0
3060,Metropolitan,279.5537046,279.5537046,279.5537046,279.5537046
3060,Rural,0,0,0,0
3060,Town,0,0,0,0
3061,Metropolitan,71.03207172,71.03207172,71.03207172,71.03207172
3061,Rural,0,0,0,0
3061,Town,0,0,0,0
3062,Metropolitan,114.4242445,114.4242445,114.4242445,114.4242445
3062,Rural,0,0,0,0
3062,Town,0,0,0,0
3063,Metropolitan,312.0150859,312.0150859,312.0150859,312.0150859
3063,Rural,0,0,0,0
3063,Town,0,0,0,0
3064,Metropolitan,689.988497,689.988497,689.988497,689.988497
3064,Rural,0,0,0,0
3064,Town,0,0,0,0
3065,Metropolitan,76.06696076,76.06696076,76.06696076,76.06696076
3065,Rural,0,0,0,0
3065,Town,0,0,0,0
3066,Metropolitan,264.7832405,264.7832405,264.7832405,264.7832405
3066,Rural,0,0,0,0
3066,Town,0,0,0,0
3067,Metropolitan,641.1300878,641.1300878,641.1300878,641.1300878
3067,Rural,0,0,0,0
3067,Town,0,0,0,0
3068,Metropolitan,487.8516276,487.8516276,487.8516276,487.8516276
3068,Rural,0,0,0,0
3068,Town,0,0,0,0
3069,Metropolitan,91.33509607,91.33509607,91.33509607,91.33509607
3069,Rural,0,0,0,0
3069,Town,0,0,0,0
3070,Metropolitan,574.482383,574.482383,574.482383,574.482383
3070,Rural,0,0,0,0
3070,Town,0,0,0,0
3071,Metropolitan,2115.825127,2115.825127,2115.825127,2115.825127
3071,Rural,0,0,0,0
3071,Town,0,0,0,0
3072,Metropolitan,0,0,0,0
3072,Rural,1848.082184,1848.082184,1848.082184,1848.082184
3072,Town,0,0,0,0
3073,Metropolitan,167.6315036,167.6315036,167.6315036,167.6315036
3073,Rural,0,0,0,0
3073,Town,0,0,0,0
3074,Metropolitan,80.77163912,80.77163912,80.77163912,80.77163912
3074,Rural,0,0,0,0
3074,Town,0,0,0,0
3075,Metropolitan,175.1075755,175.1075755,175.1075755,175.1075755
3075,Rural,0,0,0,0
3075,Town,0,0,0,0
3076,Metropolitan,99.72387226,99.72387226,99.72387226,99.72387226
3076,Rural,0,0,0,0
3076,Town,0,0,0,0
3077,Metropolitan,306.7013668,306.7013668,306.7013668,306.7013668
3077,Rural,0,0,0,0
3077,Town,0,0,0,0
3078,Metropolitan,940.5389428,940.5389428,940.5389428,940.5389428
3078,Rural,0,0,0,0
3078,Town,0,0,0,0
3079,Metropolitan,248.0479043,248.0479043,248.0479043,248.0479043
3079,Rural,0,0,0,0
3079,Town,0,0,0,0
3080,Metropolitan,415.4347265,415.4347265,415.4347265,415.4347265
3080,Rural,0,0,0,0
3080,Town,0,0,0,0
3081,Metropolitan,564.0834342,564.0834342,564.0834342,564.0834342
3081,Rural,0,0,0,0
3081,Town,0,0,0,0
3082,Metropolitan,486.6466391,486.6466391,486.6466391,486.6466391
3082,Rural,0,0,0,0
3082,Town,0,0,0,0
3083,Metropolitan,1025.786761,1025.786761,1025.786761,1025.786761
3083,Rural,0,0,0,0
3083,Town,0,0,0,0
3084,Metropolitan,864.4936864,864.4936864,864.4936864,864.4936864
3084,Rural,0,0,0,0
3084,Town,0,0,0,0
3085,Metropolitan,42.86123555,42.86123555,42.86123555,42.86123555
3085,Rural,0,0,0,0
3085,Town,0,0,0,0
3086,Metropolitan,742.2141943,742.2141943,742.2141943,742.2141943
3086,Rural,0,0,0,0
3086,Town,0,0,0,0
3087,Metropolitan,748.516025,748.516025,748.516025,748.516025
3087,Rural,0,0,0,0
3087,Town,0,0,0,0
3088,Metropolitan,1008.01741,1008.01741,1008.01741,1008.01741
3088,Rural,0,0,0,0
3088,Town,0,0,0,0
3089,Metropolitan,992.8682064,992.8682064,992.8682064,992.8682064
3089,Rural,0,0,0,0
3089,Town,0,0,0,0
3090,Metropolitan,699.2232619,699.2232619,699.2232619,699.2232619
3090,Rural,0,0,0,0
3090,Town,0,0,0,0
3091,Metropolitan,549.7197778,549.7197778,549.7197778,549.7197778
3091,Rural,0,0,0,0
3091,Town,0,0,0,0
3092,Metropolitan,245.2297375,245.2297375,245.2297375,245.2297375
3092,Rural,0,0,0,0
3092,Town,0,0,0,0
3093,Metropolitan,506.5314235,506.5314235,506.5314235,506.5314235
3093,Rural,0,0,0,0
3093,Town,0,0,0,0
3094,Metropolitan,187.6489513,187.6489513,187.6489513,187.6489513
3094,Rural,0,0,0,0
3094,Town,0,0,0,0
3095,Metropolitan,0,0,0,0
3095,Rural,615.8362942,615.8362942,615.8362942,615.8362942
3095,Town,0,0,0,0
3096,Metropolitan,711.5537126,711.5537126,711.5537126,711.5537126
3096,Rural,0,0,0,0
3096,Town,0,0,0,0
3097,Metropolitan,0,0,0,0
3097,Rural,643.3995778,643.3995778,643.3995778,643.3995778
3097,Town,0,0,0,0
3098,Metropolitan,0,0,0,0
3098,Rural,384.5980261,384.5980261,384.5980261,384.5980261
