Value,Area,2005,2015,2038,2050
FwySmooth,RVMPO,0,0,0,0
ArtSmooth,RVMPO,0,0,0,0
LtVehEco,RVMPO,0,0,0,0
TruckEco,RVMPO,0,0,0,0
