District,OwnRatio-2005,OwnRatio-2015,OwnRatio-2038,OwnRatio-2050,Threshold-2005,Threshold-2015,Threshold-2038,Threshold-2050,PropSuitable-2005,PropSuitable-2015,PropSuitable-2038,PropSuitable-2050
3184,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3185,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3186,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3187,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3188,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3189,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3190,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3191,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3192,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3193,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3194,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3195,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3196,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3197,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3198,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3199,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3200,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3201,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3202,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3203,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3204,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3205,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3206,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3207,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3208,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3209,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3210,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3211,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3212,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3213,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3214,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3215,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3216,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3217,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3218,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3219,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3220,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3221,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3222,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3223,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3224,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3225,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3226,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3227,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3228,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3229,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3230,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3231,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3232,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3233,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3234,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3235,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3236,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3237,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3238,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3239,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3240,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3241,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3242,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3243,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3244,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3245,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3246,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3247,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3248,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3249,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3250,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3251,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3252,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3253,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3254,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3255,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3256,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3257,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3258,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3259,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3260,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3261,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3262,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3263,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3264,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3265,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3266,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3267,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3268,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3269,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3270,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3271,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3272,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3273,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3274,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3275,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3276,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3277,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3278,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3279,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3280,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3281,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3282,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3283,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3284,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3285,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3286,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3287,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3288,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3289,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3290,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3291,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3292,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3293,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3294,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3295,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3296,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3297,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3298,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3299,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3300,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3301,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3302,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3303,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3304,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3305,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3306,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3307,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3308,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3309,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3310,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3311,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3312,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3313,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3314,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3315,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3316,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3317,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3318,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3319,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3320,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3321,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3322,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3323,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3324,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3325,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3326,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3327,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3328,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3329,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3330,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3331,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3332,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3333,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3334,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3335,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3336,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3337,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3338,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3339,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3340,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3341,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3342,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3343,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3344,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3345,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3346,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3347,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3348,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3349,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3350,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3351,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3352,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3353,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3354,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3355,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3356,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3357,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3358,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3359,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3360,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3361,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3362,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3363,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3364,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3365,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3366,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3367,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3368,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3369,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3370,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3371,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3372,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3373,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3374,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3375,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3376,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3377,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3378,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3379,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3380,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3381,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3382,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3383,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3384,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3385,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3386,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3387,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3388,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3389,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3390,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3391,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3392,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3393,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3394,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3395,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3396,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3397,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3398,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3399,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3400,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3401,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3402,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3403,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3404,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3405,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3406,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3407,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3408,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3409,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3410,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3411,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3412,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3413,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3414,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3415,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3416,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3417,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3418,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3419,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3420,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3421,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3422,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3423,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3424,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3425,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3426,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3427,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3428,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3429,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3430,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3431,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3432,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3433,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3434,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3435,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3436,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3437,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3438,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3439,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3440,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3441,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3442,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3443,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3444,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3445,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3446,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3447,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3448,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3449,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3450,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3451,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3452,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3453,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3454,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3455,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3456,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3457,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3458,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3459,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3460,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3461,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3462,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3463,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3464,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3465,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3466,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3467,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3468,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3469,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3470,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3471,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3472,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3473,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3474,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3475,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3476,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3477,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3478,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3479,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3480,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3481,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3482,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3483,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3484,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3485,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3486,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3487,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3488,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3489,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3490,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3491,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3492,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3493,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3494,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3495,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3496,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3497,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3498,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3499,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3500,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3501,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3502,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3503,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3504,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3505,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3506,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3507,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3508,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3509,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3510,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3511,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3512,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3513,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3514,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3515,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3516,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3517,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3518,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3519,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3520,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3521,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3522,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3523,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3524,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3525,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3526,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3527,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3528,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3529,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3530,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3531,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3532,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3533,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3534,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3535,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3536,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3537,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3538,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3539,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3540,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3541,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3542,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3543,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3544,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3545,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3546,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3547,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3548,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3549,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3550,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3551,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3552,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3553,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3554,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3555,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3556,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3557,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3558,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3559,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3560,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3561,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3562,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3563,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3564,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3565,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3566,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3567,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3568,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3569,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3570,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3571,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3572,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3573,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3574,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3575,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3576,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3577,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3578,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
3579,1,1,1,1,4,4,4,4,0.01,0.01,0.01,0.04
