District,Type,A24,A5P,MH,SFA,SFD,GQ
620,Metropolitan,2,4,0,0,14,0
620,Rural,0,0,0,0,0,0
620,Town,0,0,0,0,0,0
621,Metropolitan,37,314,1,13,89,0
621,Rural,0,0,0,0,0,0
621,Town,0,0,0,0,0,0
622,Metropolitan,28,153,1,8,95,0
622,Rural,0,0,0,0,0,0
622,Town,0,0,0,0,0,0
623,Metropolitan,6,45,1,0,22,0
623,Rural,0,0,0,0,0,0
623,Town,0,0,0,0,0,0
624,Metropolitan,66,403,1,23,158,0
624,Rural,0,0,0,0,0,0
624,Town,0,0,0,0,0,0
625,Metropolitan,30,183,1,9,88,0
625,Rural,0,0,0,0,0,0
625,Town,0,0,0,0,0,0
626,Metropolitan,38,216,0,13,72,0
626,Rural,0,0,0,0,0,0
626,Town,0,0,0,0,0,0
627,Metropolitan,2,25,0,0,20,0
627,Rural,0,0,0,0,0,0
627,Town,0,0,0,0,0,0
628,Metropolitan,20,130,0,5,39,0
628,Rural,0,0,0,0,0,0
628,Town,0,0,0,0,0,0
629,Metropolitan,0,0,0,0,20,0
629,Rural,0,0,0,0,0,0
629,Town,0,0,0,0,0,0
630,Metropolitan,9,87,0,3,28,0
630,Rural,0,0,0,0,0,0
630,Town,0,0,0,0,0,0
631,Metropolitan,29,151,0,9,79,0
631,Rural,0,0,0,0,0,0
631,Town,0,0,0,0,0,0
632,Metropolitan,0,0,0,0,20,0
632,Rural,0,0,0,0,0,0
632,Town,0,0,0,0,0,0
633,Metropolitan,0,0,0,0,20,0
633,Rural,0,0,0,0,0,0
633,Town,0,0,0,0,0,0
634,Metropolitan,21,129,0,6,40,0
634,Rural,0,0,0,0,0,0
634,Town,0,0,0,0,0,0
635,Metropolitan,4,20,0,1,20,0
635,Rural,0,0,0,0,0,0
635,Town,0,0,0,0,0,0
636,Metropolitan,78,451,1,38,188,0
636,Rural,0,0,0,0,0,0
636,Town,0,0,0,0,0,0
637,Metropolitan,72,536,1,72,224,0
637,Rural,0,0,0,0,0,0
637,Town,0,0,0,0,0,0
638,Metropolitan,10,67,0,2,36,0
638,Rural,0,0,0,0,0,0
638,Town,0,0,0,0,0,0
639,Metropolitan,49,291,0,30,199,0
639,Rural,0,0,0,0,0,0
639,Town,0,0,0,0,0,0
640,Metropolitan,22,121,0,7,53,0
640,Rural,0,0,0,0,0,0
640,Town,0,0,0,0,0,0
641,Metropolitan,12,72,0,2,31,0
641,Rural,0,0,0,0,0,0
641,Town,0,0,0,0,0,0
642,Metropolitan,40,233,0,22,140,0
642,Rural,0,0,0,0,0,0
642,Town,0,0,0,0,0,0
643,Metropolitan,51,296,1,20,141,0
643,Rural,0,0,0,0,0,0
643,Town,0,0,0,0,0,0
644,Metropolitan,24,125,1,7,67,0
644,Rural,0,0,0,0,0,0
644,Town,0,0,0,0,0,0
645,Metropolitan,19,94,0,4,57,0
645,Rural,0,0,0,0,0,0
645,Town,0,0,0,0,0,0
646,Metropolitan,22,121,0,3,57,0
646,Rural,0,0,0,0,0,0
646,Town,0,0,0,0,0,0
647,Metropolitan,24,133,0,6,43,0
647,Rural,0,0,0,0,0,0
647,Town,0,0,0,0,0,0
648,Metropolitan,58,276,0,18,126,0
648,Rural,0,0,0,0,0,0
648,Town,0,0,0,0,0,0
649,Metropolitan,66,358,0,24,176,0
649,Rural,0,0,0,0,0,0
649,Town,0,0,0,0,0,0
650,Metropolitan,0,0,0,0,20,0
650,Rural,0,0,0,0,0,0
650,Town,0,0,0,0,0,0
651,Metropolitan,65,434,0,26,151,0
651,Rural,0,0,0,0,0,0
651,Town,0,0,0,0,0,0
652,Metropolitan,47,314,2,23,127,0
652,Rural,0,0,0,0,0,0
652,Town,0,0,0,0,0,0
653,Metropolitan,55,299,3,23,169,0
653,Rural,0,0,0,0,0,0
653,Town,0,0,0,0,0,0
654,Metropolitan,53,236,0,19,161,0
654,Rural,0,0,0,0,0,0
654,Town,0,0,0,0,0,0
655,Metropolitan,21,156,1,8,66,0
655,Rural,0,0,0,0,0,0
655,Town,0,0,0,0,0,0
656,Metropolitan,29,208,0,10,63,0
656,Rural,0,0,0,0,0,0
656,Town,0,0,0,0,0,0
657,Metropolitan,0,0,0,0,20,0
657,Rural,0,0,0,0,0,0
657,Town,0,0,0,0,0,0
658,Metropolitan,0,0,0,0,20,0
658,Rural,0,0,0,0,0,0
658,Town,0,0,0,0,0,0
659,Metropolitan,0,5,0,0,20,0
659,Rural,0,0,0,0,0,0
659,Town,0,0,0,0,0,0
660,Metropolitan,1,0,0,0,20,0
660,Rural,0,0,0,0,0,0
660,Town,0,0,0,0,0,0
661,Metropolitan,0,0,0,0,20,0
661,Rural,0,0,0,0,0,0
661,Town,0,0,0,0,0,0
662,Metropolitan,0,0,0,0,20,0
662,Rural,0,0,0,0,0,0
662,Town,0,0,0,0,0,0
663,Metropolitan,0,0,0,0,20,0
663,Rural,0,0,0,0,0,0
663,Town,0,0,0,0,0,0
664,Metropolitan,0,0,0,0,20,0
664,Rural,0,0,0,0,0,0
664,Town,0,0,0,0,0,0
665,Metropolitan,0,0,0,0,20,0
665,Rural,0,0,0,0,0,0
665,Town,0,0,0,0,0,0
666,Metropolitan,0,0,0,0,20,0
666,Rural,0,0,0,0,0,0
666,Town,0,0,0,0,0,0
667,Metropolitan,13,100,0,4,27,0
667,Rural,0,0,0,0,0,0
667,Town,0,0,0,0,0,0
668,Metropolitan,0,0,0,0,20,0
668,Rural,0,0,0,0,0,0
668,Town,0,0,0,0,0,0
669,Metropolitan,0,0,0,0,20,0
669,Rural,0,0,0,0,0,0
669,Town,0,0,0,0,0,0
670,Metropolitan,0,0,0,0,20,0
670,Rural,0,0,0,0,0,0
670,Town,0,0,0,0,0,0
671,Metropolitan,4,39,0,0,15,0
671,Rural,0,0,0,0,0,0
671,Town,0,0,0,0,0,0
672,Metropolitan,23,113,0,5,64,0
672,Rural,0,0,0,0,0,0
672,Town,0,0,0,0,0,0
673,Metropolitan,0,0,0,0,20,0
673,Rural,0,0,0,0,0,0
673,Town,0,0,0,0,0,0
674,Metropolitan,0,0,0,0,20,0
674,Rural,0,0,0,0,0,0
674,Town,0,0,0,0,0,0
675,Metropolitan,0,0,0,0,20,0
675,Rural,0,0,0,0,0,0
675,Town,0,0,0,0,0,0
676,Metropolitan,0,0,0,0,20,0
676,Rural,0,0,0,0,0,0
676,Town,0,0,0,0,0,0
677,Metropolitan,0,0,0,0,20,0
677,Rural,0,0,0,0,0,0
677,Town,0,0,0,0,0,0
678,Metropolitan,4,33,0,0,20,0
678,Rural,0,0,0,0,0,0
678,Town,0,0,0,0,0,0
679,Metropolitan,0,0,0,0,20,0
679,Rural,0,0,0,0,0,0
679,Town,0,0,0,0,0,0
680,Metropolitan,0,0,0,0,20,0
680,Rural,0,0,0,0,0,0
680,Town,0,0,0,0,0,0
681,Metropolitan,47,331,1,38,210,0
681,Rural,0,0,0,0,0,0
681,Town,0,0,0,0,0,0
682,Metropolitan,72,463,2,60,328,0
682,Rural,0,0,0,0,0,0
682,Town,0,0,0,0,0,0
683,Metropolitan,52,386,0,67,246,0
683,Rural,0,0,0,0,0,0
683,Town,0,0,0,0,0,0
684,Metropolitan,0,8,0,1,13,0
684,Rural,0,0,0,0,0,0
684,Town,0,0,0,0,0,0
685,Metropolitan,0,7,0,0,15,0
685,Rural,0,0,0,0,0,0
685,Town,0,0,0,0,0,0
686,Metropolitan,0,5,0,1,16,0
686,Rural,0,0,0,0,0,0
686,Town,0,0,0,0,0,0
687,Metropolitan,0,0,0,0,20,0
687,Rural,0,0,0,0,0,0
687,Town,0,0,0,0,0,0
688,Metropolitan,0,0,0,0,20,0
688,Rural,0,0,0,0,0,0
688,Town,0,0,0,0,0,0
689,Metropolitan,0,0,0,0,20,0
689,Rural,0,0,0,0,0,0
689,Town,0,0,0,0,0,0
690,Metropolitan,14,68,0,5,21,0
690,Rural,0,0,0,0,0,0
690,Town,0,0,0,0,0,0
691,Metropolitan,11,136,0,17,24,0
691,Rural,0,0,0,0,0,0
691,Town,0,0,0,0,0,0
692,Metropolitan,36,174,0,12,119,0
692,Rural,0,0,0,0,0,0
692,Town,0,0,0,0,0,0
693,Metropolitan,29,98,0,10,110,0
693,Rural,0,0,0,0,0,0
693,Town,0,0,0,0,0,0
694,Metropolitan,0,0,0,0,20,0
694,Rural,0,0,0,0,0,0
694,Town,0,0,0,0,0,0
695,Metropolitan,0,0,0,0,20,0
695,Rural,0,0,0,0,0,0
695,Town,0,0,0,0,0,0
696,Metropolitan,0,0,0,0,20,0
696,Rural,0,0,0,0,0,0
696,Town,0,0,0,0,0,0
697,Metropolitan,0,0,0,0,20,0
697,Rural,0,0,0,0,0,0
697,Town,0,0,0,0,0,0
698,Metropolitan,0,0,0,0,20,0
698,Rural,0,0,0,0,0,0
698,Town,0,0,0,0,0,0
699,Metropolitan,0,0,0,0,20,0
699,Rural,0,0,0,0,0,0
699,Town,0,0,0,0,0,0
700,Metropolitan,0,0,0,0,20,0
700,Rural,0,0,0,0,0,0
700,Town,0,0,0,0,0,0
701,Metropolitan,0,0,0,0,20,0
701,Rural,0,0,0,0,0,0
701,Town,0,0,0,0,0,0
702,Metropolitan,0,0,0,0,20,0
702,Rural,0,0,0,0,0,0
702,Town,0,0,0,0,0,0
703,Metropolitan,0,0,0,0,20,0
703,Rural,0,0,0,0,0,0
703,Town,0,0,0,0,0,0
704,Metropolitan,0,0,0,0,20,0
704,Rural,0,0,0,0,0,0
704,Town,0,0,0,0,0,0
705,Metropolitan,0,0,0,0,20,0
705,Rural,0,0,0,0,0,0
705,Town,0,0,0,0,0,0
706,Metropolitan,0,0,0,0,20,0
706,Rural,0,0,0,0,0,0
706,Town,0,0,0,0,0,0
707,Metropolitan,0,0,0,0,20,0
707,Rural,0,0,0,0,0,0
707,Town,0,0,0,0,0,0
708,Metropolitan,0,0,0,0,20,0
708,Rural,0,0,0,0,0,0
708,Town,0,0,0,0,0,0
709,Metropolitan,1,0,0,0,20,0
709,Rural,0,0,0,0,0,0
709,Town,0,0,0,0,0,0
710,Metropolitan,1,0,0,0,20,0
710,Rural,0,0,0,0,0,0
710,Town,0,0,0,0,0,0
711,Metropolitan,1,0,0,0,20,0
711,Rural,0,0,0,0,0,0
711,Town,0,0,0,0,0,0
712,Metropolitan,1,2,0,0,20,0
712,Rural,0,0,0,0,0,0
712,Town,0,0,0,0,0,0
713,Metropolitan,43,177,0,14,123,0
713,Rural,0,0,0,0,0,0
713,Town,0,0,0,0,0,0
714,Metropolitan,12,61,0,3,14,0
714,Rural,0,0,0,0,0,0
714,Town,0,0,0,0,0,0
715,Metropolitan,0,0,0,0,20,0
715,Rural,0,0,0,0,0,0
715,Town,0,0,0,0,0,0
716,Metropolitan,50,372,0,40,143,0
716,Rural,0,0,0,0,0,0
716,Town,0,0,0,0,0,0
717,Metropolitan,0,0,0,0,20,0
717,Rural,0,0,0,0,0,0
717,Town,0,0,0,0,0,0
718,Metropolitan,53,311,1,31,262,0
718,Rural,0,0,0,0,0,0
718,Town,0,0,0,0,0,0
719,Metropolitan,1,4,0,0,20,0
719,Rural,0,0,0,0,0,0
719,Town,0,0,0,0,0,0
720,Metropolitan,0,0,0,0,20,0
720,Rural,0,0,0,0,0,0
720,Town,0,0,0,0,0,0
721,Metropolitan,0,0,0,0,20,0
721,Rural,0,0,0,0,0,0
721,Town,0,0,0,0,0,0
722,Metropolitan,75,537,1,70,250,0
722,Rural,0,0,0,0,0,0
722,Town,0,0,0,0,0,0
723,Metropolitan,35,204,0,7,77,0
723,Rural,0,0,0,0,0,0
723,Town,0,0,0,0,0,0
724,Metropolitan,0,0,0,0,20,0
724,Rural,0,0,0,0,0,0
724,Town,0,0,0,0,0,0
725,Metropolitan,25,122,1,6,50,0
725,Rural,0,0,0,0,0,0
725,Town,0,0,0,0,0,0
726,Metropolitan,4,23,0,0,20,0
726,Rural,0,0,0,0,0,0
726,Town,0,0,0,0,0,0
727,Metropolitan,0,5,0,0,20,0
727,Rural,0,0,0,0,0,0
727,Town,0,0,0,0,0,0
728,Metropolitan,1,11,0,0,20,0
728,Rural,0,0,0,0,0,0
728,Town,0,0,0,0,0,0
729,Metropolitan,0,0,0,0,20,0
729,Rural,0,0,0,0,0,0
729,Town,0,0,0,0,0,0
730,Metropolitan,10,57,0,2,12,0
730,Rural,0,0,0,0,0,0
730,Town,0,0,0,0,0,0
731,Metropolitan,0,0,0,0,20,0
731,Rural,0,0,0,0,0,0
731,Town,0,0,0,0,0,0
732,Metropolitan,98,747,5,71,337,0
732,Rural,0,0,0,0,0,0
732,Town,0,0,0,0,0,0
733,Metropolitan,51,310,0,28,169,0
733,Rural,0,0,0,0,0,0
733,Town,0,0,0,0,0,0
734,Metropolitan,66,435,2,48,312,0
734,Rural,0,0,0,0,0,0
734,Town,0,0,0,0,0,0
735,Metropolitan,53,305,0,24,148,0
735,Rural,0,0,0,0,0,0
735,Town,0,0,0,0,0,0
736,Metropolitan,5,38,0,0,11,0
736,Rural,0,0,0,0,0,0
736,Town,0,0,0,0,0,0
737,Metropolitan,1,8,0,0,20,0
737,Rural,0,0,0,0,0,0
737,Town,0,0,0,0,0,0
738,Metropolitan,49,327,0,28,115,0
738,Rural,0,0,0,0,0,0
738,Town,0,0,0,0,0,0
739,Metropolitan,71,514,1,61,195,0
739,Rural,0,0,0,0,0,0
739,Town,0,0,0,0,0,0
740,Metropolitan,0,0,0,0,20,0
740,Rural,0,0,0,0,0,0
740,Town,0,0,0,0,0,0
741,Metropolitan,0,0,0,0,20,0
741,Rural,0,0,0,0,0,0
741,Town,0,0,0,0,0,0
742,Metropolitan,0,0,0,0,20,0
742,Rural,0,0,0,0,0,0
742,Town,0,0,0,0,0,0
743,Metropolitan,41,240,0,19,83,0
743,Rural,0,0,0,0,0,0
743,Town,0,0,0,0,0,0
744,Metropolitan,0,0,0,0,20,0
744,Rural,0,0,0,0,0,0
744,Town,0,0,0,0,0,0
745,Metropolitan,0,0,0,0,20,0
745,Rural,0,0,0,0,0,0
745,Town,0,0,0,0,0,0
746,Metropolitan,5,5,0,0,12,0
746,Rural,0,0,0,0,0,0
746,Town,0,0,0,0,0,0
747,Metropolitan,0,4,0,0,20,0
747,Rural,0,0,0,0,0,0
747,Town,0,0,0,0,0,0
748,Metropolitan,13,84,0,5,34,0
748,Rural,0,0,0,0,0,0
748,Town,0,0,0,0,0,0
749,Metropolitan,25,214,0,17,58,0
749,Rural,0,0,0,0,0,0
749,Town,0,0,0,0,0,0
750,Metropolitan,0,5,0,0,12,0
750,Rural,0,0,0,0,0,0
750,Town,0,0,0,0,0,0
751,Metropolitan,0,4,0,0,20,0
751,Rural,0,0,0,0,0,0
751,Town,0,0,0,0,0,0
752,Metropolitan,12,74,0,2,21,0
752,Rural,0,0,0,0,0,0
752,Town,0,0,0,0,0,0
753,Metropolitan,5,7,0,0,18,0
753,Rural,0,0,0,0,0,0
753,Town,0,0,0,0,0,0
754,Metropolitan,4,9,0,1,16,0
754,Rural,0,0,0,0,0,0
754,Town,0,0,0,0,0,0
755,Metropolitan,79,473,2,59,257,0
755,Rural,0,0,0,0,0,0
755,Town,0,0,0,0,0,0
756,Metropolitan,3,16,0,0,20,0
756,Rural,0,0,0,0,0,0
756,Town,0,0,0,0,0,0
757,Metropolitan,0,4,0,0,20,0
757,Rural,0,0,0,0,0,0
757,Town,0,0,0,0,0,0
758,Metropolitan,0,4,0,0,20,0
758,Rural,0,0,0,0,0,0
758,Town,0,0,0,0,0,0
759,Metropolitan,0,0,0,0,20,0
759,Rural,0,0,0,0,0,0
759,Town,0,0,0,0,0,0
760,Metropolitan,2,4,0,0,20,0
760,Rural,0,0,0,0,0,0
760,Town,0,0,0,0,0,0
761,Metropolitan,2,5,0,0,20,0
761,Rural,0,0,0,0,0,0
761,Town,0,0,0,0,0,0
762,Metropolitan,11,71,0,1,22,0
762,Rural,0,0,0,0,0,0
762,Town,0,0,0,0,0,0
763,Metropolitan,2,4,0,0,20,0
763,Rural,0,0,0,0,0,0
763,Town,0,0,0,0,0,0
764,Metropolitan,0,0,0,0,20,0
764,Rural,0,0,0,0,0,0
764,Town,0,0,0,0,0,0
765,Metropolitan,20,114,0,5,40,0
765,Rural,0,0,0,0,0,0
765,Town,0,0,0,0,0,0
766,Metropolitan,0,0,0,0,20,0
766,Rural,0,0,0,0,0,0
766,Town,0,0,0,0,0,0
767,Metropolitan,0,0,0,0,20,0
767,Rural,0,0,0,0,0,0
767,Town,0,0,0,0,0,0
768,Metropolitan,0,0,0,0,20,0
768,Rural,0,0,0,0,0,0
768,Town,0,0,0,0,0,0
769,Metropolitan,0,4,0,0,20,0
769,Rural,0,0,0,0,0,0
769,Town,0,0,0,0,0,0
770,Metropolitan,0,5,0,0,20,0
770,Rural,0,0,0,0,0,0
770,Town,0,0,0,0,0,0
771,Metropolitan,0,0,0,0,20,0
771,Rural,0,0,0,0,0,0
771,Town,0,0,0,0,0,0
772,Metropolitan,0,0,0,0,20,0
772,Rural,0,0,0,0,0,0
772,Town,0,0,0,0,0,0
773,Metropolitan,0,0,0,0,20,0
773,Rural,0,0,0,0,0,0
773,Town,0,0,0,0,0,0
774,Metropolitan,11,62,0,2,34,0
774,Rural,0,0,0,0,0,0
774,Town,0,0,0,0,0,0
775,Metropolitan,0,0,0,0,20,0
775,Rural,0,0,0,0,0,0
775,Town,0,0,0,0,0,0
776,Metropolitan,10,67,0,1,31,0
776,Rural,0,0,0,0,0,0
776,Town,0,0,0,0,0,0
777,Metropolitan,14,59,0,1,35,0
777,Rural,0,0,0,0,0,0
777,Town,0,0,0,0,0,0
778,Metropolitan,7,22,0,2,34,0
778,Rural,0,0,0,0,0,0
778,Town,0,0,0,0,0,0
779,Metropolitan,8,20,0,4,33,0
779,Rural,0,0,0,0,0,0
779,Town,0,0,0,0,0,0
780,Metropolitan,90,770,1,113,329,0
780,Rural,0,0,0,0,0,0
780,Town,0,0,0,0,0,0
781,Metropolitan,7,19,0,2,22,0
781,Rural,0,0,0,0,0,0
781,Town,0,0,0,0,0,0
782,Metropolitan,1,2,0,1,22,0
782,Rural,0,0,0,0,0,0
782,Town,0,0,0,0,0,0
783,Metropolitan,16,54,2,4,222,0
783,Rural,0,0,0,0,0,0
783,Town,0,0,0,0,0,0
784,Metropolitan,4,37,2,3,135,0
784,Rural,0,0,0,0,0,0
784,Town,0,0,0,0,0,0
785,Metropolitan,7,43,2,3,148,0
785,Rural,0,0,0,0,0,0
785,Town,0,0,0,0,0,0
786,Metropolitan,4,37,2,3,134,0
786,Rural,0,0,0,0,0,0
786,Town,0,0,0,0,0,0
787,Metropolitan,64,184,6,20,522,0
787,Rural,0,0,0,0,0,0
787,Town,0,0,0,0,0,0
788,Metropolitan,16,58,4,4,70,0
788,Rural,0,0,0,0,0,0
788,Town,0,0,0,0,0,0
789,Metropolitan,241,643,20,44,1011,0
789,Rural,0,0,0,0,0,0
789,Town,0,0,0,0,0,0
790,Metropolitan,0,0,0,0,20,0
790,Rural,0,0,0,0,0,0
790,Town,0,0,0,0,0,0
791,Metropolitan,68,243,9,19,290,0
791,Rural,0,0,0,0,0,0
791,Town,0,0,0,0,0,0
792,Metropolitan,1,17,3,1,30,0
792,Rural,0,0,0,0,0,0
792,Town,0,0,0,0,0,0
793,Metropolitan,0,0,0,0,20,0
793,Rural,0,0,0,0,0,0
793,Town,0,0,0,0,0,0
794,Metropolitan,0,0,0,0,20,0
794,Rural,0,0,0,0,0,0
794,Town,0,0,0,0,0,0
795,Metropolitan,0,0,0,0,20,0
795,Rural,0,0,0,0,0,0
795,Town,0,0,0,0,0,0
796,Metropolitan,0,0,0,0,20,0
796,Rural,0,0,0,0,0,0
796,Town,0,0,0,0,0,0
797,Metropolitan,0,0,0,0,20,0
797,Rural,0,0,0,0,0,0
797,Town,0,0,0,0,0,0
798,Metropolitan,44,124,7,9,168,0
798,Rural,0,0,0,0,0,0
798,Town,0,0,0,0,0,0
799,Metropolitan,98,232,14,25,368,0
799,Rural,0,0,0,0,0,0
799,Town,0,0,0,0,0,0
800,Metropolitan,21,104,5,7,157,0
800,Rural,0,0,0,0,0,0
800,Town,0,0,0,0,0,0
801,Metropolitan,1,3,0,0,20,0
801,Rural,0,0,0,0,0,0
801,Town,0,0,0,0,0,0
802,Metropolitan,0,0,0,0,20,0
802,Rural,0,0,0,0,0,0
802,Town,0,0,0,0,0,0
803,Metropolitan,16,62,3,2,77,0
803,Rural,0,0,0,0,0,0
803,Town,0,0,0,0,0,0
804,Metropolitan,23,97,4,6,160,0
804,Rural,0,0,0,0,0,0
804,Town,0,0,0,0,0,0
805,Metropolitan,32,97,6,4,180,0
805,Rural,0,0,0,0,0,0
805,Town,0,0,0,0,0,0
806,Metropolitan,1,6,1,1,12,0
806,Rural,0,0,0,0,0,0
806,Town,0,0,0,0,0,0
807,Metropolitan,0,0,0,0,20,0
807,Rural,0,0,0,0,0,0
807,Town,0,0,0,0,0,0
808,Metropolitan,7,58,4,4,91,0
808,Rural,0,0,0,0,0,0
808,Town,0,0,0,0,0,0
809,Metropolitan,2,32,3,2,73,0
809,Rural,0,0,0,0,0,0
809,Town,0,0,0,0,0,0
810,Metropolitan,102,266,11,28,473,0
810,Rural,0,0,0,0,0,0
810,Town,0,0,0,0,0,0
811,Metropolitan,0,0,0,0,20,0
811,Rural,0,0,0,0,0,0
811,Town,0,0,0,0,0,0
812,Metropolitan,72,208,8,18,304,0
812,Rural,0,0,0,0,0,0
812,Town,0,0,0,0,0,0
813,Metropolitan,6,54,2,2,90,0
813,Rural,0,0,0,0,0,0
813,Town,0,0,0,0,0,0
814,Metropolitan,5,51,2,2,81,0
814,Rural,0,0,0,0,0,0
814,Town,0,0,0,0,0,0
815,Metropolitan,5,45,2,1,80,0
815,Rural,0,0,0,0,0,0
815,Town,0,0,0,0,0,0
816,Metropolitan,2,0,1,0,15,0
816,Rural,0,0,0,0,0,0
816,Town,0,0,0,0,0,0
817,Metropolitan,2,4,1,1,19,0
817,Rural,0,0,0,0,0,0
817,Town,0,0,0,0,0,0
818,Metropolitan,28,98,6,2,156,0
818,Rural,0,0,0,0,0,0
818,Town,0,0,0,0,0,0
819,Metropolitan,0,0,0,0,20,0
819,Rural,0,0,0,0,0,0
819,Town,0,0,0,0,0,0
820,Metropolitan,0,0,0,0,20,0
820,Rural,0,0,0,0,0,0
820,Town,0,0,0,0,0,0
821,Metropolitan,1,17,2,1,29,0
821,Rural,0,0,0,0,0,0
821,Town,0,0,0,0,0,0
822,Metropolitan,120,313,18,37,726,0
822,Rural,0,0,0,0,0,0
822,Town,0,0,0,0,0,0
823,Metropolitan,48,134,7,8,232,0
823,Rural,0,0,0,0,0,0
823,Town,0,0,0,0,0,0
824,Metropolitan,74,215,9,20,378,0
824,Rural,0,0,0,0,0,0
824,Town,0,0,0,0,0,0
825,Metropolitan,1,11,2,1,23,0
825,Rural,0,0,0,0,0,0
825,Town,0,0,0,0,0,0
826,Metropolitan,0,0,0,0,20,0
826,Rural,0,0,0,0,0,0
826,Town,0,0,0,0,0,0
827,Metropolitan,0,0,0,0,20,0
827,Rural,0,0,0,0,0,0
827,Town,0,0,0,0,0,0
828,Metropolitan,0,0,0,0,20,0
828,Rural,0,0,0,0,0,0
828,Town,0,0,0,0,0,0
829,Metropolitan,0,0,0,0,20,0
829,Rural,0,0,0,0,0,0
829,Town,0,0,0,0,0,0
830,Metropolitan,77,201,9,25,384,0
830,Rural,0,0,0,0,0,0
830,Town,0,0,0,0,0,0
831,Metropolitan,3,42,4,3,82,0
831,Rural,0,0,0,0,0,0
831,Town,0,0,0,0,0,0
832,Metropolitan,41,136,8,7,265,0
832,Rural,0,0,0,0,0,0
832,Town,0,0,0,0,0,0
833,Metropolitan,3,38,2,2,128,0
833,Rural,0,0,0,0,0,0
833,Town,0,0,0,0,0,0
834,Metropolitan,29,123,6,9,321,0
834,Rural,0,0,0,0,0,0
834,Town,0,0,0,0,0,0
835,Metropolitan,3,20,2,2,86,0
835,Rural,0,0,0,0,0,0
835,Town,0,0,0,0,0,0
836,Metropolitan,0,0,0,0,20,0
836,Rural,0,0,0,0,0,0
836,Town,0,0,0,0,0,0
837,Metropolitan,37,137,4,10,363,0
837,Rural,0,0,0,0,0,0
837,Town,0,0,0,0,0,0
838,Metropolitan,20,102,2,6,276,0
838,Rural,0,0,0,0,0,0
838,Town,0,0,0,0,0,0
839,Metropolitan,17,91,3,5,215,0
839,Rural,0,0,0,0,0,0
839,Town,0,0,0,0,0,0
840,Metropolitan,2,5,1,1,46,0
840,Rural,0,0,0,0,0,0
840,Town,0,0,0,0,0,0
841,Metropolitan,8,43,2,2,175,0
841,Rural,0,0,0,0,0,0
841,Town,0,0,0,0,0,0
842,Metropolitan,35,143,3,19,440,0
842,Rural,0,0,0,0,0,0
842,Town,0,0,0,0,0,0
843,Metropolitan,10,63,1,4,153,0
843,Rural,0,0,0,0,0,0
843,Town,0,0,0,0,0,0
844,Metropolitan,3,38,1,2,104,0
844,Rural,0,0,0,0,0,0
844,Town,0,0,0,0,0,0
845,Metropolitan,2,20,2,2,96,0
845,Rural,0,0,0,0,0,0
845,Town,0,0,0,0,0,0
846,Metropolitan,6,57,3,2,143,0
846,Rural,0,0,0,0,0,0
846,Town,0,0,0,0,0,0
847,Metropolitan,10,56,3,4,163,0
847,Rural,0,0,0,0,0,0
847,Town,0,0,0,0,0,0
848,Metropolitan,1,2,0,0,15,0
848,Rural,0,0,0,0,0,0
848,Town,0,0,0,0,0,0
849,Metropolitan,58,197,6,27,588,0
849,Rural,0,0,0,0,0,0
849,Town,0,0,0,0,0,0
850,Metropolitan,32,128,4,10,370,0
850,Rural,0,0,0,0,0,0
850,Town,0,0,0,0,0,0
851,Metropolitan,7,45,3,2,170,0
851,Rural,0,0,0,0,0,0
851,Town,0,0,0,0,0,0
852,Metropolitan,29,111,3,10,342,0
852,Rural,0,0,0,0,0,0
852,Town,0,0,0,0,0,0
853,Metropolitan,26,132,5,9,331,0
853,Rural,0,0,0,0,0,0
853,Town,0,0,0,0,0,0
854,Metropolitan,1,5,1,0,18,0
854,Rural,0,0,0,0,0,0
854,Town,0,0,0,0,0,0
855,Metropolitan,118,328,14,43,751,0
855,Rural,0,0,0,0,0,0
855,Town,0,0,0,0,0,0
856,Metropolitan,3,13,2,0,60,0
856,Rural,0,0,0,0,0,0
856,Town,0,0,0,0,0,0
857,Metropolitan,86,241,14,31,545,0
857,Rural,0,0,0,0,0,0
857,Town,0,0,0,0,0,0
858,Metropolitan,1,5,1,1,25,0
858,Rural,0,0,0,0,0,0
858,Town,0,0,0,0,0,0
859,Metropolitan,4,5,2,1,12,0
859,Rural,0,0,0,0,0,0
859,Town,0,0,0,0,0,0
860,Metropolitan,83,230,11,25,420,0
860,Rural,0,0,0,0,0,0
860,Town,0,0,0,0,0,0
861,Metropolitan,22,23,8,9,78,0
861,Rural,0,0,0,0,0,0
861,Town,0,0,0,0,0,0
862,Metropolitan,29,101,7,3,131,0
862,Rural,0,0,0,0,0,0
862,Town,0,0,0,0,0,0
863,Metropolitan,2,7,2,0,24,0
863,Rural,0,0,0,0,0,0
863,Town,0,0,0,0,0,0
864,Metropolitan,152,417,16,43,658,0
864,Rural,0,0,0,0,0,0
864,Town,0,0,0,0,0,0
865,Metropolitan,2,11,1,0,29,0
865,Rural,0,0,0,0,0,0
865,Town,0,0,0,0,0,0
866,Metropolitan,7,61,4,3,110,0
866,Rural,0,0,0,0,0,0
866,Town,0,0,0,0,0,0
867,Metropolitan,1,14,2,1,28,0
867,Rural,0,0,0,0,0,0
867,Town,0,0,0,0,0,0
868,Metropolitan,1,0,0,0,20,0
868,Rural,0,0,0,0,0,0
868,Town,0,0,0,0,0,0
869,Metropolitan,61,192,10,19,387,0
