District,Type,A24,A5P,MH,SFA,SFD,GQ
57,Rural,0,0,0,0,0,0
57,Town,0,0,0,0,0,0
58,Metropolitan,18,210,0,95,327,0
58,Rural,0,0,0,0,0,0
58,Town,0,0,0,0,0,0
59,Metropolitan,0,2,0,1,20,0
59,Rural,0,0,0,0,0,0
59,Town,0,0,0,0,0,0
60,Metropolitan,0,2,0,1,20,0
60,Rural,0,0,0,0,0,0
60,Town,0,0,0,0,0,0
61,Metropolitan,23,203,1,101,505,0
61,Rural,0,0,0,0,0,0
61,Town,0,0,0,0,0,0
62,Metropolitan,15,130,1,59,425,0
62,Rural,0,0,0,0,0,0
62,Town,0,0,0,0,0,0
63,Metropolitan,11,105,0,48,208,0
63,Rural,0,0,0,0,0,0
63,Town,0,0,0,0,0,0
64,Metropolitan,1,3,0,1,20,0
64,Rural,0,0,0,0,0,0
64,Town,0,0,0,0,0,0
65,Metropolitan,1,3,0,1,20,0
65,Rural,0,0,0,0,0,0
65,Town,0,0,0,0,0,0
66,Metropolitan,8,47,0,65,297,0
66,Rural,0,0,0,0,0,0
66,Town,0,0,0,0,0,0
67,Metropolitan,0,1,0,1,20,0
67,Rural,0,0,0,0,0,0
67,Town,0,0,0,0,0,0
68,Metropolitan,10,104,0,45,189,0
68,Rural,0,0,0,0,0,0
68,Town,0,0,0,0,0,0
69,Metropolitan,1,5,0,4,20,0
69,Rural,0,0,0,0,0,0
69,Town,0,0,0,0,0,0
70,Metropolitan,7,65,0,30,122,0
70,Rural,0,0,0,0,0,0
70,Town,0,0,0,0,0,0
71,Metropolitan,22,249,1,140,443,0
71,Rural,0,0,0,0,0,0
71,Town,0,0,0,0,0,0
72,Metropolitan,14,155,1,69,373,0
72,Rural,0,0,0,0,0,0
72,Town,0,0,0,0,0,0
73,Metropolitan,26,251,0,126,430,0
73,Rural,0,0,0,0,0,0
73,Town,0,0,0,0,0,0
74,Metropolitan,0,2,0,1,20,0
74,Rural,0,0,0,0,0,0
74,Town,0,0,0,0,0,0
75,Metropolitan,30,286,1,162,663,0
75,Rural,0,0,0,0,0,0
75,Town,0,0,0,0,0,0
76,Metropolitan,0,2,0,1,20,0
76,Rural,0,0,0,0,0,0
76,Town,0,0,0,0,0,0
77,Metropolitan,42,445,3,262,1013,0
77,Rural,0,0,0,0,0,0
77,Town,0,0,0,0,0,0
78,Metropolitan,0,2,0,1,20,0
78,Rural,0,0,0,0,0,0
78,Town,0,0,0,0,0,0
79,Metropolitan,0,30,0,13,113,0
79,Rural,0,0,0,0,0,0
79,Town,0,0,0,0,0,0
80,Metropolitan,0,2,0,1,20,0
80,Rural,0,0,0,0,0,0
80,Town,0,0,0,0,0,0
81,Metropolitan,15,206,0,122,415,0
81,Rural,0,0,0,0,0,0
81,Town,0,0,0,0,0,0
82,Metropolitan,54,597,2,356,1194,0
82,Rural,0,0,0,0,0,0
82,Town,0,0,0,0,0,0
83,Metropolitan,21,214,0,109,612,0
83,Rural,0,0,0,0,0,0
83,Town,0,0,0,0,0,0
84,Metropolitan,47,530,1,305,1192,0
84,Rural,0,0,0,0,0,0
84,Town,0,0,0,0,0,0
85,Metropolitan,0,1,0,1,20,0
85,Rural,0,0,0,0,0,0
85,Town,0,0,0,0,0,0
86,Metropolitan,0,2,0,3,20,0
86,Rural,0,0,0,0,0,0
86,Town,0,0,0,0,0,0
87,Metropolitan,10,122,0,60,292,0
87,Rural,0,0,0,0,0,0
87,Town,0,0,0,0,0,0
88,Metropolitan,14,164,0,85,637,0
88,Rural,0,0,0,0,0,0
88,Town,0,0,0,0,0,0
89,Metropolitan,19,203,2,118,1131,0
89,Rural,0,0,0,0,0,0
89,Town,0,0,0,0,0,0
90,Metropolitan,21,227,1,142,1193,0
90,Rural,0,0,0,0,0,0
90,Town,0,0,0,0,0,0
91,Metropolitan,21,211,2,124,787,0
91,Rural,0,0,0,0,0,0
91,Town,0,0,0,0,0,0
92,Metropolitan,15,137,0,88,976,0
92,Rural,0,0,0,0,0,0
92,Town,0,0,0,0,0,0
93,Metropolitan,12,116,0,83,1286,0
93,Rural,0,0,0,0,0,0
93,Town,0,0,0,0,0,0
94,Metropolitan,38,367,3,253,2123,0
94,Rural,0,0,0,0,0,0
94,Town,0,0,0,0,0,0
95,Metropolitan,5,113,0,52,473,0
95,Rural,0,0,0,0,0,0
95,Town,0,0,0,0,0,0
96,Metropolitan,0,1,0,1,20,0
96,Rural,0,0,0,0,0,0
96,Town,0,0,0,0,0,0
97,Metropolitan,18,180,1,156,1609,0
97,Rural,0,0,0,0,0,0
97,Town,0,0,0,0,0,0
98,Metropolitan,5,84,0,52,773,0
98,Rural,0,0,0,0,0,0
98,Town,0,0,0,0,0,0
99,Metropolitan,0,10,0,4,90,0
99,Rural,0,0,0,0,0,0
99,Town,0,0,0,0,0,0
100,Metropolitan,15,118,0,78,941,0
100,Rural,0,0,0,0,0,0
100,Town,0,0,0,0,0,0
101,Metropolitan,16,170,0,122,1401,0
101,Rural,0,0,0,0,0,0
101,Town,0,0,0,0,0,0
102,Metropolitan,6,70,0,29,179,0
102,Rural,0,0,0,0,0,0
102,Town,0,0,0,0,0,0
103,Metropolitan,25,293,1,199,1051,0
103,Rural,0,0,0,0,0,0
103,Town,0,0,0,0,0,0
104,Metropolitan,23,216,1,140,1183,0
104,Rural,0,0,0,0,0,0
104,Town,0,0,0,0,0,0
105,Metropolitan,5,85,0,44,556,0
105,Rural,0,0,0,0,0,0
105,Town,0,0,0,0,0,0
106,Metropolitan,11,116,1,69,876,0
106,Rural,0,0,0,0,0,0
106,Town,0,0,0,0,0,0
107,Metropolitan,22,236,2,165,1227,0
107,Rural,0,0,0,0,0,0
107,Town,0,0,0,0,0,0
108,Metropolitan,9,112,0,50,294,0
108,Rural,0,0,0,0,0,0
108,Town,0,0,0,0,0,0
109,Metropolitan,7,107,0,47,506,0
109,Rural,0,0,0,0,0,0
109,Town,0,0,0,0,0,0
110,Metropolitan,4,70,0,28,406,0
110,Rural,0,0,0,0,0,0
110,Town,0,0,0,0,0,0
111,Metropolitan,19,177,0,107,852,0
111,Rural,0,0,0,0,0,0
111,Town,0,0,0,0,0,0
112,Metropolitan,10,120,0,55,553,0
112,Rural,0,0,0,0,0,0
112,Town,0,0,0,0,0,0
113,Metropolitan,11,131,0,57,605,0
113,Rural,0,0,0,0,0,0
113,Town,0,0,0,0,0,0
114,Metropolitan,21,226,1,140,807,0
114,Rural,0,0,0,0,0,0
114,Town,0,0,0,0,0,0
115,Metropolitan,9,103,1,62,822,0
115,Rural,0,0,0,0,0,0
115,Town,0,0,0,0,0,0
116,Metropolitan,2,35,0,19,358,0
116,Rural,0,0,0,0,0,0
116,Town,0,0,0,0,0,0
117,Metropolitan,9,124,0,80,796,0
117,Rural,0,0,0,0,0,0
117,Town,0,0,0,0,0,0
118,Metropolitan,1,2,0,0,20,0
118,Rural,0,0,0,0,0,0
118,Town,0,0,0,0,0,0
119,Metropolitan,4,36,0,11,38,0
119,Rural,0,0,0,0,0,0
119,Town,0,0,0,0,0,0
120,Metropolitan,0,1,0,1,20,0
120,Rural,0,0,0,0,0,0
120,Town,0,0,0,0,0,0
121,Metropolitan,32,317,3,188,1273,0
121,Rural,0,0,0,0,0,0
121,Town,0,0,0,0,0,0
122,Metropolitan,7,53,0,26,311,0
122,Rural,0,0,0,0,0,0
122,Town,0,0,0,0,0,0
123,Metropolitan,17,181,0,93,583,0
123,Rural,0,0,0,0,0,0
123,Town,0,0,0,0,0,0
124,Metropolitan,61,612,6,351,1412,0
124,Rural,0,0,0,0,0,0
124,Town,0,0,0,0,0,0
125,Metropolitan,4,30,0,13,53,0
125,Rural,0,0,0,0,0,0
125,Town,0,0,0,0,0,0
126,Metropolitan,77,747,7,174,856,0
126,Rural,0,0,0,0,0,0
126,Town,0,0,0,0,0,0
127,Metropolitan,24,387,4,59,426,0
127,Rural,0,0,0,0,0,0
127,Town,0,0,0,0,0,0
128,Metropolitan,25,293,2,56,339,0
128,Rural,0,0,0,0,0,0
128,Town,0,0,0,0,0,0
129,Metropolitan,0,2,0,1,20,0
129,Rural,0,0,0,0,0,0
129,Town,0,0,0,0,0,0
130,Metropolitan,18,209,0,45,168,0
130,Rural,0,0,0,0,0,0
130,Town,0,0,0,0,0,0
131,Metropolitan,33,340,2,71,435,0
131,Rural,0,0,0,0,0,0
131,Town,0,0,0,0,0,0
132,Metropolitan,12,105,0,24,107,0
132,Rural,0,0,0,0,0,0
132,Town,0,0,0,0,0,0
133,Metropolitan,0,7,0,0,20,0
133,Rural,0,0,0,0,0,0
133,Town,0,0,0,0,0,0
134,Metropolitan,0,2,0,1,20,0
134,Rural,0,0,0,0,0,0
134,Town,0,0,0,0,0,0
135,Metropolitan,20,159,0,36,346,0
135,Rural,0,0,0,0,0,0
135,Town,0,0,0,0,0,0
136,Metropolitan,5,22,0,7,64,0
136,Rural,0,0,0,0,0,0
136,Town,0,0,0,0,0,0
137,Metropolitan,24,204,1,47,590,0
137,Rural,0,0,0,0,0,0
137,Town,0,0,0,0,0,0
138,Metropolitan,29,301,1,113,652,0
138,Rural,0,0,0,0,0,0
138,Town,0,0,0,0,0,0
139,Metropolitan,11,103,0,20,260,0
139,Rural,0,0,0,0,0,0
139,Town,0,0,0,0,0,0
140,Metropolitan,6,34,0,8,69,0
140,Rural,0,0,0,0,0,0
140,Town,0,0,0,0,0,0
141,Metropolitan,21,169,0,54,413,0
141,Rural,0,0,0,0,0,0
141,Town,0,0,0,0,0,0
142,Metropolitan,15,154,0,32,348,0
142,Rural,0,0,0,0,0,0
142,Town,0,0,0,0,0,0
143,Metropolitan,27,301,1,80,389,0
143,Rural,0,0,0,0,0,0
143,Town,0,0,0,0,0,0
144,Metropolitan,10,80,0,12,28,0
144,Rural,0,0,0,0,0,0
144,Town,0,0,0,0,0,0
145,Metropolitan,32,313,1,75,414,0
145,Rural,0,0,0,0,0,0
145,Town,0,0,0,0,0,0
146,Metropolitan,30,313,0,102,630,0
146,Rural,0,0,0,0,0,0
146,Town,0,0,0,0,0,0
147,Metropolitan,30,285,3,105,837,0
147,Rural,0,0,0,0,0,0
147,Town,0,0,0,0,0,0
148,Metropolitan,16,156,0,34,309,0
148,Rural,0,0,0,0,0,0
148,Town,0,0,0,0,0,0
149,Metropolitan,10,98,0,17,244,0
149,Rural,0,0,0,0,0,0
149,Town,0,0,0,0,0,0
150,Metropolitan,55,513,2,197,1232,0
150,Rural,0,0,0,0,0,0
150,Town,0,0,0,0,0,0
151,Metropolitan,5,4,0,2,20,0
151,Rural,0,0,0,0,0,0
151,Town,0,0,0,0,0,0
152,Metropolitan,27,244,1,57,777,0
152,Rural,0,0,0,0,0,0
152,Town,0,0,0,0,0,0
153,Metropolitan,17,173,0,46,286,0
153,Rural,0,0,0,0,0,0
153,Town,0,0,0,0,0,0
154,Metropolitan,22,208,0,57,473,0
154,Rural,0,0,0,0,0,0
154,Town,0,0,0,0,0,0
155,Metropolitan,8,67,0,25,405,0
155,Rural,0,0,0,0,0,0
155,Town,0,0,0,0,0,0
156,Metropolitan,54,441,3,178,772,0
156,Rural,0,0,0,0,0,0
156,Town,0,0,0,0,0,0
157,Metropolitan,7,85,0,15,150,0
157,Rural,0,0,0,0,0,0
157,Town,0,0,0,0,0,0
158,Metropolitan,0,2,0,1,20,0
158,Rural,0,0,0,0,0,0
158,Town,0,0,0,0,0,0
159,Metropolitan,9,90,0,12,194,0
159,Rural,0,0,0,0,0,0
159,Town,0,0,0,0,0,0
160,Metropolitan,7,76,0,14,65,0
160,Rural,0,0,0,0,0,0
160,Town,0,0,0,0,0,0
161,Metropolitan,16,171,1,26,155,0
161,Rural,0,0,0,0,0,0
161,Town,0,0,0,0,0,0
162,Metropolitan,21,237,1,30,221,0
162,Rural,0,0,0,0,0,0
162,Town,0,0,0,0,0,0
163,Metropolitan,9,116,0,19,110,0
163,Rural,0,0,0,0,0,0
163,Town,0,0,0,0,0,0
164,Metropolitan,6,74,0,9,55,0
164,Rural,0,0,0,0,0,0
164,Town,0,0,0,0,0,0
165,Metropolitan,18,197,0,39,237,0
165,Rural,0,0,0,0,0,0
165,Town,0,0,0,0,0,0
166,Metropolitan,54,482,1,151,683,0
166,Rural,0,0,0,0,0,0
166,Town,0,0,0,0,0,0
167,Metropolitan,13,130,1,24,306,0
167,Rural,0,0,0,0,0,0
167,Town,0,0,0,0,0,0
168,Metropolitan,60,570,3,212,1131,0
168,Rural,0,0,0,0,0,0
168,Town,0,0,0,0,0,0
169,Metropolitan,30,280,1,119,1093,0
169,Rural,0,0,0,0,0,0
169,Town,0,0,0,0,0,0
170,Metropolitan,97,819,6,307,1788,0
170,Rural,0,0,0,0,0,0
170,Town,0,0,0,0,0,0
171,Metropolitan,53,449,1,163,812,0
171,Rural,0,0,0,0,0,0
171,Town,0,0,0,0,0,0
172,Metropolitan,0,2,0,1,20,0
172,Rural,0,0,0,0,0,0
172,Town,0,0,0,0,0,0
173,Metropolitan,36,368,3,138,877,0
173,Rural,0,0,0,0,0,0
173,Town,0,0,0,0,0,0
174,Metropolitan,68,536,3,234,1534,0
174,Rural,0,0,0,0,0,0
174,Town,0,0,0,0,0,0
175,Metropolitan,22,222,1,45,636,0
175,Rural,0,0,0,0,0,0
175,Town,0,0,0,0,0,0
176,Metropolitan,29,247,1,98,1152,0
176,Rural,0,0,0,0,0,0
176,Town,0,0,0,0,0,0
177,Metropolitan,16,116,0,64,1084,0
177,Rural,0,0,0,0,0,0
177,Town,0,0,0,0,0,0
178,Metropolitan,34,307,0,144,697,0
178,Rural,0,0,0,0,0,0
178,Town,0,0,0,0,0,0
179,Metropolitan,16,146,0,41,314,0
179,Rural,0,0,0,0,0,0
179,Town,0,0,0,0,0,0
180,Metropolitan,23,183,1,60,773,0
180,Rural,0,0,0,0,0,0
180,Town,0,0,0,0,0,0
181,Metropolitan,24,149,2,42,1023,0
181,Rural,0,0,0,0,0,0
181,Town,0,0,0,0,0,0
182,Metropolitan,102,996,6,349,1165,0
182,Rural,0,0,0,0,0,0
182,Town,0,0,0,0,0,0
183,Metropolitan,22,235,0,90,671,0
183,Rural,0,0,0,0,0,0
183,Town,0,0,0,0,0,0
184,Metropolitan,28,234,0,79,617,0
184,Rural,0,0,0,0,0,0
184,Town,0,0,0,0,0,0
185,Metropolitan,36,290,0,103,934,0
185,Rural,0,0,0,0,0,0
185,Town,0,0,0,0,0,0
186,Metropolitan,17,151,0,54,493,0
186,Rural,0,0,0,0,0,0
186,Town,0,0,0,0,0,0
187,Metropolitan,6,35,0,8,112,0
187,Rural,0,0,0,0,0,0
187,Town,0,0,0,0,0,0
188,Metropolitan,11,83,0,27,311,0
188,Rural,0,0,0,0,0,0
188,Town,0,0,0,0,0,0
189,Metropolitan,12,88,0,23,408,0
189,Rural,0,0,0,0,0,0
189,Town,0,0,0,0,0,0
190,Metropolitan,16,145,1,47,630,0
190,Rural,0,0,0,0,0,0
190,Town,0,0,0,0,0,0
191,Metropolitan,12,94,0,27,357,0
191,Rural,0,0,0,0,0,0
191,Town,0,0,0,0,0,0
192,Metropolitan,14,93,0,18,275,0
192,Rural,0,0,0,0,0,0
192,Town,0,0,0,0,0,0
193,Metropolitan,57,606,4,185,709,0
193,Rural,0,0,0,0,0,0
193,Town,0,0,0,0,0,0
194,Metropolitan,46,499,2,148,758,0
194,Rural,0,0,0,0,0,0
194,Town,0,0,0,0,0,0
195,Metropolitan,61,664,5,164,808,0
195,Rural,0,0,0,0,0,0
195,Town,0,0,0,0,0,0
196,Metropolitan,43,427,1,124,418,0
196,Rural,0,0,0,0,0,0
196,Town,0,0,0,0,0,0
197,Metropolitan,113,1074,2,379,1360,0
197,Rural,0,0,0,0,0,0
197,Town,0,0,0,0,0,0
198,Metropolitan,133,1283,7,436,1475,0
198,Rural,0,0,0,0,0,0
198,Town,0,0,0,0,0,0
199,Metropolitan,99,853,5,313,923,0
199,Rural,0,0,0,0,0,0
199,Town,0,0,0,0,0,0
200,Metropolitan,59,635,3,163,677,0
200,Rural,0,0,0,0,0,0
200,Town,0,0,0,0,0,0
201,Metropolitan,42,457,3,99,475,0
201,Rural,0,0,0,0,0,0
201,Town,0,0,0,0,0,0
202,Metropolitan,9,73,0,11,152,0
202,Rural,0,0,0,0,0,0
202,Town,0,0,0,0,0,0
203,Metropolitan,4,15,0,2,17,0
203,Rural,0,0,0,0,0,0
203,Town,0,0,0,0,0,0
204,Metropolitan,20,172,0,47,205,0
204,Rural,0,0,0,0,0,0
204,Town,0,0,0,0,0,0
205,Metropolitan,17,182,0,52,205,0
205,Rural,0,0,0,0,0,0
205,Town,0,0,0,0,0,0
206,Metropolitan,51,501,2,184,910,0
206,Rural,0,0,0,0,0,0
206,Town,0,0,0,0,0,0
207,Metropolitan,39,430,0,178,664,0
207,Rural,0,0,0,0,0,0
207,Town,0,0,0,0,0,0
208,Metropolitan,1,3,0,0,20,0
208,Rural,0,0,0,0,0,0
208,Town,0,0,0,0,0,0
209,Metropolitan,1,2,0,0,20,0
209,Rural,0,0,0,0,0,0
209,Town,0,0,0,0,0,0
210,Metropolitan,1,5,0,0,14,0
210,Rural,0,0,0,0,0,0
210,Town,0,0,0,0,0,0
211,Metropolitan,1,3,0,0,20,0
211,Rural,0,0,0,0,0,0
211,Town,0,0,0,0,0,0
212,Metropolitan,30,273,1,79,350,0
212,Rural,0,0,0,0,0,0
212,Town,0,0,0,0,0,0
213,Metropolitan,26,227,0,60,260,0
213,Rural,0,0,0,0,0,0
213,Town,0,0,0,0,0,0
214,Metropolitan,56,575,3,206,878,0
214,Rural,0,0,0,0,0,0
214,Town,0,0,0,0,0,0
215,Metropolitan,43,518,5,172,1194,0
215,Rural,0,0,0,0,0,0
215,Town,0,0,0,0,0,0
216,Metropolitan,32,340,1,84,734,0
216,Rural,0,0,0,0,0,0
216,Town,0,0,0,0,0,0
217,Metropolitan,19,148,0,45,328,0
217,Rural,0,0,0,0,0,0
217,Town,0,0,0,0,0,0
218,Metropolitan,1,5,0,0,17,0
218,Rural,0,0,0,0,0,0
218,Town,0,0,0,0,0,0
219,Metropolitan,19,149,1,55,666,0
219,Rural,0,0,0,0,0,0
219,Town,0,0,0,0,0,0
220,Metropolitan,2,17,0,2,58,0
220,Rural,0,0,0,0,0,0
220,Town,0,0,0,0,0,0
221,Metropolitan,6,38,0,12,149,0
221,Rural,0,0,0,0,0,0
221,Town,0,0,0,0,0,0
222,Metropolitan,2,11,0,2,58,0
222,Rural,0,0,0,0,0,0
222,Town,0,0,0,0,0,0
223,Metropolitan,16,135,1,47,502,0
223,Rural,0,0,0,0,0,0
223,Town,0,0,0,0,0,0
224,Metropolitan,22,190,0,60,387,0
224,Rural,0,0,0,0,0,0
224,Town,0,0,0,0,0,0
225,Metropolitan,29,297,2,59,371,0
225,Rural,0,0,0,0,0,0
225,Town,0,0,0,0,0,0
226,Metropolitan,1,2,0,0,20,0
226,Rural,0,0,0,0,0,0
226,Town,0,0,0,0,0,0
227,Metropolitan,1,2,0,0,20,0
227,Rural,0,0,0,0,0,0
227,Town,0,0,0,0,0,0
228,Metropolitan,25,233,1,71,607,0
228,Rural,0,0,0,0,0,0
228,Town,0,0,0,0,0,0
229,Metropolitan,2,10,0,1,25,0
229,Rural,0,0,0,0,0,0
229,Town,0,0,0,0,0,0
230,Metropolitan,3,34,0,5,56,0
230,Rural,0,0,0,0,0,0
230,Town,0,0,0,0,0,0
231,Metropolitan,14,126,0,35,201,0
231,Rural,0,0,0,0,0,0
231,Town,0,0,0,0,0,0
232,Metropolitan,1,2,0,0,20,0
232,Rural,0,0,0,0,0,0
232,Town,0,0,0,0,0,0
233,Metropolitan,1,2,0,0,20,0
233,Rural,0,0,0,0,0,0
233,Town,0,0,0,0,0,0
234,Metropolitan,10,76,0,13,45,0
234,Rural,0,0,0,0,0,0
234,Town,0,0,0,0,0,0
235,Metropolitan,3,14,0,2,18,0
235,Rural,0,0,0,0,0,0
235,Town,0,0,0,0,0,0
236,Metropolitan,1,6,0,0,20,0
236,Rural,0,0,0,0,0,0
236,Town,0,0,0,0,0,0
237,Metropolitan,16,135,0,21,54,0
237,Rural,0,0,0,0,0,0
237,Town,0,0,0,0,0,0
238,Metropolitan,18,177,0,33,123,0
238,Rural,0,0,0,0,0,0
238,Town,0,0,0,0,0,0
239,Metropolitan,22,183,0,36,116,0
239,Rural,0,0,0,0,0,0
239,Town,0,0,0,0,0,0
240,Metropolitan,35,324,2,82,387,0
240,Rural,0,0,0,0,0,0
240,Town,0,0,0,0,0,0
241,Metropolitan,17,150,0,45,249,0
241,Rural,0,0,0,0,0,0
241,Town,0,0,0,0,0,0
242,Metropolitan,14,105,0,35,184,0
242,Rural,0,0,0,0,0,0
242,Town,0,0,0,0,0,0
243,Metropolitan,28,286,0,127,429,0
243,Rural,0,0,0,0,0,0
243,Town,0,0,0,0,0,0
244,Metropolitan,1,2,0,0,20,0
244,Rural,0,0,0,0,0,0
244,Town,0,0,0,0,0,0
245,Metropolitan,2,36,0,21,454,0
245,Rural,0,0,0,0,0,0
245,Town,0,0,0,0,0,0
246,Metropolitan,5,22,0,7,38,0
246,Rural,0,0,0,0,0,0
246,Town,0,0,0,0,0,0
247,Metropolitan,1,2,0,0,20,0
247,Rural,0,0,0,0,0,0
247,Town,0,0,0,0,0,0
248,Metropolitan,1,2,0,0,20,0
248,Rural,0,0,0,0,0,0
248,Town,0,0,0,0,0,0
