District,Type,A24,A5P,MH,SFA,SFD,GQ
06_28_EMED_SE,Metropolitan,0,0,0,0,0,0
06_28_EMED_SE,Rural,14,68,3,60,585,0
06_28_EMED_SE,Town,0,0,0,0,0,0
07_29_PHX_W,Metropolitan,0,0,0,0,0,0
07_29_PHX_W,Rural,0,0,42,0,522,0
07_29_PHX_W,Town,0,0,0,0,0,0
07_30_PHX_E,Metropolitan,8,0,4,0,191,0
07_30_PHX_E,Rural,4,0,6,0,124,0
07_30_PHX_E,Town,0,0,0,0,0,0
09_31_ASH_CtrE,Metropolitan,91,437,180,265,1000,4
09_31_ASH_CtrE,Rural,0,2,1,1,11,0
09_31_ASH_CtrE,Town,0,0,0,0,0,0
11_32_NMED_SE,Metropolitan,77,85,0,34,1340,0
11_32_NMED_SE,Rural,0,0,0,0,0,0
11_32_NMED_SE,Town,0,0,0,0,0,0
08_33_TAL_E,Metropolitan,0,0,0,0,0,0
08_33_TAL_E,Rural,8,0,46,0,310,0
08_33_TAL_E,Town,0,0,0,0,0,0
08_34_TAL_W,Metropolitan,0,0,0,0,0,0
08_34_TAL_W,Rural,16,0,38,0,431,0
08_34_TAL_W,Town,0,0,0,0,0,0
09_35_ASH_E,Metropolitan,0,0,0,0,0,0
09_35_ASH_E,Rural,0,0,101,0,606,0
09_35_ASH_E,Town,0,0,0,0,0,0
09_36_ASH_NW,Metropolitan,223,200,44,186,825,0
09_36_ASH_NW,Rural,14,7,9,8,187,0
09_36_ASH_NW,Town,0,0,0,0,0,0
05_37_WMED_SW,Metropolitan,8,0,299,152,1328,0
05_37_WMED_SW,Rural,0,0,25,1,420,0
05_37_WMED_SW,Town,0,0,0,0,0,0
05_38_WMED_ESE,Metropolitan,330,171,9,195,1286,0
05_38_WMED_ESE,Rural,0,0,0,0,0,0
05_38_WMED_ESE,Town,0,0,0,0,0,0
06_39_EMED_W,Metropolitan,198,461,51,109,1595,0
06_39_EMED_W,Rural,0,0,0,0,0,0
06_39_EMED_W,Town,0,0,0,0,0,0
