District,Type,A24,A5P,MH,SFA,SFD,GQ
215,Metropolitan,6,510,5,136,973,0
215,Rural,0,0,0,0,0,0
215,Town,0,0,0,0,0,0
216,Metropolitan,4,323,1,78,581,0
216,Rural,0,0,0,0,0,0
216,Town,0,0,0,0,0,0
217,Metropolitan,2,144,1,24,264,0
217,Rural,0,0,0,0,0,0
217,Town,0,0,0,0,0,0
218,Metropolitan,0,5,0,2,11,0
218,Rural,0,0,0,0,0,0
218,Town,0,0,0,0,0,0
219,Metropolitan,4,138,0,44,521,0
219,Rural,0,0,0,0,0,0
219,Town,0,0,0,0,0,0
220,Metropolitan,1,12,0,4,36,0
220,Rural,0,0,0,0,0,0
220,Town,0,0,0,0,0,0
221,Metropolitan,1,34,0,7,90,0
221,Rural,0,0,0,0,0,0
221,Town,0,0,0,0,0,0
222,Metropolitan,1,8,0,3,32,0
222,Rural,0,0,0,0,0,0
222,Town,0,0,0,0,0,0
223,Metropolitan,3,115,0,28,419,0
223,Rural,0,0,0,0,0,0
223,Town,0,0,0,0,0,0
224,Metropolitan,4,161,1,44,272,0
224,Rural,0,0,0,0,0,0
224,Town,0,0,0,0,0,0
225,Metropolitan,4,216,0,34,203,0
225,Rural,0,0,0,0,0,0
225,Town,0,0,0,0,0,0
226,Metropolitan,0,0,0,0,10,0
226,Rural,0,0,0,0,0,0
226,Town,0,0,0,0,0,0
227,Metropolitan,0,0,0,0,10,0
227,Rural,0,0,0,0,0,0
227,Town,0,0,0,0,0,0
228,Metropolitan,2,221,2,50,470,0
228,Rural,0,0,0,0,0,0
228,Town,0,0,0,0,0,0
229,Metropolitan,0,10,0,2,16,0
229,Rural,0,0,0,0,0,0
229,Town,0,0,0,0,0,0
230,Metropolitan,0,32,0,4,37,0
230,Rural,0,0,0,0,0,0
230,Town,0,0,0,0,0,0
231,Metropolitan,3,95,0,16,132,0
231,Rural,0,0,0,0,0,0
231,Town,0,0,0,0,0,0
232,Metropolitan,0,0,0,0,10,0
232,Rural,0,0,0,0,0,0
232,Town,0,0,0,0,0,0
233,Metropolitan,0,0,0,0,10,0
233,Rural,0,0,0,0,0,0
233,Town,0,0,0,0,0,0
234,Metropolitan,3,56,0,4,22,0
234,Rural,0,0,0,0,0,0
234,Town,0,0,0,0,0,0
235,Metropolitan,1,17,0,2,10,0
235,Rural,0,0,0,0,0,0
235,Town,0,0,0,0,0,0
236,Metropolitan,0,1,0,0,10,0
236,Rural,0,0,0,0,0,0
236,Town,0,0,0,0,0,0
237,Metropolitan,2,84,1,6,18,0
237,Rural,0,0,0,0,0,0
237,Town,0,0,0,0,0,0
238,Metropolitan,1,48,0,4,20,0
238,Rural,0,0,0,0,0,0
238,Town,0,0,0,0,0,0
239,Metropolitan,1,50,0,4,15,0
239,Rural,0,0,0,0,0,0
239,Town,0,0,0,0,0,0
240,Metropolitan,4,288,1,54,251,0
240,Rural,0,0,0,0,0,0
240,Town,0,0,0,0,0,0
241,Metropolitan,3,133,0,32,168,0
241,Rural,0,0,0,0,0,0
241,Town,0,0,0,0,0,0
242,Metropolitan,2,35,0,9,39,0
242,Rural,0,0,0,0,0,0
242,Town,0,0,0,0,0,0
243,Metropolitan,2,244,1,68,314,0
243,Rural,0,0,0,0,0,0
243,Town,0,0,0,0,0,0
244,Metropolitan,0,0,0,0,10,0
244,Rural,0,0,0,0,0,0
244,Town,0,0,0,0,0,0
245,Metropolitan,0,16,0,4,78,0
245,Rural,0,0,0,0,0,0
245,Town,0,0,0,0,0,0
246,Metropolitan,2,27,0,5,24,0
246,Rural,0,0,0,0,0,0
246,Town,0,0,0,0,0,0
247,Metropolitan,0,0,0,0,10,0
247,Rural,0,0,0,0,0,0
