District,Type,A24,A5P,MH,SFA,SFD,GQ
1678,Metropolitan,0,39,0,2,30,0
1678,Rural,0,0,0,0,0,0
1678,Town,0,0,0,0,0,0
1679,Metropolitan,4,74,1,3,64,0
1679,Rural,0,0,0,0,0,0
1679,Town,0,0,0,0,0,0
1680,Metropolitan,10,206,1,23,244,0
1680,Rural,0,0,0,0,0,0
1680,Town,0,0,0,0,0,0
1681,Metropolitan,8,104,0,8,54,0
1681,Rural,0,0,0,0,0,0
1681,Town,0,0,0,0,0,0
1682,Metropolitan,7,88,1,9,74,0
1682,Rural,0,0,0,0,0,0
1682,Town,0,0,0,0,0,0
1683,Metropolitan,3,53,1,1,44,0
1683,Rural,0,0,0,0,0,0
1683,Town,0,0,0,0,0,0
1684,Metropolitan,20,313,1,46,373,0
1684,Rural,0,0,0,0,0,0
1684,Town,0,0,0,0,0,0
1685,Metropolitan,0,22,0,1,17,0
1685,Rural,0,0,0,0,0,0
1685,Town,0,0,0,0,0,0
1686,Metropolitan,5,53,0,5,46,0
1686,Rural,0,0,0,0,0,0
1686,Town,0,0,0,0,0,0
1687,Metropolitan,1,14,0,2,10,0
1687,Rural,0,0,0,0,0,0
1687,Town,0,0,0,0,0,0
1688,Metropolitan,9,213,0,20,247,0
1688,Rural,0,0,0,0,0,0
1688,Town,0,0,0,0,0,0
1689,Metropolitan,8,204,5,59,713,0
1689,Rural,0,0,0,0,0,0
1689,Town,0,0,0,0,0,0
1690,Metropolitan,6,137,7,20,424,0
1690,Rural,0,0,0,0,0,0
1690,Town,0,0,0,0,0,0
1691,Metropolitan,0,0,0,0,10,0
1691,Rural,0,0,0,0,0,0
1691,Town,0,0,0,0,0,0
1692,Metropolitan,0,16,0,1,27,0
1692,Rural,0,0,0,0,0,0
1692,Town,0,0,0,0,0,0
1693,Metropolitan,0,6,0,0,6,0
1693,Rural,0,0,0,0,0,0
1693,Town,0,0,0,0,0,0
1694,Metropolitan,0,36,0,4,65,0
1694,Rural,0,0,0,0,0,0
1694,Town,0,0,0,0,0,0
1695,Metropolitan,0,6,0,0,23,0
1695,Rural,0,0,0,0,0,0
1695,Town,0,0,0,0,0,0
1696,Metropolitan,2,94,0,9,141,0
1696,Rural,0,0,0,0,0,0
1696,Town,0,0,0,0,0,0
1697,Metropolitan,2,123,2,17,275,0
1697,Rural,0,0,0,0,0,0
1697,Town,0,0,0,0,0,0
1698,Metropolitan,3,132,4,11,284,0
1698,Rural,0,0,0,0,0,0
1698,Town,0,0,0,0,0,0
1699,Metropolitan,3,110,1,19,221,0
1699,Rural,0,0,0,0,0,0
1699,Town,0,0,0,0,0,0
1700,Metropolitan,7,125,5,34,479,0
1700,Rural,0,0,0,0,0,0
1700,Town,0,0,0,0,0,0
1701,Metropolitan,2,112,3,19,356,0
1701,Rural,0,0,0,0,0,0
1701,Town,0,0,0,0,0,0
1702,Metropolitan,2,105,2,13,295,0
1702,Rural,0,0,0,0,0,0
1702,Town,0,0,0,0,0,0
1703,Metropolitan,0,1,0,0,10,0
1703,Rural,0,0,0,0,0,0
1703,Town,0,0,0,0,0,0
1704,Metropolitan,5,142,6,18,316,0
1704,Rural,0,0,0,0,0,0
1704,Town,0,0,0,0,0,0
1705,Metropolitan,10,213,5,29,512,0
1705,Rural,0,0,0,0,0,0
1705,Town,0,0,0,0,0,0
1706,Metropolitan,0,46,0,4,71,0
1706,Rural,0,0,0,0,0,0
1706,Town,0,0,0,0,0,0
1707,Metropolitan,1,68,0,6,91,0
1707,Rural,0,0,0,0,0,0
1707,Town,0,0,0,0,0,0
1708,Metropolitan,0,47,0,6,62,0
1708,Rural,0,0,0,0,0,0
1708,Town,0,0,0,0,0,0
1709,Metropolitan,1,92,0,10,130,0
1709,Rural,0,0,0,0,0,0
1709,Town,0,0,0,0,0,0
1710,Metropolitan,0,63,0,5,72,0
1710,Rural,0,0,0,0,0,0
1710,Town,0,0,0,0,0,0
1711,Metropolitan,2,110,0,11,183,0
1711,Rural,0,0,0,0,0,0
1711,Town,0,0,0,0,0,0
1712,Metropolitan,0,0,0,0,10,0
1712,Rural,0,0,0,0,0,0
1712,Town,0,0,0,0,0,0
1713,Metropolitan,8,238,4,53,728,0
1713,Rural,0,0,0,0,0,0
1713,Town,0,0,0,0,0,0
1714,Metropolitan,0,112,5,23,397,0
1714,Rural,0,0,0,0,0,0
1714,Town,0,0,0,0,0,0
1715,Metropolitan,1,50,0,10,103,0
1715,Rural,0,0,0,0,0,0
1715,Town,0,0,0,0,0,0
1716,Metropolitan,0,49,0,10,123,0
1716,Rural,0,0,0,0,0,0
1716,Town,0,0,0,0,0,0
1717,Metropolitan,2,108,1,19,280,0
1717,Rural,0,0,0,0,0,0
1717,Town,0,0,0,0,0,0
1718,Metropolitan,2,72,0,15,173,0
1718,Rural,0,0,0,0,0,0
1718,Town,0,0,0,0,0,0
1719,Metropolitan,0,32,0,5,61,0
1719,Rural,0,0,0,0,0,0
1719,Town,0,0,0,0,0,0
1720,Metropolitan,2,74,0,17,163,0
1720,Rural,0,0,0,0,0,0
1720,Town,0,0,0,0,0,0
1721,Metropolitan,0,26,0,4,51,0
1721,Rural,0,0,0,0,0,0
1721,Town,0,0,0,0,0,0
1722,Metropolitan,0,73,0,14,125,0
1722,Rural,0,0,0,0,0,0
1722,Town,0,0,0,0,0,0
1723,Metropolitan,5,123,4,37,470,0
1723,Rural,0,0,0,0,0,0
1723,Town,0,0,0,0,0,0
1724,Metropolitan,5,144,3,33,510,0
1724,Rural,0,0,0,0,0,0
1724,Town,0,0,0,0,0,0
1725,Metropolitan,2,92,3,18,305,0
1725,Rural,0,0,0,0,0,0
1725,Town,0,0,0,0,0,0
1726,Metropolitan,0,62,0,12,123,0
1726,Rural,0,0,0,0,0,0
1726,Town,0,0,0,0,0,0
1727,Metropolitan,3,92,0,20,283,0
1727,Rural,0,0,0,0,0,0
1727,Town,0,0,0,0,0,0
1728,Metropolitan,1,69,0,8,120,0
1728,Rural,0,0,0,0,0,0
1728,Town,0,0,0,0,0,0
1729,Metropolitan,2,129,2,15,245,0
1729,Rural,0,0,0,0,0,0
1729,Town,0,0,0,0,0,0
1730,Metropolitan,7,167,3,27,511,0
1730,Rural,0,0,0,0,0,0
1730,Town,0,0,0,0,0,0
1731,Metropolitan,5,103,1,19,234,0
1731,Rural,0,0,0,0,0,0
1731,Town,0,0,0,0,0,0
1732,Metropolitan,0,102,0,18,231,0
1732,Rural,0,0,0,0,0,0
1732,Town,0,0,0,0,0,0
1733,Metropolitan,7,205,6,51,708,0
1733,Rural,0,0,0,0,0,0
1733,Town,0,0,0,0,0,0
1734,Metropolitan,0,11,0,1,19,0
1734,Rural,0,0,0,0,0,0
1734,Town,0,0,0,0,0,0
1735,Metropolitan,0,31,0,8,50,0
1735,Rural,0,0,0,0,0,0
1735,Town,0,0,0,0,0,0
1736,Metropolitan,3,126,1,46,427,0
1736,Rural,0,0,0,0,0,0
1736,Town,0,0,0,0,0,0
1737,Metropolitan,1,77,0,13,149,0
1737,Rural,0,0,0,0,0,0
1737,Town,0,0,0,0,0,0
1738,Metropolitan,5,101,1,55,503,0
1738,Rural,0,0,0,0,0,0
1738,Town,0,0,0,0,0,0
1739,Metropolitan,0,37,0,11,83,0
1739,Rural,0,0,0,0,0,0
1739,Town,0,0,0,0,0,0
1740,Metropolitan,0,2,0,0,10,0
1740,Rural,0,0,0,0,0,0
1740,Town,0,0,0,0,0,0
1741,Metropolitan,0,7,0,2,12,0
1741,Rural,0,0,0,0,0,0
1741,Town,0,0,0,0,0,0
1742,Metropolitan,3,76,1,37,338,0
1742,Rural,0,0,0,0,0,0
1742,Town,0,0,0,0,0,0
1743,Metropolitan,0,59,0,14,158,0
1743,Rural,0,0,0,0,0,0
1743,Town,0,0,0,0,0,0
1744,Metropolitan,4,70,0,23,173,0
1744,Rural,0,0,0,0,0,0
1744,Town,0,0,0,0,0,0
1745,Metropolitan,6,123,6,52,568,0
1745,Rural,0,0,0,0,0,0
1745,Town,0,0,0,0,0,0
1746,Metropolitan,1,81,0,18,170,0
1746,Rural,0,0,0,0,0,0
1746,Town,0,0,0,0,0,0
1747,Metropolitan,3,94,4,19,345,0
1747,Rural,0,0,0,0,0,0
1747,Town,0,0,0,0,0,0
1748,Metropolitan,6,123,2,25,414,0
1748,Rural,0,0,0,0,0,0
1748,Town,0,0,0,0,0,0
1749,Metropolitan,7,203,6,67,853,0
1749,Rural,0,0,0,0,0,0
1749,Town,0,0,0,0,0,0
1750,Metropolitan,15,318,6,106,1171,0
1750,Rural,0,0,0,0,0,0
1750,Town,0,0,0,0,0,0
1751,Metropolitan,3,119,1,10,188,0
1751,Rural,0,0,0,0,0,0
1751,Town,0,0,0,0,0,0
1752,Metropolitan,0,2,0,0,10,0
1752,Rural,0,0,0,0,0,0
1752,Town,0,0,0,0,0,0
1753,Metropolitan,0,0,0,0,10,0
1753,Rural,0,0,0,0,0,0
1753,Town,0,0,0,0,0,0
1754,Metropolitan,0,0,0,0,10,0
1754,Rural,0,0,0,0,0,0
1754,Town,0,0,0,0,0,0
1755,Metropolitan,11,290,7,69,897,0
1755,Rural,0,0,0,0,0,0
1755,Town,0,0,0,0,0,0
1756,Metropolitan,0,55,0,7,67,0
1756,Rural,0,0,0,0,0,0
1756,Town,0,0,0,0,0,0
1757,Metropolitan,0,5,0,1,9,0
1757,Rural,0,0,0,0,0,0
1757,Town,0,0,0,0,0,0
1758,Metropolitan,5,88,3,36,383,0
1758,Rural,0,0,0,0,0,0
1758,Town,0,0,0,0,0,0
1759,Metropolitan,3,68,0,26,294,0
1759,Rural,0,0,0,0,0,0
1759,Town,0,0,0,0,0,0
1760,Metropolitan,0,2,0,0,10,0
1760,Rural,0,0,0,0,0,0
1760,Town,0,0,0,0,0,0
1761,Metropolitan,1,36,0,10,109,0
1761,Rural,0,0,0,0,0,0
1761,Town,0,0,0,0,0,0
1762,Metropolitan,0,0,0,0,10,0
1762,Rural,0,0,0,0,0,0
1762,Town,0,0,0,0,0,0
1763,Metropolitan,6,91,3,25,326,0
1763,Rural,0,0,0,0,0,0
1763,Town,0,0,0,0,0,0
1764,Metropolitan,6,131,3,24,455,0
1764,Rural,0,0,0,0,0,0
1764,Town,0,0,0,0,0,0
1765,Metropolitan,0,48,0,7,75,0
1765,Rural,0,0,0,0,0,0
1765,Town,0,0,0,0,0,0
1766,Metropolitan,3,101,0,15,222,0
1766,Rural,0,0,0,0,0,0
1766,Town,0,0,0,0,0,0
1767,Metropolitan,2,109,1,25,379,0
1767,Rural,0,0,0,0,0,0
1767,Town,0,0,0,0,0,0
1768,Metropolitan,3,105,3,49,482,0
1768,Rural,0,0,0,0,0,0
1768,Town,0,0,0,0,0,0
1769,Metropolitan,0,21,0,6,56,0
1769,Rural,0,0,0,0,0,0
1769,Town,0,0,0,0,0,0
1770,Metropolitan,2,67,0,20,214,0
1770,Rural,0,0,0,0,0,0
1770,Town,0,0,0,0,0,0
1771,Metropolitan,8,187,6,55,801,0
1771,Rural,0,0,0,0,0,0
1771,Town,0,0,0,0,0,0
1772,Metropolitan,0,9,0,3,19,0
1772,Rural,0,0,0,0,0,0
1772,Town,0,0,0,0,0,0
1773,Metropolitan,8,218,7,98,1151,0
1773,Rural,0,0,0,0,0,0
1773,Town,0,0,0,0,0,0
1774,Metropolitan,0,0,0,0,10,0
1774,Rural,0,0,0,0,0,0
1774,Town,0,0,0,0,0,0
1775,Metropolitan,0,0,0,0,10,0
1775,Rural,0,0,0,0,0,0
1775,Town,0,0,0,0,0,0
1776,Metropolitan,0,32,0,7,137,0
1776,Rural,0,0,0,0,0,0
1776,Town,0,0,0,0,0,0
1777,Metropolitan,3,108,0,49,697,0
1777,Rural,0,0,0,0,0,0
1777,Town,0,0,0,0,0,0
1778,Metropolitan,2,57,1,9,325,0
1778,Rural,0,0,0,0,0,0
1778,Town,0,0,0,0,0,0
1779,Metropolitan,4,112,1,32,574,0
1779,Rural,0,0,0,0,0,0
1779,Town,0,0,0,0,0,0
1780,Metropolitan,8,134,1,56,959,0
1780,Rural,0,0,0,0,0,0
1780,Town,0,0,0,0,0,0
1781,Metropolitan,11,152,4,77,1133,0
1781,Rural,0,0,0,0,0,0
1781,Town,0,0,0,0,0,0
1782,Metropolitan,5,102,0,57,988,0
1782,Rural,0,0,0,0,0,0
1782,Town,0,0,0,0,0,0
1783,Metropolitan,5,129,2,66,975,0
1783,Rural,0,0,0,0,0,0
1783,Town,0,0,0,0,0,0
1784,Metropolitan,3,93,1,36,592,0
1784,Rural,0,0,0,0,0,0
1784,Town,0,0,0,0,0,0
1785,Metropolitan,3,81,1,21,365,0
1785,Rural,0,0,0,0,0,0
1785,Town,0,0,0,0,0,0
1786,Metropolitan,3,62,1,19,339,0
1786,Rural,0,0,0,0,0,0
1786,Town,0,0,0,0,0,0
1787,Metropolitan,3,86,1,24,454,0
1787,Rural,0,0,0,0,0,0
1787,Town,0,0,0,0,0,0
1788,Metropolitan,4,97,1,42,660,0
1788,Rural,0,0,0,0,0,0
1788,Town,0,0,0,0,0,0
1789,Metropolitan,4,102,0,45,793,0
1789,Rural,0,0,0,0,0,0
1789,Town,0,0,0,0,0,0
1790,Metropolitan,7,139,3,74,1067,0
1790,Rural,0,0,0,0,0,0
1790,Town,0,0,0,0,0,0
1791,Metropolitan,8,168,1,80,953,0
1791,Rural,0,0,0,0,0,0
1791,Town,0,0,0,0,0,0
1792,Metropolitan,4,128,0,66,985,0
1792,Rural,0,0,0,0,0,0
1792,Town,0,0,0,0,0,0
1793,Metropolitan,3,70,1,23,452,0
1793,Rural,0,0,0,0,0,0
1793,Town,0,0,0,0,0,0
1794,Metropolitan,3,93,1,35,584,0
1794,Rural,0,0,0,0,0,0
1794,Town,0,0,0,0,0,0
1795,Metropolitan,9,196,2,98,1060,0
1795,Rural,0,0,0,0,0,0
1795,Town,0,0,0,0,0,0
1796,Metropolitan,3,105,1,32,487,0
1796,Rural,0,0,0,0,0,0
1796,Town,0,0,0,0,0,0
1797,Metropolitan,0,1,0,0,22,0
1797,Rural,0,0,0,0,0,0
1797,Town,0,0,0,0,0,0
1798,Metropolitan,0,0,0,0,10,0
1798,Rural,0,0,0,0,0,0
1798,Town,0,0,0,0,0,0
1799,Metropolitan,0,0,0,0,10,0
1799,Rural,0,0,0,0,0,0
1799,Town,0,0,0,0,0,0
1800,Metropolitan,0,8,0,3,71,0
1800,Rural,0,0,0,0,0,0
1800,Town,0,0,0,0,0,0
1801,Metropolitan,6,185,2,70,852,0
1801,Rural,0,0,0,0,0,0
1801,Town,0,0,0,0,0,0
1802,Metropolitan,10,268,6,109,1362,0
1802,Rural,0,0,0,0,0,0
1802,Town,0,0,0,0,0,0
1803,Metropolitan,3,94,1,17,324,0
1803,Rural,0,0,0,0,0,0
1803,Town,0,0,0,0,0,0
1804,Metropolitan,4,114,1,30,397,0
1804,Rural,0,0,0,0,0,0
1804,Town,0,0,0,0,0,0
1805,Metropolitan,0,15,0,3,98,0
1805,Rural,0,0,0,0,0,0
1805,Town,0,0,0,0,0,0
1806,Metropolitan,3,92,1,25,413,0
1806,Rural,0,0,0,0,0,0
1806,Town,0,0,0,0,0,0
1807,Metropolitan,10,189,4,98,1203,0
1807,Rural,0,0,0,0,0,0
1807,Town,0,0,0,0,0,0
1808,Metropolitan,8,182,1,88,1160,0
1808,Rural,0,0,0,0,0,0
1808,Town,0,0,0,0,0,0
1809,Metropolitan,3,85,1,24,463,0
1809,Rural,0,0,0,0,0,0
1809,Town,0,0,0,0,0,0
1810,Metropolitan,4,100,1,47,750,0
1810,Rural,0,0,0,0,0,0
1810,Town,0,0,0,0,0,0
1811,Metropolitan,3,77,1,21,433,0
1811,Rural,0,0,0,0,0,0
1811,Town,0,0,0,0,0,0
1812,Metropolitan,0,4,0,1,42,0
1812,Rural,0,0,0,0,0,0
1812,Town,0,0,0,0,0,0
1813,Metropolitan,2,76,1,36,686,0
1813,Rural,0,0,0,0,0,0
1813,Town,0,0,0,0,0,0
1814,Metropolitan,4,97,1,34,637,0
1814,Rural,0,0,0,0,0,0
1814,Town,0,0,0,0,0,0
1815,Metropolitan,0,0,0,0,10,0
1815,Rural,0,0,0,0,0,0
1815,Town,0,0,0,0,0,0
1816,Metropolitan,0,0,0,0,0,0
1816,Rural,0,1,0,0,11,0
1816,Town,0,0,0,0,0,0
1817,Metropolitan,4,90,0,43,746,0
1817,Rural,0,0,0,0,0,0
1817,Town,0,0,0,0,0,0
1818,Metropolitan,0,0,0,0,10,0
1818,Rural,0,0,0,0,0,0
1818,Town,0,0,0,0,0,0
1819,Metropolitan,2,98,1,45,937,0
1819,Rural,0,0,0,0,0,0
1819,Town,0,0,0,0,0,0
1820,Metropolitan,1,26,0,12,221,0
1820,Rural,0,0,0,0,0,0
1820,Town,0,0,0,0,0,0
1821,Metropolitan,11,170,2,98,1727,0
1821,Rural,0,0,0,0,0,0
1821,Town,0,0,0,0,0,0
1822,Metropolitan,3,91,1,51,1032,0
1822,Rural,0,0,0,0,0,0
1822,Town,0,0,0,0,0,0
1823,Metropolitan,2,75,2,38,840,0
1823,Rural,0,0,0,0,0,0
1823,Town,0,0,0,0,0,0
1824,Metropolitan,1,39,0,18,388,0
1824,Rural,0,0,0,0,0,0
1824,Town,0,0,0,0,0,0
1825,Metropolitan,0,26,0,8,251,0
1825,Rural,0,0,0,0,0,0
1825,Town,0,0,0,0,0,0
1826,Metropolitan,3,82,1,24,605,0
1826,Rural,0,0,0,0,0,0
1826,Town,0,0,0,0,0,0
1827,Metropolitan,0,1,0,0,31,0
1827,Rural,0,0,0,0,0,0
1827,Town,0,0,0,0,0,0
1828,Metropolitan,3,79,1,26,518,0
1828,Rural,0,0,0,0,0,0
1828,Town,0,0,0,0,0,0
1829,Metropolitan,6,88,0,49,985,0
1829,Rural,0,0,0,0,0,0
1829,Town,0,0,0,0,0,0
1830,Metropolitan,0,6,0,1,46,0
1830,Rural,0,0,0,0,0,0
1830,Town,0,0,0,0,0,0
1831,Metropolitan,4,95,0,49,911,0
1831,Rural,0,0,0,0,0,0
1831,Town,0,0,0,0,0,0
1832,Metropolitan,0,0,0,0,0,0
1832,Rural,0,16,0,5,114,0
1832,Town,0,0,0,0,0,0
1833,Metropolitan,0,0,0,0,0,0
1833,Rural,0,13,0,5,133,0
1833,Town,0,0,0,0,0,0
1834,Metropolitan,0,32,0,6,165,0
1834,Rural,0,0,0,0,0,0
1834,Town,0,0,0,0,0,0
1835,Metropolitan,0,0,0,0,0,0
1835,Rural,0,3,0,0,29,0
1835,Town,0,0,0,0,0,0
1836,Metropolitan,0,0,0,0,0,0
1836,Rural,1,30,0,14,256,0
1836,Town,0,0,0,0,0,0
1837,Metropolitan,0,0,0,0,0,0
1837,Rural,0,15,0,2,69,0
1837,Town,0,0,0,0,0,0
1838,Metropolitan,4,126,0,34,565,0
1838,Rural,0,0,0,0,0,0
1838,Town,0,0,0,0,0,0
1839,Metropolitan,0,0,0,0,0,0
1839,Rural,0,34,0,9,167,0
1839,Town,0,0,0,0,0,0
1840,Metropolitan,3,125,1,34,462,0
1840,Rural,0,0,0,0,0,0
1840,Town,0,0,0,0,0,0
1841,Metropolitan,3,78,0,14,247,0
1841,Rural,0,0,0,0,0,0
1841,Town,0,0,0,0,0,0
1842,Metropolitan,0,0,0,0,0,0
1842,Rural,0,20,0,3,89,0
1842,Town,0,0,0,0,0,0
1843,Metropolitan,0,52,0,8,183,0
1843,Rural,0,0,0,0,0,0
1843,Town,0,0,0,0,0,0
1844,Metropolitan,0,41,0,8,165,0
1844,Rural,0,0,0,0,0,0
1844,Town,0,0,0,0,0,0
1845,Metropolitan,0,0,0,0,10,0
1845,Rural,0,0,0,0,0,0
1845,Town,0,0,0,0,0,0
1846,Metropolitan,0,25,0,4,125,0
1846,Rural,0,0,0,0,0,0
1846,Town,0,0,0,0,0,0
1847,Metropolitan,0,0,0,0,10,0
1847,Rural,0,0,0,0,0,0
1847,Town,0,0,0,0,0,0
1848,Metropolitan,2,39,0,9,135,0
1848,Rural,0,0,0,0,0,0
1848,Town,0,0,0,0,0,0
1849,Metropolitan,0,5,0,3,34,0
1849,Rural,0,0,0,0,0,0
1849,Town,0,0,0,0,0,0
1850,Metropolitan,0,0,0,0,0,0
1850,Rural,4,82,5,23,315,0
1850,Town,0,0,0,0,0,0
1851,Metropolitan,11,214,8,85,986,0
1851,Rural,0,0,0,0,0,0
1851,Town,0,0,0,0,0,0
1852,Metropolitan,4,90,5,35,422,0
1852,Rural,0,0,0,0,0,0
1852,Town,0,0,0,0,0,0
1853,Metropolitan,0,0,0,0,10,0
1853,Rural,0,0,0,0,0,0
1853,Town,0,0,0,0,0,0
1854,Metropolitan,1,37,3,6,110,0
1854,Rural,0,0,0,0,0,0
1854,Town,0,0,0,0,0,0
1855,Metropolitan,2,31,2,12,133,0
1855,Rural,0,0,0,0,0,0
1855,Town,0,0,0,0,0,0
1856,Metropolitan,0,4,0,2,24,0
1856,Rural,0,0,0,0,0,0
1856,Town,0,0,0,0,0,0
1857,Metropolitan,0,0,0,0,0,0
1857,Rural,1,38,2,8,129,0
1857,Town,0,0,0,0,0,0
1858,Metropolitan,0,0,0,0,0,0
1858,Rural,1,52,1,18,180,0
1858,Town,0,0,0,0,0,0
1859,Metropolitan,4,123,9,44,589,0
1859,Rural,0,0,0,0,0,0
1859,Town,0,0,0,0,0,0
1860,Metropolitan,5,175,10,73,889,0
1860,Rural,0,0,0,0,0,0
1860,Town,0,0,0,0,0,0
1861,Metropolitan,0,0,0,0,0,0
1861,Rural,4,50,4,21,244,0
1861,Town,0,0,0,0,0,0
1862,Metropolitan,6,134,10,56,902,0
1862,Rural,0,0,0,0,0,0
1862,Town,0,0,0,0,0,0
1863,Metropolitan,0,0,0,0,0,0
1863,Rural,3,46,2,10,171,0
1863,Town,0,0,0,0,0,0
1864,Metropolitan,0,0,0,0,0,0
1864,Rural,0,33,2,6,121,0
1864,Town,0,0,0,0,0,0
1865,Metropolitan,4,110,5,49,717,0
1865,Rural,0,0,0,0,0,0
1865,Town,0,0,0,0,0,0
1866,Metropolitan,0,0,0,0,0,0
1866,Rural,0,21,1,4,109,0
1866,Town,0,0,0,0,0,0
1867,Metropolitan,10,209,8,83,763,0
1867,Rural,0,0,0,0,0,0
1867,Town,0,0,0,0,0,0
1868,Metropolitan,21,458,22,177,1748,0
1868,Rural,0,0,0,0,0,0
1868,Town,0,0,0,0,0,0
1869,Metropolitan,4,90,5,41,547,0
1869,Rural,0,0,0,0,0,0
1869,Town,0,0,0,0,0,0
1870,Metropolitan,0,17,0,6,91,0
1870,Rural,0,0,0,0,0,0
1870,Town,0,0,0,0,0,0
1871,Metropolitan,1,47,3,13,270,0
1871,Rural,0,0,0,0,0,0
1871,Town,0,0,0,0,0,0
1872,Metropolitan,2,40,1,10,198,0
1872,Rural,0,0,0,0,0,0
1872,Town,0,0,0,0,0,0
1873,Metropolitan,4,57,5,30,460,0
1873,Rural,0,0,0,0,0,0
1873,Town,0,0,0,0,0,0
1874,Metropolitan,0,0,0,0,10,0
1874,Rural,0,0,0,0,0,0
1874,Town,0,0,0,0,0,0
1875,Metropolitan,0,5,0,1,41,0
1875,Rural,0,0,0,0,0,0
1875,Town,0,0,0,0,0,0
1876,Metropolitan,2,56,5,25,415,0
1876,Rural,0,0,0,0,0,0
1876,Town,0,0,0,0,0,0
1877,Metropolitan,2,37,0,8,170,0
1877,Rural,0,0,0,0,0,0
1877,Town,0,0,0,0,0,0
1878,Metropolitan,3,59,6,38,502,0
1878,Rural,0,0,0,0,0,0
1878,Town,0,0,0,0,0,0
1879,Metropolitan,4,87,2,36,552,0
1879,Rural,0,0,0,0,0,0
1879,Town,0,0,0,0,0,0
1880,Metropolitan,5,76,6,36,399,0
1880,Rural,0,0,0,0,0,0
1880,Town,0,0,0,0,0,0
1881,Metropolitan,5,134,7,59,743,0
1881,Rural,0,0,0,0,0,0
1881,Town,0,0,0,0,0,0
1882,Metropolitan,0,11,0,4,45,0
1882,Rural,0,0,0,0,0,0
1882,Town,0,0,0,0,0,0
1883,Metropolitan,5,73,5,30,418,0
1883,Rural,0,0,0,0,0,0
1883,Town,0,0,0,0,0,0
1884,Metropolitan,1,32,1,10,164,0
1884,Rural,0,0,0,0,0,0
1884,Town,0,0,0,0,0,0
1885,Metropolitan,2,68,6,33,297,0
1885,Rural,0,0,0,0,0,0
1885,Town,0,0,0,0,0,0
1886,Metropolitan,4,95,5,46,574,0
1886,Rural,0,0,0,0,0,0
1886,Town,0,0,0,0,0,0
1887,Metropolitan,5,56,3,15,218,0
1887,Rural,0,0,0,0,0,0
1887,Town,0,0,0,0,0,0
1888,Metropolitan,1,24,0,6,84,0
1888,Rural,0,0,0,0,0,0
1888,Town,0,0,0,0,0,0
1889,Metropolitan,2,32,1,11,133,0
1889,Rural,0,0,0,0,0,0
1889,Town,0,0,0,0,0,0
1890,Metropolitan,7,85,4,28,259,0
1890,Rural,0,0,0,0,0,0
1890,Town,0,0,0,0,0,0
1891,Metropolitan,0,11,0,2,54,0
1891,Rural,0,0,0,0,0,0
1891,Town,0,0,0,0,0,0
1892,Metropolitan,0,18,0,5,82,0
1892,Rural,0,0,0,0,0,0
1892,Town,0,0,0,0,0,0
1893,Metropolitan,0,0,0,0,10,0
1893,Rural,0,0,0,0,0,0
1893,Town,0,0,0,0,0,0
1894,Metropolitan,3,86,4,38,469,0
1894,Rural,0,0,0,0,0,0
1894,Town,0,0,0,0,0,0
1895,Metropolitan,4,79,9,36,547,0
1895,Rural,0,0,0,0,0,0
1895,Town,0,0,0,0,0,0
1896,Metropolitan,8,155,8,73,959,0
1896,Rural,0,0,0,0,0,0
1896,Town,0,0,0,0,0,0
1897,Metropolitan,2,68,5,23,503,0
1897,Rural,0,0,0,0,0,0
1897,Town,0,0,0,0,0,0
1898,Metropolitan,1,47,2,13,213,0
1898,Rural,0,0,0,0,0,0
1898,Town,0,0,0,0,0,0
1899,Metropolitan,1,85,2,36,489,0
1899,Rural,0,0,0,0,0,0
1899,Town,0,0,0,0,0,0
1900,Metropolitan,3,50,2,11,169,0
1900,Rural,0,0,0,0,0,0
1900,Town,0,0,0,0,0,0
1901,Metropolitan,4,83,5,30,518,0
1901,Rural,0,0,0,0,0,0
1901,Town,0,0,0,0,0,0
1902,Metropolitan,0,16,0,6,90,0
1902,Rural,0,0,0,0,0,0
1902,Town,0,0,0,0,0,0
1903,Metropolitan,3,69,3,24,294,0
1903,Rural,0,0,0,0,0,0
1903,Town,0,0,0,0,0,0
1904,Metropolitan,6,74,4,32,336,0
1904,Rural,0,0,0,0,0,0
1904,Town,0,0,0,0,0,0
1905,Metropolitan,1,66,4,34,452,0
1905,Rural,0,0,0,0,0,0
1905,Town,0,0,0,0,0,0
1906,Metropolitan,5,138,7,66,752,0
1906,Rural,0,0,0,0,0,0
1906,Town,0,0,0,0,0,0
1907,Metropolitan,0,0,0,0,0,0
1907,Rural,3,59,4,21,227,0
1907,Town,0,0,0,0,0,0
1908,Metropolitan,1,58,3,19,207,0
1908,Rural,0,0,0,0,0,0
1908,Town,0,0,0,0,0,0
1909,Metropolitan,2,51,1,13,177,0
1909,Rural,0,0,0,0,0,0
1909,Town,0,0,0,0,0,0
1910,Metropolitan,7,112,6,59,694,0
1910,Rural,0,0,0,0,0,0
1910,Town,0,0,0,0,0,0
1911,Metropolitan,4,49,3,18,191,0
1911,Rural,0,0,0,0,0,0
1911,Town,0,0,0,0,0,0
1912,Metropolitan,5,92,6,27,426,0
1912,Rural,0,0,0,0,0,0
1912,Town,0,0,0,0,0,0
1913,Metropolitan,18,282,17,104,1124,0
1913,Rural,0,0,0,0,0,0
1913,Town,0,0,0,0,0,0
1914,Metropolitan,4,93,6,30,323,0
